total_trades,winning_trades,losing_trades,win_rate,total_return_pct,avg_win_pct,avg_loss_pct,profit_factor,sharpe_ratio,max_drawdown_pct,avg_holding_days,total_pnl,valid_symbols,failed_symbols,trades_per_symbol,market,benchmark_return_pct,excess_return_pct
1740,580,1160,0.3333333333333333,3016.944527964638,37.073671335029516,-7.963342586473783,4.655541430303574,5.100400883945493,99.98219749239347,150.367816091954,30169445.279646378,184.0,1.0,9.456521739130435,SP500,275.61118681910983,2741.3333411455283
682,205,477,0.30058651026392963,898.8844198926337,38.00250192493168,-7.985811297599502,4.758752806537647,4.299836131308175,98.61168316367106,139.44281524926686,8988844.198926337,69.0,12.0,9.884057971014492,ASX300,68.41643302277896,830.4679868698547
2422,785,1637,0.32411230388109,3915.828947857272,37.31623218971734,-7.969889669679017,4.682151665371828,4.877208600540311,99.99962355922969,147.2914946325351,39158289.47857272,,,,COMBINED,,
