symbol
AAPL
MSFT
NVDA
AMZN
GOOG
GOOGL
META
TSLA
AVGO
WMT
JPM
V
LLY
MA
NFLX
ORCL
COST
XOM
PG
JNJ
HD
BAC
ABBV
KO
PM
TMUS
UNH
CRM
CSCO
WFC
SBUX
WELL
MO
AMT
CME
BMY
SO
TT
WM
CEG
NKE
DASH
HCA
FI
CTAS
DUK
EQIX
SHW
MCK
ELV
