symbol
AAPL
MSFT
NVDA
AMZN
GOOG
GOOGL
META
TSLA
AVGO
NFLX
ORCL
COST
ADBE
PEP
TMUS
CSCO
AMD
LIN
TXN
QCOM
INTU
ISRG
CMCSA
AMAT
BKNG
HON
VRTX
ADP
PANW
SBUX
MU
ADI
GILD
LRCX
REGN
MDLZ
KLAC
PYPL
SNPS
CDNS
MAR
MRVL
ORLY
FTNT
CSX
DASH
ASML
ABNB
CHTR
PCAR
