symbol,source,price,avg_volume,ddv,spread_pct,turnover_pct,float_shares,market_cap,liquidity_score,liquidity_tier,max_position_rec,position_200k_pct_adv,position_400k_pct_adv,position_800k_pct_adv,days_to_liquidate_400k,ddv_score,spread_score,turnover_score,float_score,market_cap_score,exchange,currency
F,IVV,13.12,86581446.3,1135948575.4559999,0.07604562737642423,2.212296039543418,3876996795,52276621312,101.84918415817367,TIER 1 - EXCELLENT,$800K (full size),0.017606430812214777,0.035212861624429555,0.07042572324885911,0.00035212861624429556,100.0,100.0,84.24592079086837,100.0,100.0,NYQ,USD
FNB,IJH,17.1,8293649.016666667,141821398.185,0.0,2.3157782282930492,352528164,6141354496,101.49138381237219,TIER 1 - EXCELLENT,$800K (full size),0.1410224427057957,0.2820448854115914,0.5640897708231828,0.002820448854115914,100.0,100.0,86.31556456586098,100.0,92.282708992,NYQ,USD
FHN,IJH,23.9,9704334.8,231933601.72,0.0417536534446681,1.9708470677754215,461511148,12135168000,100.8833882711017,TIER 1 - EXCELLENT,$800K (full size),0.08623157598416827,0.17246315196833653,0.34492630393667306,0.0017246315196833653,100.0,100.0,79.41694135550843,100.0,100.0,NYQ,USD
FLR,IJH,39.63,3428701.8,135879452.334,0.0,2.1272170682889304,159164502,6406758912,100.79022005555572,TIER 1 - EXCELLENT,$800K (full size),0.14718928915638238,0.29437857831276476,0.5887571566255295,0.0029437857831276473,100.0,100.0,82.5443413657786,100.0,92.813517824,NYQ,USD
DAY,IVV,69.16,3069795.65,212307067.15399998,0.057828538383701396,1.9182031179024297,139771336,11068018688,100.67281247160972,TIER 1 - EXCELLENT,$800K (full size),0.09420317593805161,0.18840635187610322,0.37681270375220643,0.0018840635187610322,100.0,100.0,78.36406235804859,100.0,100.0,NYQ,USD
SEE,IJR,41.43,3047919.5,126275304.885,-0.24160425223484278,2.071659718674774,146130136,6095369216,100.50571271789909,TIER 1 - EXCELLENT,$800K (full size),0.15838409591023495,0.3167681918204699,0.6335363836409398,0.003167681918204699,100.0,100.0,81.43319437349548,100.0,92.190738432,NYQ,USD
WBD,IVV,28.82,46169044.833333336,1330591872.0966668,0.07072135785006921,1.8628577809680618,2344015207,71427448832,100.45143112387225,TIER 1 - EXCELLENT,$800K (full size),0.0150309049825212,0.0300618099650424,0.0601236199300848,0.000300618099650424,100.0,100.0,77.25715561936124,100.0,100.0,NMS,USD
CCL,IVV,30.54,20958263.933333334,640065380.524,0.032658393207059315,1.7959095058554702,1214151040,40068481024,100.18363802342188,TIER 1 - EXCELLENT,$800K (full size),0.031246807917695334,0.06249361583539067,0.12498723167078134,0.0006249361583539067,100.0,100.0,75.9181901171094,100.0,100.0,NYQ,USD
CADE,IJH,42.84,3530523.1166666667,151247610.31800002,0.02330459100442324,1.8950027714826727,183950232,7981392384,100.17628956273069,TIER 1 - EXCELLENT,$800K (full size),0.1322334941884354,0.2644669883768708,0.5289339767537417,0.0026446698837687085,100.0,100.0,77.90005542965346,100.0,95.962784768,NYQ,USD
PINS,IJH,25.89,14963293.216666667,387399661.37950003,0.11614401858303362,2.5113031419721756,591322494,17603379200,100.00707861512092,TIER 1 - EXCELLENT,$800K (full size),0.05162627124861586,0.10325254249723172,0.20650508499446343,0.0010325254249723172,100.0,87.84746418892885,90.22606283944351,100.0,100.0,NYQ,USD
CNC,IVV,41.15,8478175.866666667,348876936.91333336,0.024166263895614104,1.7248963144110019,489114477,20225968128,99.899585257644,TIER 1 - EXCELLENT,$800K (full size),0.05732680462328274,0.11465360924656548,0.22930721849313096,0.0011465360924656548,100.0,100.0,74.49792628822004,100.0,100.0,NYQ,USD
KEY,IVV,20.64,18070939.083333332,372984182.68,0.048355899419719586,1.6641309633889614,1088668132,22557859840,99.65652385355585,TIER 1 - EXCELLENT,$800K (full size),0.053621576808684415,0.10724315361736883,0.21448630723473766,0.0010724315361736883,100.0,100.0,73.28261926777922,100.0,100.0,NYQ,USD
CMG,IVV,37.0,21951747.95,812214674.15,-0.08092797410305136,1.6601461984544854,1313061722,49612742656,99.64058479381794,TIER 1 - EXCELLENT,$800K (full size),0.024624031843466048,0.049248063686932096,0.09849612737386419,0.000492480636869321,100.0,100.0,73.20292396908971,100.0,100.0,NYQ,USD
MGM,IVV,36.49,4543174.05,165780421.0845,0.027427317608332447,1.661084854162849,204268285,9980250112,99.64038943905139,TIER 1 - EXCELLENT,$800K (full size),0.12064150802105751,0.24128301604211502,0.48256603208423005,0.0024128301604211502,100.0,100.0,73.22169708325697,100.0,99.960500224,NYQ,USD
LYB,IVV,43.3,5257964.816666666,227669876.56166664,-0.02308935580696839,1.6335528002490656,255734507,13937098752,99.53421120099627,TIER 1 - EXCELLENT,$800K (full size),0.08784649204385545,0.1756929840877109,0.3513859681754218,0.001756929840877109,100.0,100.0,72.67105600498131,100.0,100.0,NYQ,USD
LRN,IJR,64.93,1886857.3666666667,122513648.81766668,-0.09239297813366534,4.302135054676168,41937008,2847819008,99.494395712,TIER 1 - EXCELLENT,$800K (full size),0.16324711730499017,0.32649423460998034,0.6529884692199607,0.003264942346099803,100.0,100.0,100.0,73.5496064,84.61954752,NYQ,USD
DG,IVV,132.77,3441682.6666666665,456952207.65333337,-0.34680337756333535,1.5635563870699056,218793755,29225183232,99.25422554827962,TIER 1 - EXCELLENT,$800K (full size),0.04376825336441528,0.08753650672883057,0.17507301345766113,0.0008753650672883057,100.0,100.0,71.27112774139812,100.0,100.0,NYQ,USD
FMC,IJR,13.87,5222455.216666667,72435453.85516666,0.0717875089734371,4.180637540537556,123906965,1732641280,99.16333067387846,TIER 2 - GOOD,$600K-$800K,0.2761078855112805,0.552215771022561,1.104431542045122,0.005522157710225611,88.51477243965277,100.0,100.0,100.0,81.8316032,NYQ,USD
FFIV,IVV,255.26,1238539.1333333333,316149499.17466664,-0.1629865342077752,2.1321180294524478,57479092,14827955200,98.9772176378098,TIER 1 - EXCELLENT,$800K (full size),0.06326121044699291,0.12652242089398583,0.25304484178797165,0.0012652242089398584,100.0,100.0,82.64236058904896,82.9916368,100.0,NMS,USD
SJM,IVV,97.81,1580862.9166666667,154624201.8791667,0.03061536891519659,1.4816747629577969,104443077,10435772416,98.92669905183119,TIER 1 - EXCELLENT,$800K (full size),0.129345857614381,0.258691715228762,0.517383430457524,0.0025869171522876202,100.0,100.0,69.63349525915594,100.0,100.0,NYQ,USD
AVTR,IJH,11.46,10762757.8,123341204.38800001,0.0,1.5785455036555607,663712674,7813598208,98.87690165622224,TIER 1 - EXCELLENT,$800K (full size),0.16215181373683601,0.32430362747367203,0.6486072549473441,0.0032430362747367203,100.0,100.0,71.57091007311121,100.0,95.627196416,NYQ,USD
PR,IJH,14.03,10243547.316666666,143716968.85283333,0.07127583749108901,1.3751137959525548,734870503,10451277824,98.50045518381022,TIER 1 - EXCELLENT,$800K (full size),0.1391624117850695,0.278324823570139,0.556649647140278,0.00278324823570139,100.0,100.0,67.5022759190511,100.0,100.0,NYQ,USD
APP,IVV,673.82,4225126.066666666,2846974446.2413335,-2.106169037050447,1.3735914416157071,242898397,227919560704,98.49436576646283,TIER 1 - EXCELLENT,$800K (full size),0.007025001585948423,0.014050003171896846,0.02810000634379369,0.00014050003171896846,100.0,100.0,67.47182883231415,100.0,100.0,NMS,USD
GME,IJH,20.08,6363332.483333333,127775716.26533332,0.09935419771485135,1.4203566592683115,408856557,8996030464,98.48063272987325,TIER 1 - EXCELLENT,$800K (full size),0.1565242644264963,0.3130485288529926,0.6260970577059852,0.003130485288529926,100.0,100.0,68.40713318536623,100.0,97.992060928,NYQ,USD
DVN,IVV,36.63,7803110.316666666,285827930.8995,0.027292576419208545,1.2439200249747595,622005588,23252723712,97.97568009989904,TIER 1 - EXCELLENT,$800K (full size),0.06997216800002727,0.13994433600005454,0.2798886720001091,0.0013994433600005454,100.0,100.0,64.87840049949519,100.0,100.0,NYQ,USD
EQT,IVV,53.6,7480313.033333333,400944778.58666664,0.018723085564497307,1.1986320734176759,618812356,33450196992,97.79452829367071,TIER 1 - EXCELLENT,$800K (full size),0.04988218095893442,0.09976436191786885,0.1995287238357377,0.0009976436191786885,100.0,100.0,63.972641468353515,100.0,100.0,NYQ,USD
GIS,IVV,46.5,6246380.816666666,290456707.97499996,0.02146844139115073,1.170650409579003,531330365,24811567104,97.68260163831602,TIER 1 - EXCELLENT,$800K (full size),0.06885707732293596,0.13771415464587192,0.27542830929174383,0.0013771415464587191,100.0,100.0,63.41300819158006,100.0,100.0,NYQ,USD
SNPS,IVV,469.72,2176427.566666667,1022311556.6146668,-0.14455931312423886,1.1375956382669963,190287001,89865986048,97.55038255306799,TIER 1 - EXCELLENT,$800K (full size),0.019563507690580153,0.039127015381160306,0.07825403076232061,0.00039127015381160303,100.0,100.0,62.751912765339924,100.0,100.0,NMS,USD
PFE,IVV,24.9,64244535.65,1599688937.685,0.04011231448053754,1.1299303571707868,5675928135,141574127616,97.51972142868314,TIER 1 - EXCELLENT,$800K (full size),0.012502430646887594,0.025004861293775188,0.050009722587550376,0.0002500486129377519,100.0,100.0,62.598607143415734,100.0,100.0,NYQ,USD
HSY,IVV,181.98,1664168.8833333333,302845453.389,0.0764901928645658,1.1231361431491877,145275261,36902834176,97.49254457259676,TIER 1 - EXCELLENT,$800K (full size),0.06604028482577326,0.13208056965154652,0.26416113930309304,0.0013208056965154653,100.0,100.0,62.46272286298375,100.0,100.0,NYQ,USD
VICI,IVV,28.12,11728243.25,329798200.19,-0.03553660270077474,1.0973164740029697,1064290299,30054977536,97.38926589601188,TIER 1 - EXCELLENT,$800K (full size),0.060643144773009076,0.12128628954601815,0.2425725790920363,0.0012128628954601816,100.0,100.0,61.9463294800594,100.0,100.0,NYQ,USD
ELF,IJH,76.04,2283931.7333333334,173670169.00266668,0.14469876348329314,3.829737609746614,58191769,4534779904,97.38524233322356,TIER 1 - EXCELLENT,$800K (full size),0.11516082534412056,0.23032165068824112,0.46064330137648224,0.0023032165068824113,100.0,84.04016486889425,100.0,83.2767076,88.83694976,NYQ,USD
FCX,IVV,50.79,15350868.233333332,779670597.571,-0.13765978367748335,1.0690535874018687,1427817652,72930918400,97.27621434960747,TIER 1 - EXCELLENT,$800K (full size),0.025651858698158385,0.05130371739631677,0.10260743479263354,0.0005130371739631677,100.0,100.0,61.38107174803737,100.0,100.0,NYQ,USD
PNW,IVV,88.7,1246373.6666666667,110553344.23333335,0.0224693854623191,1.041331365823809,118938743,10616538112,97.16532546329523,TIER 1 - EXCELLENT,$800K (full size),0.18090814112134046,0.3618162822426809,0.7236325644853618,0.0036181628224268092,100.0,100.0,60.82662731647618,100.0,100.0,NYQ,USD
BURL,IJH,288.85,1012297.5166666667,292402137.6891667,-0.03457575548024545,1.6086853340307763,61883018,18176466944,97.14772241612312,TIER 1 - EXCELLENT,$800K (full size),0.06839895275068293,0.13679790550136586,0.2735958110027317,0.0013679790550136586,100.0,100.0,72.17370668061552,84.7532072,100.0,NYQ,USD
NLY,IJH,22.36,7075217.3,158201858.82799998,0.044702726866345834,1.0358556322141963,681835909,15272579072,97.14342252885679,TIER 1 - EXCELLENT,$800K (full size),0.12642076488964882,0.25284152977929764,0.5056830595585953,0.0025284152977929765,100.0,100.0,60.71711264428393,100.0,100.0,NYQ,USD
ATI,IJH,114.76,1406920.4,161458185.104,0.04343293954135803,1.0355384137631916,134784904,15817615360,97.14215365505277,TIER 1 - EXCELLENT,$800K (full size),0.12387108146370782,0.24774216292741563,0.49548432585483126,0.0024774216292741563,100.0,100.0,60.71076827526383,100.0,100.0,NYQ,USD
NRG,IVV,159.24,1948562.1166666667,310289031.458,-0.06900445392385274,1.0167857107274443,190654381,30801922048,97.06714284290977,TIER 1 - EXCELLENT,$800K (full size),0.06445603283500903,0.12891206567001806,0.2578241313400361,0.0012891206567001807,100.0,100.0,60.33571421454889,100.0,100.0,NYQ,USD
SLB,IVV,38.38,15117128.0,580195372.64,0.026055237102670964,1.011907680274434,1489441864,57336786944,97.04763072109773,TIER 1 - EXCELLENT,$800K (full size),0.03447114703620639,0.06894229407241279,0.13788458814482557,0.0006894229407241279,100.0,100.0,60.23815360548868,100.0,100.0,NYQ,USD
ARE,IVV,48.94,2957596.4,144744767.81599998,0.10185373803219447,1.7113238190764917,154272289,8458058240,96.97511565656616,TIER 1 - EXCELLENT,$800K (full size),0.1381742518349545,0.276348503669909,0.552697007339818,0.00276348503669909,100.0,89.75283492904074,74.22647638152984,100.0,96.91611648,NYQ,USD
BBY,IVV,66.93,3973422.4,265941161.23200002,0.1342882721575488,1.8963039333796017,194364762,14062077952,96.94227332826678,TIER 1 - EXCELLENT,$800K (full size),0.07520460506131478,0.15040921012262956,0.3008184202452591,0.0015040921012262956,100.0,85.42823037899349,77.92607866759204,100.0,100.0,NYQ,USD
NCLH,IVV,22.32,16655131.5,371742535.08,0.26869682042095266,3.6583981378502926,451633639,10161347584,96.93909538737142,TIER 1 - EXCELLENT,$800K (full size),0.0538006768466674,0.1076013536933348,0.2152027073866696,0.001076013536933348,100.0,67.75638154948568,100.0,100.0,100.0,NYQ,USD
DELL,IVV,125.88,6950222.266666667,874893978.928,0.1587805652588033,2.081417079582901,311377965,84364795904,96.86631614303816,TIER 1 - EXCELLENT,$800K (full size),0.022859912722803084,0.04571982544560617,0.09143965089121234,0.00045719825445606166,100.0,82.16259129882623,81.62834159165801,100.0,100.0,NYQ,USD
CVNA,IVV,422.02,4059962.95,1713385564.159,0.27189975174369957,3.4716264205152765,138822420,91495383040,96.84300744768902,TIER 1 - EXCELLENT,$800K (full size),0.011672795906750166,0.023345591813500332,0.046691183627000664,0.00023345591813500333,100.0,67.37202979075605,100.0,100.0,100.0,NYQ,USD
REGN,IVV,771.87,1011954.1333333333,781097036.896,-0.6278075445148003,0.9797941728354057,98523187,81808523264,96.74974460268325,TIER 1 - EXCELLENT,$800K (full size),0.025605013276555188,0.051210026553110376,0.10242005310622075,0.0005121002655311038,100.0,100.0,59.19176691341623,99.40927479999999,100.0,NMS,USD
ROP,IVV,445.13,1039449.15,462690000.1395,-0.6646364505301552,0.9656948795600192,107086326,47912648704,96.72555903648015,TIER 1 - EXCELLENT,$800K (full size),0.04322548573336368,0.08645097146672737,0.17290194293345473,0.0008645097146672737,100.0,100.0,58.62779518240077,100.0,100.0,NMS,USD
GPN,IVV,77.4,2281585.1333333333,176594689.32000002,0.02577984016498585,0.9637363018046626,234702985,18777790464,96.7098904144373,TIER 1 - EXCELLENT,$800K (full size),0.11325368886806565,0.2265073777361313,0.4530147554722626,0.002265073777361313,100.0,100.0,58.549452072186504,100.0,100.0,NYQ,USD
HPE,IVV,24.02,32014115.766666666,768979060.7153333,0.20850708924103714,2.3988999645979328,1327793778,32055486464,96.47869688369049,TIER 1 - EXCELLENT,$800K (full size),0.02600851053264733,0.05201702106529466,0.10403404213058932,0.0005201702106529466,100.0,75.53238810119504,87.97799929195865,100.0,100.0,NYQ,USD
AAP,IJR,39.3,1774511.7333333334,69738311.12,0.02542588354944829,2.9564234615571836,59769551,2358874112,96.33842247256207,TIER 2 - GOOD,$600K-$800K,0.2867864116408788,0.5735728232817576,1.1471456465635153,0.005735728232817577,87.39096296666666,100.0,99.12846923114367,83.9078204,83.39718528,NYQ,USD
UPS,IVV,99.19,6758291.666666667,670354950.4166666,-0.0905432595573332,0.9145308018809503,738231213,84151369728,96.3162464150476,TIER 1 - EXCELLENT,$800K (full size),0.029834940411149015,0.05966988082229803,0.11933976164459606,0.0005966988082229803,100.0,100.0,56.581232075238006,100.0,100.0,NYQ,USD
TLN,IJH,374.84,867525.0333333333,325183083.49466664,-3.739850962073181,1.898809970422173,38849274,17125624832,96.2571527616887,TIER 1 - EXCELLENT,$800K (full size),0.06150381435917475,0.1230076287183495,0.246015257436699,0.001230076287183495,100.0,100.0,77.97619940844346,71.0794192,100.0,NMS,USD
CRWD,IVV,468.76,2282496.9833333334,1069943285.9073334,-0.09281721337411616,0.9053990906620974,247636298,118173663232,96.24319272529678,TIER 1 - EXCELLENT,$800K (full size),0.018692579563261244,0.03738515912652249,0.07477031825304498,0.00037385159126522485,100.0,100.0,56.2159636264839,100.0,100.0,NMS,USD
ORCL,IVV,194.91,25897312.5,5047645179.375,0.0360453141091623,0.9013623643900555,1706007131,560001777664,96.21089891512045,TIER 1 - EXCELLENT,$800K (full size),0.003962243638225856,0.007924487276451711,0.015848974552903423,7.924487276451711e-05,100.0,100.0,56.05449457560222,100.0,100.0,NYQ,USD
NKE,IVV,63.71,17125636.433333334,1091074297.1676667,0.10952902519166513,1.4399596771564513,1172651700,94176206848,95.9422045355703,TIER 1 - EXCELLENT,$800K (full size),0.0183305573707659,0.0366611147415318,0.0733222294830636,0.00036661114741531805,100.0,88.72946330777798,68.79919354312902,100.0,100.0,NYQ,USD
POOL,IVV,228.75,774876.4666666667,177252991.75,-0.004221903233974037,2.0802340957707406,32598141,8536494080,95.94001211908297,TIER 1 - EXCELLENT,$800K (full size),0.1128330743675586,0.2256661487351172,0.4513322974702344,0.002256661487351172,100.0,100.0,81.60468191541482,66.0785128,97.07298816,NMS,USD
UBER,IVV,81.71,17850777.15,1458587000.9264998,0.09791921664626473,0.8591065619807202,2066755545,170399547392,95.87285249584576,TIER 1 - EXCELLENT,$800K (full size),0.013711900618403926,0.027423801236807852,0.054847602473615704,0.0002742380123680785,100.0,100.0,54.36426247922881,100.0,100.0,NYQ,USD
META,IVV,660.09,18227024.0,12031476272.16,0.07339112884730337,0.8369123379890258,2173375331,1663775145984,95.69529870391221,TIER 1 - EXCELLENT,$800K (full size),0.0016623063992802455,0.003324612798560491,0.006649225597120982,3.324612798560491e-05,100.0,100.0,53.47649351956103,100.0,100.0,NMS,USD
UNH,IVV,330.11,7533541.116666666,2486897258.0228333,0.0969696969696949,0.8316648186921712,898048408,299026350080,95.65331854953737,TIER 1 - EXCELLENT,$800K (full size),0.008042149684905226,0.016084299369810453,0.032168598739620906,0.00016084299369810453,100.0,100.0,53.26659274768685,100.0,100.0,NYQ,USD
AL,IJR,64.23,1958326.4666666666,125783308.954,0.1399906672888527,1.752181725914655,105127307,7178668544,95.61143836949687,TIER 1 - EXCELLENT,$800K (full size),0.15900360839858466,0.3180072167971693,0.6360144335943386,0.003180072167971693,100.0,84.66791102815297,75.0436345182931,100.0,94.357337088,NYQ,USD
OVV,IJH,39.19,3267211.2666666666,128042009.54066665,0.10196278358398968,1.2900694320723716,251868855,9925202944,95.57989219762317,TIER 1 - EXCELLENT,$800K (full size),0.15619873564736517,0.31239747129473033,0.6247949425894607,0.0031239747129473035,100.0,89.7382955221347,65.80138864144743,100.0,99.850405888,NYQ,USD
BEN,IVV,23.89,4274537.366666666,102118697.68966666,0.04170141784821336,0.8198338765961519,303897768,12456023040,95.55867101276922,TIER 1 - EXCELLENT,$800K (full size),0.19585051956673935,0.3917010391334787,0.7834020782669574,0.003917010391334787,100.0,100.0,52.79335506384608,100.0,100.0,NYQ,USD
FE,IVV,44.77,4702464.633333334,210529341.63433337,0.044503782821530974,0.8140462232222473,547083941,25862086656,95.51236978577798,TIER 1 - EXCELLENT,$800K (full size),0.09499863460713154,0.18999726921426308,0.37999453842852615,0.0018999726921426307,100.0,100.0,52.56184892888989,100.0,100.0,NYQ,USD
FYBR,IJH,38.07,2411919.85,91821788.6895,0.05238344683080966,0.9634653348672594,222054813,9530368000,95.42114046282349,TIER 2 - GOOD,$600K-$800K,0.2178132258742095,0.435626451748419,0.871252903496838,0.00435626451748419,96.59241195395833,100.0,58.53861339469037,100.0,99.060736,NMS,USD
MPWR,IVV,906.36,700046.9166666666,634494523.39,-0.3525019978762332,1.4612622720409683,46042460,43420987392,95.37014428816387,TIER 1 - EXCELLENT,$800K (full size),0.03152115465574594,0.06304230931149188,0.12608461862298376,0.0006304230931149188,100.0,100.0,69.22524544081936,76.833968,100.0,NMS,USD
NI,IVV,41.76,3764567.433333333,157208336.01599997,0.047835446065542034,0.7955005631773324,475682819,19762190336,95.36400450541866,TIER 1 - EXCELLENT,$800K (full size),0.127219716885525,0.25443943377105,0.5088788675421,0.0025443943377105,100.0,100.0,51.8200225270933,100.0,100.0,NYQ,USD
SM,IJR,18.7,2987970.183333333,55875042.42833333,0.05373455131648582,2.6083464351381687,112594170,2142163456,95.28403695868461,TIER 2 - GOOD,$600K-$800K,0.3579415626512048,0.7158831253024096,1.4317662506048192,0.007158831253024096,81.61460101180555,100.0,92.16692870276337,100.0,82.85540864000001,NYQ,USD
JCI,IVV,119.75,4661167.8,558174844.05,-0.30002500208350646,0.7627059167411857,608685001,78362656768,95.10164733392949,TIER 1 - EXCELLENT,$800K (full size),0.03583106657921769,0.07166213315843538,0.14332426631687076,0.0007166213315843538,100.0,100.0,50.50823666964743,100.0,100.0,NYQ,USD
KLAC,IVV,1215.08,1000698.3833333333,1215928591.6206665,-0.6303126961774091,0.7616109116905533,131075682,160007225344,95.09288729352443,TIER 1 - EXCELLENT,$800K (full size),0.01644833433297488,0.03289666866594976,0.06579333733189952,0.0003289666866594976,100.0,100.0,50.464436467622136,100.0,100.0,NMS,USD
GLW,IVV,87.56,6511493.7,570146388.372,0.01139211665528038,0.7594815121364669,786388102,75070472192,95.07585209709174,TIER 1 - EXCELLENT,$800K (full size),0.03507871032404176,0.07015742064808352,0.14031484129616703,0.0007015742064808352,100.0,100.0,50.37926048545867,100.0,100.0,NYQ,USD
ELV,IVV,350.55,1616921.9833333334,566812001.2575,-0.014267370523615742,0.7275607376078373,221754282,78936252416,94.8204859008627,TIER 1 - EXCELLENT,$800K (full size),0.035285067986614654,0.07057013597322931,0.14114027194645862,0.0007057013597322931,100.0,100.0,49.10242950431349,100.0,100.0,NYQ,USD
ETN,IVV,318.51,2718825.6333333333,865973152.4729999,0.0250634418371453,0.700006599725369,387273640,123995947008,94.60005279780296,TIER 1 - EXCELLENT,$800K (full size),0.02309540421996348,0.04619080843992696,0.09238161687985393,0.0004619080843992696,100.0,100.0,48.00026398901476,100.0,100.0,NYQ,USD
DAL,IVV,69.4,8297847.533333333,575870618.8133334,0.12958963282937855,1.270799491179156,645232503,45315616768,94.596876870404,TIER 1 - EXCELLENT,$800K (full size),0.034730023284071966,0.06946004656814393,0.13892009313628786,0.0006946004656814393,100.0,86.05471562274953,65.41598982358312,100.0,100.0,NYQ,USD
T,IVV,24.84,49452704.31666667,1228405175.226,-0.20096463022508324,0.6975535173999666,7075483279,177615585280,94.58042813919974,TIER 1 - EXCELLENT,$800K (full size),0.01628127298985079,0.03256254597970158,0.06512509195940316,0.0003256254597970158,100.0,100.0,47.90214069599867,100.0,100.0,NYQ,USD
GS,IVV,879.0,2083567.8166666667,1831456110.85,-0.0865022365380884,0.6946881474254598,311916185,266091839488,94.55750517940368,TIER 1 - EXCELLENT,$800K (full size),0.010920272607962071,0.021840545215924143,0.043681090431848285,0.0002184054521592414,100.0,100.0,47.78752589701839,100.0,100.0,NYQ,USD
TGT,IVV,97.75,7332020.55,716705008.7624999,0.1734693877551038,1.6192395378106146,451502336,44417515520,94.52797855940567,TIER 1 - EXCELLENT,$800K (full size),0.027905483784092758,0.055810967568185516,0.11162193513637103,0.0005581096756818552,100.0,80.20408163265283,72.3847907562123,100.0,100.0,NYQ,USD
CBOE,IVV,251.0,715214.0166666667,179518718.18333334,0.09112519809826394,0.6834701498701277,104252097,26265772032,94.46776119896103,TIER 1 - EXCELLENT,$800K (full size),0.11140899513094238,0.22281799026188476,0.4456359805237695,0.0022281799026188476,100.0,100.0,47.33880599480511,100.0,100.0,BTS,USD
KIM,IVV,20.27,4833237.533333333,97969724.80066666,0.09852216748768262,0.7137152960896551,661159142,13726745600,94.41364056881446,TIER 2 - GOOD,$600K-$800K,0.20414469919858247,0.40828939839716494,0.8165787967943299,0.00408289398397165,99.15405200027777,100.0,48.5486118435862,100.0,100.0,NYQ,USD
D,IVV,58.59,5772917.7,338235248.04300004,0.01705029838021826,0.6760543319201723,852162755,50030780416,94.40843465536138,TIER 1 - EXCELLENT,$800K (full size),0.05913044283739875,0.1182608856747975,0.236521771349595,0.001182608856747975,100.0,100.0,47.04217327680689,100.0,100.0,NYQ,USD
SAIA,IJH,326.52,501953.01666666666,163897699.002,-2.7969696969697027,1.88402124499094,25095340,8699354112,94.28739660236377,TIER 1 - EXCELLENT,$800K (full size),0.12202733852752835,0.2440546770550567,0.4881093541101134,0.002440546770550567,100.0,100.0,77.6804248998188,60.076272,97.398708224,NMS,USD
