scan_date,data_date,symbol,ib_action,conviction_level,position_size_pct,current_price,stop_loss_price,profit_target_price,daily_change_pct,volume,avg_volume_20d,conviction_reason,trend_strength,breakout_power,volume_surge,momentum_points,total_conviction_score
2025-08-21,253,SUL.AX,BUY,5,40,18.670000076293945,17.36310007095337,28.005000114440918,12.946154269535693,1363885,364901.6,"MAX conviction: 100, trend: 100, vol: 4.3x, daily: 12.9%",100,25,4.2533176492014375,25,100
2025-08-21,249,TJX,BUY,5,40,138.27000427246094,128.59110397338867,207.4050064086914,2.7113425105208755,13219000,5387455.0,"MAX conviction: 90, trend: 90, vol: 2.7x, daily: 2.7%",90,25,2.6732701299121517,20,90
2025-08-21,249,ADI,BUY,4,35,244.8699951171875,227.72909545898438,367.30499267578125,6.261930447362474,8527100,3595195.0,"HIGH conviction: 75, trend: 80, vol: 2.4x, daily: 6.3%",80,15,2.394512931397602,20,75
2025-08-21,253,SGP.AX,BUY,3,30,6.255000114440918,5.817150106430054,9.382500171661377,2.2058861340894076,8738670,4900016.95,"STANDARD conviction: 65, trend: 100, vol: 1.9x, daily: 2.2%",100,0,1.8796848704067621,25,65
2025-08-21,249,WBA,BUY,3,30,12.199999809265137,11.345999822616578,18.299999713897705,0.9933765423590035,15353500,7671740.0,"STANDARD conviction: 60, trend: 90, vol: 2.1x, daily: 1.0%",90,0,2.145686127632932,15,60
2025-08-21,253,WOW.AX,BUY,3,30,33.564998626708984,31.21544872283936,50.34749794006348,2.519843939973865,1900051,1909106.3,"STANDARD conviction: 60, trend: 90, vol: 1.0x, daily: 2.5%",90,25,0.9805140449448349,20,60
2025-08-21,253,WES.AX,BUY,3,30,94.26000213623047,87.66180198669434,141.3900032043457,1.9357639146722283,1323557,1638978.75,"STANDARD conviction: 60, trend: 100, vol: 0.8x, daily: 1.9%",100,15,0.8134258216330177,25,60
2025-08-21,253,URW.AX,BUY,3,30,8.270000457763672,7.691100425720215,12.405000686645508,1.597052935600396,1088728,1078301.8,"STANDARD conviction: 60, trend: 100, vol: 1.0x, daily: 1.6%",100,15,1.043708320026083,25,60
2025-08-21,249,ALL,BUY,2,25,213.6199951171875,198.66659545898438,320.42999267578125,1.5400656712503569,1720000,1527445.0,"LOW conviction: 50, trend: 90, vol: 1.1x, daily: 1.5%",90,15,1.1252310158153835,20,50
2025-08-21,249,LOW,BUY,2,25,257.1400146484375,239.1402136230469,385.71002197265625,0.3042710802956705,5223100,3144885.0,"LOW conviction: 50, trend: 90, vol: 1.7x, daily: 0.3%",90,0,1.7406967986189337,15,50
2025-08-21,253,SEK.AX,BUY,2,25,28.6200008392334,26.61660078048706,42.9300012588501,0.8101495404357895,1594408,1200475.55,"LOW conviction: 50, trend: 100, vol: 1.4x, daily: 0.8%",100,0,1.3791473090868216,20,50
2025-08-21,253,LOV.AX,BUY,2,25,35.52000045776367,33.033600425720216,53.28000068664551,1.225421212043143,226293,154865.0,"LOW conviction: 50, trend: 90, vol: 1.5x, daily: 1.2%",90,0,1.5052422364214701,15,50
2025-08-21,249,TXN,BUY,2,25,200.77000427246094,186.71610397338867,301.1550064086914,2.4650412222481544,8105200,6657320.0,"LOW conviction: 45, trend: 80, vol: 1.0x, daily: 2.5%",80,15,1.0404828337405942,20,45
2025-08-21,249,ABBV,BUY,2,25,209.14999389648438,194.50949432373048,313.72499084472656,1.4355649740676713,5781500,4998810.0,"LOW conviction: 45, trend: 100, vol: 1.2x, daily: 1.4%",100,0,1.1734416354100703,25,45
2025-08-21,249,EL,BUY,2,25,86.56999969482422,80.51009971618653,129.85499954223633,-3.67197390776014,12987900,4424365.0,"LOW conviction: 45, trend: 80, vol: 3.3x, daily: -3.7%",80,0,3.2827031200832058,5,45
2025-08-21,249,O,BUY,2,25,59.900001525878906,55.70700141906739,89.85000228881836,1.5082244190149918,6757700,4907255.0,"LOW conviction: 45, trend: 80, vol: 1.4x, daily: 1.5%",80,15,1.4218729452361039,10,45
2025-08-21,253,ANZ.AX,BUY,2,25,33.880001068115234,31.50840099334717,50.82000160217285,1.406768101914646,3124862,5553068.4,"LOW conviction: 45, trend: 100, vol: 0.5x, daily: 1.4%",100,0,0.5494356273275012,25,45
2025-08-21,253,WBC.AX,BUY,2,25,38.7599983215332,36.04679843902588,58.139997482299805,1.3863426252760824,4020314,4585023.55,"LOW conviction: 45, trend: 100, vol: 0.9x, daily: 1.4%",100,0,0.8820729623166395,25,45
2025-08-21,253,MIN.AX,BUY,2,25,36.959999084472656,34.37279914855957,55.439998626708984,4.732213447493927,1404950,3101683.25,"LOW conviction: 45, trend: 100, vol: 0.4x, daily: 4.7%",100,0,0.43818617465309667,25,45
2025-08-21,253,ALD.AX,BUY,2,25,29.969999313354492,27.87209936141968,44.95499897003174,1.1133600894111417,652528,885328.3,"LOW conviction: 45, trend: 100, vol: 0.7x, daily: 1.1%",100,0,0.7143443607313784,25,45
2025-08-21,253,RMD.AX,BUY,2,25,45.130001068115234,41.97090099334717,67.69500160217285,1.120322626111725,450876,1164327.35,"LOW conviction: 45, trend: 100, vol: 0.4x, daily: 1.1%",100,0,0.3769077582219941,25,45
2025-08-21,253,LYC.AX,BUY,2,25,14.425000190734863,13.415250177383424,21.637500286102295,3.183123484046635,5132251,6520982.6,"LOW conviction: 45, trend: 100, vol: 0.7x, daily: 3.2%",100,0,0.7398787870540029,25,45
2025-08-21,253,COL.AX,BUY,2,25,21.625,20.111250000000002,32.4375,1.3355194253714453,1485605,2524566.95,"LOW conviction: 45, trend: 80, vol: 0.5x, daily: 1.3%",80,15,0.5346959395871924,20,45
2025-08-21,253,HVN.AX,BUY,2,25,6.144999980926514,5.714849982261658,9.21749997138977,1.0690799019095865,463069,1030008.7,"LOW conviction: 45, trend: 100, vol: 0.4x, daily: 1.1%",100,0,0.4332756248788903,25,45
