timestamp,symbol,action,price,quantity,value,reason,portfolio_value,cash
2020-01-02 09:30:00-05:00,CZR,buy,59.63999938964844,251,14969.639846801758,"All conditions met. Flagpole: 57.9%, Vol: 0.05",100000.0,100000.0
2020-01-03 09:30:00-05:00,MMM,buy,150.50167846679688,84,12642.140991210938,"All conditions met. Flagpole: 19.5%, Vol: 0.03",99623.5,84874.74042129517
2020-01-03 09:30:00-05:00,AMD,buy,49.099998474121094,259,12716.899604797363,"All conditions met. Flagpole: 76.4%, Vol: 0.07",99623.5,84874.74042129517
2020-01-03 09:30:00-05:00,ALGN,buy,283.67999267578125,44,12481.919677734375,"All conditions met. Flagpole: 56.8%, Vol: 0.02",99623.5,84874.74042129517
2020-01-06 09:30:00-05:00,AXON,buy,73.93000030517578,96,7097.280029296875,"All conditions met. Flagpole: 55.9%, Vol: 0.02",99184.71004867554,47721.727085113525
2020-01-07 09:30:00-05:00,ACN,buy,208.42999267578125,29,6044.469787597656,"All conditions met. Flagpole: 17.2%, Vol: 0.02",99855.19395446777,40606.20682144165
2020-01-07 09:30:00-05:00,A,buy,84.81999969482422,71,6022.2199783325195,"All conditions met. Flagpole: 17.6%, Vol: 0.01",99855.19395446777,40606.20682144165
2020-01-07 09:30:00-05:00,ALLE,buy,123.61000061035156,49,6056.890029907227,"All conditions met. Flagpole: 25.3%, Vol: 0.01",99855.19395446777,40606.20682144165
2020-01-08 09:30:00-05:00,AME,buy,101.62999725341797,43,4370.089881896973,"All conditions met. Flagpole: 16.1%, Vol: 0.01",99665.68940353394,29317.266796112057
2020-01-08 09:30:00-05:00,APA,buy,32.5099983215332,135,4388.849773406982,"All conditions met. Flagpole: 77.7%, Vol: 0.12",99665.68940353394,29317.266796112057
2020-01-08 09:30:00-05:00,AMAT,buy,61.619998931884766,71,4375.019924163818,"All conditions met. Flagpole: 25.5%, Vol: 0.02",99665.68940353394,29317.266796112057
2020-01-17 09:30:00-05:00,ADBE,buy,345.3800048828125,12,4144.56005859375,"All conditions met. Flagpole: 33.9%, Vol: 0.02",101278.6626586914,28142.456768035885
2020-01-17 09:30:00-05:00,ALB,buy,80.41999816894531,52,4181.839904785156,"All conditions met. Flagpole: 35.4%, Vol: 0.04",101278.6626586914,28142.456768035885
2020-01-17 09:30:00-05:00,ALGN,buy,285.0299987792969,14,3990.4199829101562,"All conditions met. Flagpole: 45.7%, Vol: 0.03",101278.6626586914,28142.456768035885
2020-01-28 09:30:00-05:00,AMCR,buy,10.770000457763672,589,6343.530269622803,"All conditions met. Flagpole: 18.9%, Vol: 0.02",98131.90965461731,42350.48622894287
2020-01-28 09:30:00-05:00,ANET,buy,14.685625076293945,432,6344.190032958984,"All conditions met. Flagpole: 43.0%, Vol: 0.05",98131.90965461731,42350.48622894287
2020-01-28 09:30:00-05:00,ADSK,buy,195.8699951171875,32,6267.83984375,"All conditions met. Flagpole: 38.7%, Vol: 0.02",98131.90965461731,42350.48622894287
2020-01-30 09:30:00-05:00,XYZ,buy,76.16000366210938,77,5864.320281982422,"All conditions met. Flagpole: 28.6%, Vol: 0.05",97004.39068031311,39325.85047531128
2020-01-30 09:30:00-05:00,BRO,buy,45.0099983215332,131,5896.30978012085,"All conditions met. Flagpole: 23.3%, Vol: 0.04",97004.39068031311,39325.85047531128
2020-02-03 09:30:00-05:00,BX,buy,61.06999969482422,112,6839.8399658203125,"All conditions met. Flagpole: 25.9%, Vol: 0.04",96787.1607170105,45667.23080444336
