date,portfolio_value,cash,positions,total_value
2021-04-13 10:30:00-04:00,117347.69697570801,35872.82925415039,10,117347.69697570801
2021-04-14 10:30:00-04:00,117379.22020721436,35872.82925415039,10,117379.22020721436
2021-04-15 10:30:00-04:00,117798.79948425293,35872.82925415039,10,117798.79948425293
2021-04-16 10:30:00-04:00,118642.92800140381,35872.82925415039,10,118642.92800140381
2021-04-19 10:30:00-04:00,118529.0343208313,35872.82925415039,10,118529.0343208313
2021-04-20 10:30:00-04:00,116828.74057006836,35872.82925415039,10,116828.74057006836
2021-04-21 10:30:00-04:00,116459.11572647095,44233.909004211426,9,116459.11572647095
2021-04-22 10:30:00-04:00,116992.75577163696,24414.49933242798,12,116992.75577163696
2021-04-23 10:30:00-04:00,116824.43252182007,24414.49933242798,12,116824.43252182007
2021-04-26 10:30:00-04:00,117524.88856506348,24414.49933242798,12,117524.88856506348
2021-04-27 10:30:00-04:00,116776.67900848389,24414.49933242798,12,116776.67900848389
2021-04-28 10:30:00-04:00,117443.02683639526,24414.49933242798,12,117443.02683639526
2021-04-29 10:30:00-04:00,117749.2350692749,24414.49933242798,12,117749.2350692749
2021-04-30 10:30:00-04:00,117906.53734588623,24414.49933242798,12,117906.53734588623
2021-05-03 10:30:00-04:00,118527.74390029907,24414.49933242798,12,118527.74390029907
2021-05-04 10:30:00-04:00,118014.64429473877,30728.49933242798,11,118014.64429473877
2021-05-05 10:30:00-04:00,118543.00926208496,30728.49933242798,11,118543.00926208496
2021-05-06 10:30:00-04:00,118610.99017715454,36854.099491119385,10,118610.99017715454
2021-05-07 10:30:00-04:00,118726.60912704468,36854.099491119385,10,118726.60912704468
2021-05-10 10:30:00-04:00,119757.21029281616,36854.099491119385,10,119757.21029281616
2021-05-11 10:30:00-04:00,119117.96362686157,36854.099491119385,10,119117.96362686157
2021-05-12 10:30:00-04:00,118150.6484413147,36854.099491119385,10,118150.6484413147
2021-05-13 10:30:00-04:00,116454.32014083862,44757.07410812378,9,116454.32014083862
2021-05-14 10:30:00-04:00,118027.3578453064,37761.294078826904,10,118027.3578453064
2021-05-17 10:30:00-04:00,118526.62966537476,37761.294078826904,10,118526.62966537476
2021-05-18 10:30:00-04:00,118269.2177658081,37761.294078826904,10,118269.2177658081
2021-05-19 10:30:00-04:00,116921.23624801636,37761.294078826904,10,116921.23624801636
2021-05-20 10:30:00-04:00,117134.76890182495,54248.5739402771,8,117134.76890182495
2021-05-21 10:30:00-04:00,117617.61073684692,29936.493427276608,11,117617.61073684692
2021-05-24 10:30:00-04:00,118078.82213973999,29936.493427276608,11,118078.82213973999
2021-05-25 10:30:00-04:00,118031.55410385132,29936.493427276608,11,118031.55410385132
2021-05-26 10:30:00-04:00,117304.54080581665,29936.493427276608,11,117304.54080581665
2021-05-27 10:30:00-04:00,117728.96661758423,29936.493427276608,11,117728.96661758423
2021-05-28 10:30:00-04:00,118122.4044342041,29936.493427276608,11,118122.4044342041
2021-06-01 10:30:00-04:00,118539.29725646973,29936.493427276608,11,118539.29725646973
2021-06-02 10:30:00-04:00,118266.81100082397,29936.493427276608,11,118266.81100082397
2021-06-03 10:30:00-04:00,118000.85606002808,29936.493427276608,11,118000.85606002808
2021-06-04 10:30:00-04:00,118528.7190208435,29936.493427276608,11,118528.7190208435
2021-06-07 10:30:00-04:00,118778.69414138794,29936.493427276608,11,118778.69414138794
2021-06-08 10:30:00-04:00,118292.90691757202,29936.493427276608,11,118292.90691757202
2021-06-09 10:30:00-04:00,118295.76846694946,29936.493427276608,11,118295.76846694946
2021-06-10 10:30:00-04:00,118581.50004196167,29936.493427276608,11,118581.50004196167
2021-06-11 10:30:00-04:00,118466.43227005005,29936.493427276608,11,118466.43227005005
2021-06-14 10:30:00-04:00,118479.6322479248,29936.493427276608,11,118479.6322479248
2021-06-15 10:30:00-04:00,118371.17266845703,29936.493427276608,11,118371.17266845703
2021-06-16 10:30:00-04:00,118419.83764266968,29936.493427276608,11,118419.83764266968
2021-06-17 10:30:00-04:00,117518.92197799683,29936.493427276608,11,117518.92197799683
2021-06-18 10:30:00-04:00,115893.0668334961,38690.973163604736,10,115893.0668334961
2021-06-21 10:30:00-04:00,115448.07638168335,72795.66633605957,6,115448.07638168335
2021-06-22 10:30:00-04:00,116254.58660507202,62041.856521606445,7,116254.58660507202
2021-06-23 10:30:00-04:00,116618.82529067993,34294.236251831055,10,116618.82529067993
2021-06-24 10:30:00-04:00,116634.83680725098,34294.236251831055,10,116634.83680725098
2021-06-25 10:30:00-04:00,116823.2265548706,42143.19645690918,9,116823.2265548706
2021-06-28 10:30:00-04:00,117164.67609024048,29558.056526184082,11,117164.67609024048
2021-06-29 10:30:00-04:00,116935.61919021606,29558.056526184082,11,116935.61919021606
2021-06-30 10:30:00-04:00,116872.40661239624,29558.056526184082,11,116872.40661239624
2021-07-01 10:30:00-04:00,116995.92608261108,35970.4563331604,10,116995.92608261108
2021-07-02 10:30:00-04:00,117500.58613204956,35970.4563331604,10,117500.58613204956
2021-07-06 10:30:00-04:00,117694.27491378784,35970.4563331604,10,117694.27491378784
2021-07-07 10:30:00-04:00,117331.75630569458,35970.4563331604,10,117331.75630569458
2021-07-08 10:30:00-04:00,116458.72682571411,44767.815952301025,9,116458.72682571411
2021-07-09 10:30:00-04:00,117265.56594467163,25069.255252838135,12,117265.56594467163
2021-07-12 10:30:00-04:00,117802.01700210571,25069.255252838135,12,117802.01700210571
2021-07-13 10:30:00-04:00,117594.86535263062,25069.255252838135,12,117594.86535263062
2021-07-14 10:30:00-04:00,117315.25596237183,25069.255252838135,12,117315.25596237183
2021-07-15 10:30:00-04:00,117212.86654281616,25069.255252838135,12,117212.86654281616
2021-07-16 10:30:00-04:00,117794.06681442261,25069.255252838135,12,117794.06681442261
2021-07-19 10:30:00-04:00,116345.81435012817,25069.255252838135,12,116345.81435012817
2021-07-20 10:30:00-04:00,116388.67574691772,31273.52509689331,11,116388.67574691772
2021-07-21 10:30:00-04:00,117274.18496322632,39746.405223846436,10,117274.18496322632
2021-07-22 10:30:00-04:00,117895.20629501343,39746.405223846436,10,117895.20629501343
2021-07-23 10:30:00-04:00,118518.63517379761,39746.405223846436,10,118518.63517379761
2021-07-26 10:30:00-04:00,118993.27502822876,39746.405223846436,10,118993.27502822876
2021-07-27 10:30:00-04:00,118840.26484298706,39746.405223846436,10,118840.26484298706
2021-07-28 10:30:00-04:00,118754.31502914429,39746.405223846436,10,118754.31502914429
2021-07-29 10:30:00-04:00,118661.80591964722,39746.405223846436,10,118661.80591964722
2021-07-30 10:30:00-04:00,118659.55578994751,39746.405223846436,10,118659.55578994751
2021-08-02 10:30:00-04:00,119568.49519729614,39746.405223846436,10,119568.49519729614
2021-08-03 10:30:00-04:00,119333.63517379761,39746.405223846436,10,119333.63517379761
2021-08-04 10:30:00-04:00,119384.14513778687,39746.405223846436,10,119384.14513778687
2021-08-05 10:30:00-04:00,119845.09513473511,46559.405406951904,9,119845.09513473511
2021-08-06 10:30:00-04:00,119641.61321640015,25702.41019821167,12,119641.61321640015
2021-08-09 10:30:00-04:00,119634.30462265015,25702.41019821167,12,119634.30462265015
2021-08-10 10:30:00-04:00,119287.26020431519,25702.41019821167,12,119287.26020431519
2021-08-11 10:30:00-04:00,119058.35074996948,25702.41019821167,12,119058.35074996948
2021-08-12 10:30:00-04:00,119151.09713363647,25702.41019821167,12,119151.09713363647
2021-08-13 10:30:00-04:00,119626.5142250061,25702.41019821167,12,119626.5142250061
2021-08-16 10:30:00-04:00,119909.98013687134,25702.41019821167,12,119909.98013687134
2021-08-17 10:30:00-04:00,120296.71616744995,25702.41019821167,12,120296.71616744995
2021-08-18 10:30:00-04:00,120007.73411178589,32316.575443267822,11,120007.73411178589
2021-08-19 10:30:00-04:00,118922.56518173218,38867.015338897705,10,118922.56518173218
2021-08-20 10:30:00-04:00,120357.66543197632,49160.015338897705,9,120357.66543197632
2021-08-23 10:30:00-04:00,121282.52599716187,27186.965740203854,12,121282.52599716187
2021-08-24 10:30:00-04:00,121562.9464225769,27186.965740203854,12,121562.9464225769
2021-08-25 10:30:00-04:00,121505.60594558716,27186.965740203854,12,121505.60594558716
2021-08-26 10:30:00-04:00,120864.86682510376,27186.965740203854,12,120864.86682510376
2021-08-27 10:30:00-04:00,120974.78567123413,34165.366008758545,11,120974.78567123413
2021-08-30 10:30:00-04:00,121579.12678909302,34165.366008758545,11,121579.12678909302
2021-08-31 10:30:00-04:00,122467.25622177124,34165.366008758545,11,122467.25622177124
2021-09-01 10:30:00-04:00,122472.54667282104,34165.366008758545,11,122472.54667282104
2021-09-02 10:30:00-04:00,123403.19632339478,34165.366008758545,11,123403.19632339478
2021-09-03 10:30:00-04:00,123537.68518447876,34165.366008758545,11,123537.68518447876
2021-09-07 10:30:00-04:00,123742.07562637329,34165.366008758545,11,123742.07562637329
2021-09-08 10:30:00-04:00,122647.81533432007,34165.366008758545,11,122647.81533432007
2021-09-09 10:30:00-04:00,123314.31647109985,34165.366008758545,11,123314.31647109985
2021-09-10 10:30:00-04:00,123095.67529678345,34165.366008758545,11,123095.67529678345
2021-09-13 10:30:00-04:00,122816.02667617798,34165.366008758545,11,122816.02667617798
2021-09-14 10:30:00-04:00,121622.1658668518,34165.366008758545,11,121622.1658668518
2021-09-15 10:30:00-04:00,120703.2561378479,34165.366008758545,11,120703.2561378479
2021-09-16 10:30:00-04:00,121343.83753585815,41018.866008758545,10,121343.83753585815
2021-09-17 10:30:00-04:00,121198.15719985962,41018.866008758545,10,121198.15719985962
2021-09-20 10:30:00-04:00,119433.39624404907,41018.866008758545,10,119433.39624404907
2021-09-21 10:30:00-04:00,119583.87671279907,77532.71670913696,5,119583.87671279907
2021-09-22 10:30:00-04:00,119160.96591567993,66058.47647476196,6,119160.96591567993
2021-09-23 10:30:00-04:00,119831.74374771118,58387.80365371704,7,119831.74374771118
2021-09-24 10:30:00-04:00,120370.2936630249,33648.48393821716,10,120370.2936630249
2021-09-27 10:30:00-04:00,120907.29393577576,33648.48393821716,10,120907.29393577576
2021-09-28 10:30:00-04:00,119347.87237548828,40390.32402610779,9,119347.87237548828
2021-09-29 10:30:00-04:00,118149.09423828125,63494.08400535583,7,118149.09423828125
2021-09-30 10:30:00-04:00,117527.25387573242,53951.684133529656,8,117527.25387573242
2021-10-01 10:30:00-04:00,117306.22394371033,39715.77390098571,10,117306.22394371033
2021-10-04 10:30:00-04:00,118772.37489318848,46810.77390098571,9,118772.37489318848
2021-10-05 10:30:00-04:00,118190.68403244019,25971.11357688903,12,118190.68403244019
2021-10-06 10:30:00-04:00,116763.19319343567,32668.623628616326,11,116763.19319343567
2021-10-07 10:30:00-04:00,118258.06347465515,42029.243593215935,10,118258.06347465515
2021-10-08 10:30:00-04:00,119127.30399513245,42029.243593215935,10,119127.30399513245
2021-10-11 10:30:00-04:00,120407.3941040039,42029.243593215935,10,120407.3941040039
2021-10-12 10:30:00-04:00,120038.35334014893,42029.243593215935,10,120038.35334014893
2021-10-13 10:30:00-04:00,119951.75405311584,42029.243593215935,10,119951.75405311584
2021-10-14 10:30:00-04:00,120778.71407699585,42029.243593215935,10,120778.71407699585
2021-10-15 10:30:00-04:00,122348.04314994812,42029.243593215935,10,122348.04314994812
2021-10-18 10:30:00-04:00,121653.91346549988,42029.243593215935,10,121653.91346549988
2021-10-19 10:30:00-04:00,122710.95180511475,42029.243593215935,10,122710.95180511475
2021-10-20 10:30:00-04:00,122103.6141204834,42029.243593215935,10,122103.6141204834
2021-10-21 10:30:00-04:00,122608.51368522644,42029.243593215935,10,122608.51368522644
2021-10-22 10:30:00-04:00,123032.31407737732,42029.243593215935,10,123032.31407737732
2021-10-25 10:30:00-04:00,123978.88430786133,42029.243593215935,10,123978.88430786133
2021-10-26 10:30:00-04:00,124207.4444065094,42029.243593215935,10,124207.4444065094
2021-10-27 10:30:00-04:00,123266.99399757385,42029.243593215935,10,123266.99399757385
2021-10-28 10:30:00-04:00,122157.13404846191,42029.243593215935,10,122157.13404846191
2021-10-29 10:30:00-04:00,122343.05338287354,51645.56387519836,9,122343.05338287354
2021-11-01 10:30:00-04:00,123095.8834400177,34887.09375190734,11,123095.8834400177
2021-11-02 10:30:00-04:00,123058.39261054993,34887.09375190734,11,123058.39261054993
2021-11-03 10:30:00-04:00,122926.32395362854,34887.09375190734,11,122926.32395362854
2021-11-04 10:30:00-04:00,125616.364112854,34887.09375190734,11,125616.364112854
2021-11-05 10:30:00-04:00,126857.59358406067,41913.33398628234,10,126857.59358406067
2021-11-08 09:30:00-05:00,127308.17345046997,41913.33398628234,10,127308.17345046997
2021-11-09 09:30:00-05:00,127294.20426177979,41913.33398628234,10,127294.20426177979
2021-11-10 09:30:00-05:00,126517.09533882141,41913.33398628234,10,126517.09533882141
2021-11-11 09:30:00-05:00,125792.12342834473,41913.33398628234,10,125792.12342834473
2021-11-12 09:30:00-05:00,126087.62303543091,41913.33398628234,10,126087.62303543091
2021-11-15 09:30:00-05:00,126365.53419876099,41913.33398628234,10,126365.53419876099
2021-11-16 09:30:00-05:00,125988.10326004028,41913.33398628234,10,125988.10326004028
2021-11-17 09:30:00-05:00,125856.613697052,41913.33398628234,10,125856.613697052
2021-11-18 09:30:00-05:00,125351.16388320923,56251.44381141662,8,125351.16388320923
2021-11-19 09:30:00-05:00,124082.30257415771,31125.143411636345,11,124082.30257415771
2021-11-22 09:30:00-05:00,124412.24408721924,42696.143577575676,10,124412.24408721924
2021-11-23 09:30:00-05:00,124206.9532699585,42696.143577575676,10,124206.9532699585
2021-11-24 09:30:00-05:00,124433.36368560791,50292.14348602294,9,124433.36368560791
2021-11-26 09:30:00-05:00,122733.48333740234,28016.953521728512,12,122733.48333740234
2021-11-29 09:30:00-05:00,123173.91348266602,42649.953704833984,10,123173.91348266602
2021-11-30 09:30:00-05:00,122670.85398101807,42649.953704833984,10,122670.85398101807
2021-12-01 09:30:00-05:00,122718.78446960449,56706.77391052246,8,122718.78446960449
2021-12-02 09:30:00-05:00,121323.08430480957,56706.77391052246,8,121323.08430480957
2021-12-03 09:30:00-05:00,122932.61466217041,72542.87431335449,6,122932.61466217041
2021-12-06 09:30:00-05:00,121718.98357391357,40608.45487976074,9,121718.98357391357
2021-12-07 09:30:00-05:00,123679.38356781006,44435.534240722656,9,123679.38356781006
2021-12-08 09:30:00-05:00,124646.61254501343,31043.13415145874,11,124646.61254501343
2021-12-09 09:30:00-05:00,124344.21906280518,31043.13415145874,11,124344.21906280518
2021-12-10 09:30:00-05:00,125265.67024230957,31043.13415145874,11,125265.67024230957
2021-12-13 09:30:00-05:00,126744.45341873169,31043.13415145874,11,126744.45341873169
2021-12-14 09:30:00-05:00,125238.38096618652,31043.13415145874,11,125238.38096618652
2021-12-15 09:30:00-05:00,124899.08237075806,31043.13415145874,11,124899.08237075806
2021-12-16 09:30:00-05:00,126600.02630996704,41291.73397445679,10,126600.02630996704
2021-12-17 09:30:00-05:00,125077.01344680786,41291.73397445679,10,125077.01344680786
2021-12-20 09:30:00-05:00,123954.44297027588,41291.73397445679,10,123954.44297027588
2021-12-21 09:30:00-05:00,125180.09331893921,41291.73397445679,10,125180.09331893921
2021-12-22 09:30:00-05:00,125430.80851364136,41291.73397445679,10,125430.80851364136
2021-12-23 09:30:00-05:00,127119.12405776978,41291.73397445679,10,127119.12405776978
2021-12-27 09:30:00-05:00,127803.3855934143,41291.73397445679,10,127803.3855934143
2021-12-28 09:30:00-05:00,129177.08838272095,41291.73397445679,10,129177.08838272095
2021-12-29 09:30:00-05:00,129314.61351394653,41291.73397445679,10,129314.61351394653
2021-12-30 09:30:00-05:00,129889.03464889526,41291.73397445679,10,129889.03464889526
2021-12-31 09:30:00-05:00,129328.4119758606,41291.73397445679,10,129328.4119758606
2022-01-03 09:30:00-05:00,129640.79774093628,41291.73397445679,10,129640.79774093628
2022-01-04 09:30:00-05:00,129045.94003677368,41291.73397445679,10,129045.94003677368
2022-01-05 09:30:00-05:00,129411.39164352417,41291.73397445679,10,129411.39164352417
2022-01-06 09:30:00-05:00,127811.3950843811,41291.73397445679,10,127811.3950843811
2022-01-07 09:30:00-05:00,127421.58891677856,41291.73397445679,10,127421.58891677856
2022-01-10 09:30:00-05:00,125278.40534591675,41291.73397445679,10,125278.40534591675
2022-01-11 09:30:00-05:00,125197.96593856812,77036.47538375854,6,125197.96593856812
2022-01-12 09:30:00-05:00,125191.50695800781,42467.35612869262,9,125191.50695800781
2022-01-13 09:30:00-05:00,125510.1661643982,23178.135921478268,12,125510.1661643982
2022-01-14 09:30:00-05:00,124255.85610580444,29797.63589096069,11,124255.85610580444
2022-01-18 09:30:00-05:00,125732.9457244873,40374.87600326538,10,125732.9457244873
2022-01-19 09:30:00-05:00,124705.23598861694,47411.97622299194,9,124705.23598861694
2022-01-20 09:30:00-05:00,123074.78614997864,26267.18642807007,12,123074.78614997864
2022-01-21 09:30:00-05:00,122022.80652618408,40070.076625823975,10,122022.80652618408
2022-01-24 09:30:00-05:00,120765.26660728455,40070.076625823975,10,120765.26660728455
2022-01-25 09:30:00-05:00,120791.82762527466,50722.15659713745,9,120791.82762527466
2022-01-26 09:30:00-05:00,122115.05620574951,35106.086559295654,11,122115.05620574951
2022-01-27 09:30:00-05:00,122347.18636322021,48202.68641281128,9,122347.18636322021
2022-01-28 09:30:00-05:00,121960.29781341553,40918.68677902222,10,121960.29781341553
2022-01-31 09:30:00-05:00,122207.01820755005,40918.68677902222,10,122207.01820755005
2022-02-01 09:30:00-05:00,122895.51694869995,40918.68677902222,10,122895.51694869995
2022-02-02 09:30:00-05:00,123089.79711151123,40918.68677902222,10,123089.79711151123
2022-02-03 09:30:00-05:00,123766.77699661255,40918.68677902222,10,123766.77699661255
2022-02-04 09:30:00-05:00,123543.50581359863,47641.83660507202,9,123543.50581359863
2022-02-07 09:30:00-05:00,124004.50310134888,33609.5164604187,11,124004.50310134888
2022-02-08 09:30:00-05:00,124572.37512588501,33609.5164604187,11,124572.37512588501
2022-02-09 09:30:00-05:00,125794.19159698486,33609.5164604187,11,125794.19159698486
2022-02-10 09:30:00-05:00,125645.09407424927,33609.5164604187,11,125645.09407424927
2022-02-11 09:30:00-05:00,125003.21638870239,33609.5164604187,11,125003.21638870239
2022-02-14 09:30:00-05:00,124696.45392990112,33609.5164604187,11,124696.45392990112
2022-02-15 09:30:00-05:00,124080.29090881348,33609.5164604187,11,124080.29090881348
2022-02-16 09:30:00-05:00,124466.94721221924,39788.46630859375,10,124466.94721221924
2022-02-17 09:30:00-05:00,124052.62244415283,39788.46630859375,10,124052.62244415283
2022-02-18 09:30:00-05:00,123784.86769485474,46898.86657714844,9,123784.86769485474
2022-02-22 09:30:00-05:00,124130.17639923096,32994.106479644775,11,124130.17639923096
2022-02-23 09:30:00-05:00,124162.66262054443,32994.106479644775,11,124162.66262054443
2022-02-24 09:30:00-05:00,121993.01551437378,32994.106479644775,11,121993.01551437378
2022-02-25 09:30:00-05:00,122385.82566833496,51429.46614456177,9,122385.82566833496
2022-02-28 09:30:00-05:00,123375.84133148193,28424.94568252564,12,123375.84133148193
2022-03-01 09:30:00-05:00,124293.3924331665,28424.94568252564,12,124293.3924331665
2022-03-02 09:30:00-05:00,124173.68198013306,28424.94568252564,12,124173.68198013306
2022-03-03 09:30:00-05:00,125769.42902755737,35122.44568252564,11,125769.42902755737
2022-03-04 09:30:00-05:00,125338.50580978394,35122.44568252564,11,125338.50580978394
2022-03-07 09:30:00-05:00,127114.3802947998,35122.44568252564,11,127114.3802947998
2022-03-08 09:30:00-05:00,127068.78094100952,35122.44568252564,11,127068.78094100952
2022-03-09 09:30:00-05:00,125717.17880630493,35122.44568252564,11,125717.17880630493
2022-03-10 09:30:00-05:00,124895.61951065063,41924.465488433845,10,124895.61951065063
2022-03-11 09:30:00-05:00,126432.63502120972,41924.465488433845,10,126432.63502120972
2022-03-14 10:30:00-04:00,126684.40645980835,48719.24603652955,9,126684.40645980835
2022-03-15 10:30:00-04:00,126248.36572647095,41738.42575454713,10,126248.36572647095
2022-03-16 10:30:00-04:00,126842.69524765015,41738.42575454713,10,126842.69524765015
2022-03-17 10:30:00-04:00,126277.45613479614,41738.42575454713,10,126277.45613479614
2022-03-18 10:30:00-04:00,127358.89566421509,41738.42575454713,10,127358.89566421509
2022-03-21 10:30:00-04:00,128313.40604782104,41738.42575454713,10,128313.40604782104
2022-03-22 10:30:00-04:00,129361.68518447876,41738.42575454713,10,129361.68518447876
2022-03-23 10:30:00-04:00,129369.82474899292,41738.42575454713,10,129369.82474899292
2022-03-24 10:30:00-04:00,129460.29579544067,41738.42575454713,10,129460.29579544067
2022-03-25 10:30:00-04:00,130356.74599838257,41738.42575454713,10,130356.74599838257
2022-03-28 10:30:00-04:00,131055.93463516235,41738.42575454713,10,131055.93463516235
2022-03-29 10:30:00-04:00,129812.78661727905,41738.42575454713,10,129812.78661727905
2022-03-30 10:30:00-04:00,129635.37588119507,41738.42575454713,10,129635.37588119507
2022-03-31 10:30:00-04:00,129738.6847038269,41738.42575454713,10,129738.6847038269
2022-04-01 10:30:00-04:00,130007.88614273071,41738.42575454713,10,130007.88614273071
2022-04-04 10:30:00-04:00,130697.49545669556,41738.42575454713,10,130697.49545669556
2022-04-05 10:30:00-04:00,129900.71586990356,41738.42575454713,10,129900.71586990356
2022-04-06 10:30:00-04:00,130416.96674728394,41738.42575454713,10,130416.96674728394
2022-04-07 10:30:00-04:00,131588.5563468933,41738.42575454713,10,131588.5563468933
2022-04-08 10:30:00-04:00,133443.4166984558,41738.42575454713,10,133443.4166984558
2022-04-11 10:30:00-04:00,134455.835521698,41738.42575454713,10,134455.835521698
2022-04-12 10:30:00-04:00,133095.14499282837,41738.42575454713,10,133095.14499282837
2022-04-13 10:30:00-04:00,133199.9157524109,41738.42575454713,10,133199.9157524109
2022-04-14 10:30:00-04:00,133250.606426239,41738.42575454713,10,133250.606426239
2022-04-18 10:30:00-04:00,133545.15636062622,51682.97613906861,9,133545.15636062622
2022-04-19 10:30:00-04:00,133538.9864692688,36376.916172027595,11,133538.9864692688
2022-04-20 10:30:00-04:00,133669.196269989,36376.916172027595,11,133669.196269989
2022-04-21 10:30:00-04:00,135040.78625106812,36376.916172027595,11,135040.78625106812
2022-04-22 10:30:00-04:00,133138.60632705688,44766.715991973884,10,133138.60632705688
2022-04-25 10:30:00-04:00,129885.44518661499,44766.715991973884,10,129885.44518661499
2022-04-26 10:30:00-04:00,130658.51665878297,65735.9359931946,7,130658.51665878297
2022-04-27 10:30:00-04:00,129594.55627822879,56023.6859931946,8,129594.55627822879
2022-04-28 10:30:00-04:00,129956.00670242312,72645.87634658816,6,129956.00670242312
2022-04-29 10:30:00-04:00,129849.11709976199,61438.176570892356,7,129849.11709976199
2022-05-02 10:30:00-04:00,128061.65579605105,51671.296031951926,8,128061.65579605105
2022-05-03 10:30:00-04:00,128186.48534011844,78899.9555397034,5,128186.48534011844
2022-05-04 10:30:00-04:00,128231.62547683719,78899.9555397034,5,128231.62547683719
2022-05-05 10:30:00-04:00,129143.31535339358,66381.99546432498,6,129143.31535339358
2022-05-06 10:30:00-04:00,127409.14864349368,36936.91585922244,9,127409.14864349368
2022-05-09 10:30:00-04:00,127793.55088806155,31520.41585922244,10,127793.55088806155
2022-05-10 10:30:00-04:00,126807.94091415408,31520.41585922244,10,126807.94091415408
2022-05-11 10:30:00-04:00,125394.82205581668,39926.615657806426,9,125394.82205581668
2022-05-12 10:30:00-04:00,124143.78654098514,45869.586040496855,9,124143.78654098514
2022-05-13 10:30:00-04:00,124775.22620773318,68904.32552719119,6,124775.22620773318
2022-05-16 10:30:00-04:00,124822.99913024905,68904.32552719119,6,124822.99913024905
2022-05-17 10:30:00-04:00,125696.06455612186,68904.32552719119,6,125696.06455612186
2022-05-18 10:30:00-04:00,125997.58181762698,58588.765743255644,7,125997.58181762698
2022-05-19 10:30:00-04:00,122494.91788482669,49773.275646209746,8,122494.91788482669
2022-05-20 10:30:00-04:00,123634.52930831912,69216.77582168582,6,123634.52930831912
2022-05-23 10:30:00-04:00,123334.30971908572,69216.77582168582,6,123334.30971908572
2022-05-24 10:30:00-04:00,123148.27205657962,48494.4558143616,8,123148.27205657962
2022-05-25 10:30:00-04:00,123933.8635940552,48494.4558143616,8,123933.8635940552
2022-05-26 10:30:00-04:00,124507.3041763306,48494.4558143616,8,124507.3041763306
2022-05-27 10:30:00-04:00,125199.33395385745,48494.4558143616,8,125199.33395385745
2022-05-31 10:30:00-04:00,125421.79717636111,48494.4558143616,8,125421.79717636111
2022-06-01 10:30:00-04:00,125136.62012481692,48494.4558143616,8,125136.62012481692
2022-06-02 10:30:00-04:00,123833.01026916507,26650.255559921294,11,123833.01026916507
2022-06-03 10:30:00-04:00,123843.82239532474,26650.255559921294,11,123843.82239532474
2022-06-06 10:30:00-04:00,124269.86897659305,26650.255559921294,11,124269.86897659305
2022-06-07 10:30:00-04:00,123465.01702499393,26650.255559921294,11,123465.01702499393
2022-06-08 10:30:00-04:00,124081.62321662906,26650.255559921294,11,124081.62321662906
2022-06-09 10:30:00-04:00,123352.48437309268,26650.255559921294,11,123352.48437309268
2022-06-10 10:30:00-04:00,120964.07662773135,33561.97580528262,10,120964.07662773135
2022-06-13 10:30:00-04:00,119518.70555114749,69153.70604515079,6,119518.70555114749
2022-06-14 10:30:00-04:00,119209.2250709534,102437.31564521792,2,119209.2250709534
2022-06-15 10:30:00-04:00,119056.41528701785,109216.39535903934,1,119056.41528701785
2022-06-16 10:30:00-04:00,119056.41528701785,119056.41528701785,0,119056.41528701785
2022-06-17 10:30:00-04:00,119056.41528701785,119056.41528701785,0,119056.41528701785
2022-06-21 10:30:00-04:00,119056.41528701785,119056.41528701785,0,119056.41528701785
2022-06-22 10:30:00-04:00,119056.41528701785,119056.41528701785,0,119056.41528701785
2022-06-23 10:30:00-04:00,119056.41528701785,119056.41528701785,0,119056.41528701785
2022-06-24 10:30:00-04:00,119056.41528701785,119056.41528701785,0,119056.41528701785
2022-06-27 10:30:00-04:00,119056.41528701785,119056.41528701785,0,119056.41528701785
2022-06-28 10:30:00-04:00,118975.28400802615,65938.62491989139,3,118975.28400802615
2022-06-29 10:30:00-04:00,117696.93567276004,65938.62491989139,3,117696.93567276004
2022-06-30 10:30:00-04:00,117685.43456649783,65938.62491989139,3,117685.43456649783
2022-07-01 10:30:00-04:00,117942.73508834842,65938.62491989139,3,117942.73508834842
2022-07-05 10:30:00-04:00,118218.2656669617,65938.62491989139,3,118218.2656669617
2022-07-06 10:30:00-04:00,118268.54425430301,65938.62491989139,3,118268.54425430301
2022-07-07 10:30:00-04:00,118393.85461807254,65938.62491989139,3,118393.85461807254
2022-07-08 10:30:00-04:00,118277.00597858432,56019.925068855315,4,118277.00597858432
2022-07-11 10:30:00-04:00,117890.48514270785,56019.925068855315,4,117890.48514270785
2022-07-12 10:30:00-04:00,118110.08576965335,56019.925068855315,4,118110.08576965335
2022-07-13 10:30:00-04:00,117317.8749303818,56019.925068855315,4,117317.8749303818
2022-07-14 10:30:00-04:00,117098.45391368869,56019.925068855315,4,117098.45391368869
2022-07-15 10:30:00-04:00,119034.36513042453,56019.925068855315,4,119034.36513042453
2022-07-18 10:30:00-04:00,118824.30616569522,56019.925068855315,4,118824.30616569522
2022-07-19 10:30:00-04:00,118367.31578826907,47663.87521076205,5,118367.31578826907
2022-07-20 10:30:00-04:00,118917.01554393771,47663.87521076205,5,118917.01554393771
2022-07-21 10:30:00-04:00,117799.79651260379,26636.775052070643,8,117799.79651260379
2022-07-22 10:30:00-04:00,118759.18350696567,26636.775052070643,8,118759.18350696567
2022-07-25 10:30:00-04:00,118737.56516933444,18752.984860420253,10,118737.56516933444
2022-07-26 10:30:00-04:00,118357.15477848056,18752.984860420253,10,118357.15477848056
