action,symbol,date,price,shares,value,stop_loss,portfolio_value,cash_after,signal_info,pnl,pnl_percent,hold_days,reason
sell,ALLE,2025-08-14 09:26:28.469327,106.43855285644531,66,7024.944488525391,,72931.52362060547,,,-187.2992706298828,-2.596962566498451,0.0,Exit signal
sell,AES,2025-08-14 09:26:28.470328,24.82897186279297,321,7970.099967956543,,81846.77906799316,,,-68.36238098144531,-0.8504410173728938,0.0,Exit signal
sell,AFL,2025-08-14 09:26:28.470328,66.5202407836914,144,9578.914672851562,,93034.50844573975,,,761.332763671875,8.634257912356635,0.0,Exit signal
sell,A,2025-08-14 09:26:28.472328,147.8919219970703,42,6211.460723876953,,95878.51522064209,,,-247.04095458984375,-3.825050559536114,0.0,Exit signal
sell,APD,2025-08-14 09:26:28.472328,291.79058837890625,34,9920.880004882812,,109508.81450653076,,,1157.9755859375,13.214518047623214,0.0,Exit signal
buy,ABNB,2025-08-14 09:26:28.479327,115.94000244140625,85,9854.900207519531,107.4038576398577,99587.93450164795,89733.03429412842,"{'momentum_20': 0.4055037634123677, 'volume_ratio': 1.8389288242006385, 'atr_stop_pct': 7.362553580989051}",,,,
buy,AOS,2025-08-14 09:26:28.480327,64.76976013183594,138,8938.22689819336,60.36454209688717,89733.03429412842,80794.80739593506,"{'momentum_20': 0.18864712401229045, 'volume_ratio': 4.348379851543455, 'atr_stop_pct': 6.801349929322181}",,,,
buy,AMD,2025-08-14 09:26:28.480327,84.63999938964844,95,8040.799942016602,77.24285561697823,80794.80739593506,72754.00745391846,"{'momentum_20': 0.3220869076508339, 'volume_ratio': 2.5699613044000515, 'atr_stop_pct': 8.739536656441516}",,,,
buy,ALGN,2025-08-14 09:26:28.480327,282.5299987792969,25,7063.249969482422,263.412843976702,72754.00745391846,65690.75748443604,"{'momentum_20': 0.3309308479553812, 'volume_ratio': 1.922379397896264, 'atr_stop_pct': 6.766415915192268}",,,,
buy,ADBE,2025-08-14 09:26:28.481327,392.2300109863281,16,6275.68017578125,370.64144025530135,65690.75748443604,59415.077308654785,"{'momentum_20': 0.14885330476289993, 'volume_ratio': 1.5510485975935597, 'atr_stop_pct': 5.504058875234636}",,,,
buy,ARE,2025-08-14 09:26:28.481327,151.2896728515625,39,5900.2972412109375,144.5611331513558,59415.077308654785,53514.78006744385,"{'momentum_20': 0.16291142355346833, 'volume_ratio': 1.5269190387307512, 'atr_stop_pct': 4.4474547227082715}",,,,
buy,ALLE,2025-08-14 09:26:28.481327,117.15376281738281,45,5271.919326782227,111.95032130862894,53514.78006744385,48242.86074066162,"{'momentum_20': 0.11442698618902813, 'volume_ratio': 1.7208026814086101, 'atr_stop_pct': 4.441548767720668}",,,,
buy,GOOGL,2025-08-14 09:26:28.481327,107.09769439697266,45,4819.3962478637695,100.68756398690083,48242.86074066162,43423.46449279785,"{'momentum_20': 0.2232061600579156, 'volume_ratio': 1.9538988269276123, 'atr_stop_pct': 5.985311304939746}",,,,
buy,GOOG,2025-08-14 09:26:28.481327,108.1571044921875,40,4326.2841796875,101.68613506263318,43423.46449279785,39097.18031311035,"{'momentum_20': 0.22646839737029034, 'volume_ratio': 1.6910372948684305, 'atr_stop_pct': 5.982935157090614}",,,,
buy,AMZN,2025-08-14 09:26:28.481327,112.91000366210938,34,3838.9401245117188,105.11714935302734,39097.18031311035,35258.24018859863,"{'momentum_20': 0.32616871589779795, 'volume_ratio': 1.9563711744310623, 'atr_stop_pct': 6.901828054494322}",,,,
sell,AMZN,2025-08-14 09:26:28.481327,103.38999938964844,34,3515.259979248047,,42288.76014709473,,,-323.6801452636719,-8.431497620839846,0.0,Stop loss
buy,AMZN,2025-08-14 09:26:28.481327,103.38999938964844,37,3825.429977416992,94.72000122070312,38773.50016784668,34948.07019042969,"{'momentum_20': 0.24386424414428842, 'volume_ratio': 1.7052922541295887, 'atr_stop_pct': 8.385722236316568}",,,,
sell,GOOGL,2025-08-14 09:26:28.482327,98.77760314941406,45,4444.992141723633,,43838.05447387695,,,-374.4041061401367,-7.768693149190497,0.0,Stop loss
sell,GOOG,2025-08-14 09:26:28.482327,99.40909576416016,40,3976.3638305664062,,47345.78999328613,,,-349.92034912109375,-8.088242348110597,0.0,Stop loss
buy,GOOGL,2025-08-14 09:26:28.482327,98.77760314941406,43,4247.436935424805,90.43477688257602,43369.42616271973,39121.98922729492,"{'momentum_20': 0.12384083914517818, 'volume_ratio': 2.2875463109004412, 'atr_stop_pct': 8.446070769927909}",,,,
buy,GOOG,2025-08-14 09:26:28.482327,99.40909576416016,39,3876.954734802246,90.96315548698337,39121.98922729492,35245.034492492676,"{'momentum_20': 0.1205737344840978, 'volume_ratio': 2.3516339628946015, 'atr_stop_pct': 8.496144354047926}",,,,
sell,ALGN,2025-08-14 09:26:28.482327,321.3800048828125,25,8034.5001220703125,,51314.0347366333,,,971.2501525878906,13.750754352235695,0.0,Stop loss
sell,AMZN,2025-08-14 09:26:28.482327,98.23999786376953,37,3634.8799209594727,,50549.29445648193,,,-190.55005645751953,-4.981140880434642,0.0,Exit signal
sell,GOOGL,2025-08-14 09:26:28.482327,94.44359588623047,43,4061.07462310791,,55036.56378173828,,,-186.36231231689453,-4.3876416566089755,0.0,Exit signal
sell,GOOG,2025-08-14 09:26:28.482327,94.89591979980469,39,3700.940872192383,,58377.37090301514,,,-176.01386260986328,-4.540003034594142,0.0,Exit signal
sell,ABNB,2025-08-14 09:26:28.483327,108.87000274658203,85,9253.950233459473,,73184.3304977417,,,-600.9499740600586,-6.097981323053059,0.0,Exit signal
buy,ABNB,2025-08-14 09:26:28.483327,120.87000274658203,52,6285.240142822266,109.70885903494698,63930.38026428223,57645.14012145996,"{'momentum_20': 0.19354208307715548, 'volume_ratio': 2.9132251415832515, 'atr_stop_pct': 9.234006335745418}",,,,
sell,ADBE,2025-08-14 09:26:28.484327,365.1600036621094,16,5842.56005859375,,69330.26023864746,,,-433.1201171875,-6.901564532542192,0.0,Stop loss
sell,ARE,2025-08-14 09:26:28.484327,143.48692321777344,39,5595.990005493164,,74679.68019104004,,,-304.30723571777344,-5.157489924275738,0.0,Stop loss
sell,AMD,2025-08-14 09:26:28.484327,80.08000183105469,95,7607.600173950195,,84298.89053344727,,,-433.19976806640625,-5.387520783880628,0.0,Exit signal
sell,ALLE,2025-08-14 09:26:28.484327,110.67729949951172,45,4980.478477478027,,86652.24731445312,,,-291.4408493041992,-5.528173540585712,0.0,Stop loss
sell,AOS,2025-08-14 09:26:28.485327,62.63627624511719,138,8643.806121826172,,98959.38108062744,,,-294.4207763671875,-3.2939505756639176,0.0,Exit signal
sell,ABNB,2025-08-14 09:26:28.485327,122.77999877929688,52,6384.5599365234375,,103084.69483184814,,,99.31979370117188,1.5802068249467727,0.0,Stop loss
buy,AMD,2025-08-14 09:26:28.489327,96.5999984741211,100,9659.99984741211,88.69571031842912,96700.1348953247,87040.1350479126,"{'momentum_20': 0.13406900831217072, 'volume_ratio': 1.852751168153764, 'atr_stop_pct': 8.18249304404441}",,,,
sell,AMD,2025-08-14 09:26:28.493327,92.55999755859375,100,9255.999755859375,,105552.13455963135,,,-404.0000915527344,-4.182195630789421,0.0,Exit signal
buy,ALGN,2025-08-14 09:26:28.497327,351.5199890136719,27,9491.03970336914,330.9685538155692,96296.13480377197,86805.09510040283,"{'momentum_20': 0.14894582444338722, 'volume_ratio': 1.515769916086685, 'atr_stop_pct': 5.846448520827463}",,,,
sell,ALGN,2025-08-14 09:26:28.497327,317.7300109863281,27,8578.71029663086,,103962.51569366455,,,-912.3294067382812,-9.612533876709229,0.0,Stop loss
buy,ACN,2025-08-14 09:26:28.503327,296.963623046875,32,9502.8359375,284.7027577860438,95383.80539703369,85880.96945953369,"{'momentum_20': 0.1038223757472938, 'volume_ratio': 2.27723531236882, 'atr_stop_pct': 4.128743155486032}",,,,
buy,AKAM,2025-08-14 09:26:28.504328,92.12000274658203,93,8567.160255432129,89.1942879813058,85880.96945953369,77313.80920410156,"{'momentum_20': 0.166666714978436, 'volume_ratio': 1.8818156455075874, 'atr_stop_pct': 3.1759820647473678}",,,,
buy,ADBE,2025-08-14 09:26:28.506327,454.0,17,7718.0,422.17286900111606,77313.80920410156,69595.80920410156,"{'momentum_20': 0.32911768208630243, 'volume_ratio': 1.813662805992547, 'atr_stop_pct': 7.010381277287209}",,,,
buy,ALLE,2025-08-14 09:26:28.507328,113.28301239013672,61,6910.26375579834,108.38470985671286,69595.80920410156,62685.54544830322,"{'momentum_20': 0.10063737090524305, 'volume_ratio': 1.515440801012366, 'atr_stop_pct': 4.3239515175978305}",,,,
sell,AKAM,2025-08-14 09:26:28.507328,90.68000030517578,93,8433.240028381348,,79552.02550506592,,,-133.92022705078125,-1.5631810665134638,0.0,Exit signal
sell,ACN,2025-08-14 09:26:28.508327,295.8274841308594,32,9466.4794921875,,90051.74446105957,,,-36.3564453125,-0.3825852151043696,0.0,Exit signal
sell,ALLE,2025-08-14 09:26:28.510328,113.08899688720703,61,6898.428810119629,,94382.12258911133,,,-11.834945678710938,-0.17126619325897874,0.0,Exit signal
buy,ABNB,2025-08-14 09:26:28.511327,137.5399932861328,63,8665.019577026367,127.9065660749163,87483.6937789917,78818.67420196533,"{'momentum_20': 0.16697770722778005, 'volume_ratio': 1.937109877416904, 'atr_stop_pct': 7.0040916689413475}",,,,
buy,ABBV,2025-08-14 09:26:28.514328,138.36451721191406,56,7748.4129638671875,133.24066248558995,78818.67420196533,71070.26123809814,"{'momentum_20': 0.13576465703418328, 'volume_ratio': 2.34760714810332, 'atr_stop_pct': 3.703156582027888}",,,,
buy,ALGN,2025-08-14 09:26:28.515327,385.30999755859375,18,6935.5799560546875,353.85428292410717,71070.26123809814,64134.68128204346,"{'momentum_20': 0.11661398956811264, 'volume_ratio': 3.6114648026401266, 'atr_stop_pct': 8.163742138485043}",,,,
buy,MMM,2025-08-14 09:26:28.515327,86.54824829101562,74,6404.570373535156,83.1362216751425,64134.68128204346,57730.1109085083,"{'momentum_20': 0.11399732598658874, 'volume_ratio': 1.839310745198223, 'atr_stop_pct': 3.942340467019393}",,,,
buy,ARE,2025-08-14 09:26:28.515327,113.66879272460938,50,5683.439636230469,108.46056784437555,57730.1109085083,52046.67127227783,"{'momentum_20': 0.10741031091235897, 'volume_ratio': 1.914830225509837, 'atr_stop_pct': 4.581930321765645}",,,,
sell,ABNB,2025-08-14 09:26:28.516327,140.8800048828125,63,8875.440307617188,,69797.5518875122,,,210.4207305908203,2.428393020007835,0.0,Exit signal
sell,MMM,2025-08-14 09:26:28.516327,81.8987045288086,74,6060.504135131836,,73043.11985015869,,,-344.0662384033203,-5.372198575958576,0.0,Stop loss
sell,ARE,2025-08-14 09:26:28.516327,109.20995330810547,50,5460.497665405273,,77903.6110458374,,,-222.9419708251953,-3.9226592538081584,0.0,Exit signal
sell,ADBE,2025-08-14 09:26:28.517329,520.5999755859375,17,8850.199584960938,,90143.512550354,,,1132.1995849609375,14.669598146682272,0.0,Exit signal
sell,ALGN,2025-08-14 09:26:28.517329,357.75,18,6439.5,,94172.31296539307,,,-496.0799560546875,-7.152681667545558,0.0,Exit signal
buy,AKAM,2025-08-14 09:26:28.517329,102.98999786376953,85,8754.14981842041,98.605710710798,87732.81296539307,78978.66314697266,"{'momentum_20': 0.13138524931182083, 'volume_ratio': 4.0294064037912385, 'atr_stop_pct': 4.257002858443473}",,,,
sell,ABBV,2025-08-14 09:26:28.520327,137.7974853515625,56,7716.6591796875,,94411.98150634766,,,-31.7537841796875,-0.4098101679371413,0.0,Exit signal
sell,AKAM,2025-08-14 09:26:28.528328,105.62000274658203,85,8977.700233459473,,104650.7227935791,,,223.5504150390625,2.5536507790701712,0.0,Exit signal
buy,ALL,2025-08-14 09:26:28.530327,115.94276428222656,82,9507.306671142578,111.55003322312055,95673.02256011963,86165.71588897705,"{'momentum_20': 0.10608562717173431, 'volume_ratio': 1.9310335634880436, 'atr_stop_pct': 3.7887065107515236}",,,,
buy,ARE,2025-08-14 09:26:28.539328,99.84390258789062,86,8586.575622558594,93.14594548381372,86165.71588897705,77579.14026641846,"{'momentum_20': 0.17051433083433198, 'volume_ratio': 1.574572955243303, 'atr_stop_pct': 6.708428787807878}",,,,
buy,MMM,2025-08-14 09:26:28.539328,79.27814483642578,97,7689.980049133301,76.71724073698414,77579.14026641846,69889.16021728516,"{'momentum_20': 0.11118614444747776, 'volume_ratio': 1.8992369984821318, 'atr_stop_pct': 3.2302775307438796}",,,,
buy,AKAM,2025-08-14 09:26:28.539328,115.52999877929688,60,6931.7999267578125,112.06409881591797,69889.16021728516,62957.360290527344,"{'momentum_20': 0.11204157722623154, 'volume_ratio': 1.7348913770960332, 'atr_stop_pct': 3.0}",,,,
buy,AES,2025-08-14 09:26:28.540327,16.440746307373047,382,6280.365089416504,15.622505905490158,62957.360290527344,56676.99520111084,"{'momentum_20': 0.11152438743684101, 'volume_ratio': 1.771657802532211, 'atr_stop_pct': 4.97690546758172}",,,,
buy,AMD,2025-08-14 09:26:28.540327,128.3699951171875,44,5648.27978515625,120.4085671561105,56676.99520111084,51028.71541595459,"{'momentum_20': 0.13011708122017662, 'volume_ratio': 2.385254517419299, 'atr_stop_pct': 6.201938353124585}",,,,
buy,ABNB,2025-08-14 09:26:28.542327,147.25999450683594,34,5006.839813232422,138.03385271344865,51028.71541595459,46021.87560272217,"{'momentum_20': 0.14733141802945626, 'volume_ratio': 1.8543726574703199, 'atr_stop_pct': 6.265205851925379}",,,,
buy,ALLE,2025-08-14 09:26:28.542327,115.52799224853516,39,4505.591697692871,109.67267539562967,46021.87560272217,41516.2839050293,"{'momentum_20': 0.11165285709933381, 'volume_ratio': 2.4965252754040974, 'atr_stop_pct': 5.068310059703058}",,,,
buy,ABBV,2025-08-14 09:26:28.542327,144.62213134765625,28,4049.419677734375,139.7695483393966,41516.2839050293,37466.86422729492,"{'momentum_20': 0.11397152201678917, 'volume_ratio': 2.5820115165560047, 'atr_stop_pct': 3.355352989920029}",,,,
buy,A,2025-08-14 09:26:28.542327,135.03627014160156,27,3645.979293823242,129.79537990567178,37466.86422729492,33820.88493347168,"{'momentum_20': 0.19782838764394506, 'volume_ratio': 2.0455293898021383, 'atr_stop_pct': 3.881098189719028}",,,,
sell,ALL,2025-08-14 09:26:28.543327,134.09523010253906,82,10995.808868408203,,55812.502670288086,,,1488.502197265625,15.656402478145148,0.0,Exit signal
sell,ABNB,2025-08-14 09:26:28.544328,138.72000122070312,34,4716.480041503906,,54249.653884887695,,,-290.3597717285156,-5.79926226042089,0.0,Exit signal
