Filename,ATR_Percentage,Return_21_Days,Return_35_Days,Return_70_Days,Threshold
ACN.csv,1.9659578844714396,-12.53569819847582,-19.834996721642206,-15.68348937431451,2
ADP.csv,1.3811377846464792,-2.318414518125887,0.6394402189711706,3.333613629340567,2
AEE.csv,1.9588809855621128,0.5273112418552137,1.8353599488879695,6.809363341773417,2
AFL.csv,1.6720722069880578,-1.537386076683856,2.9594449970926346,1.112307497173538,2
AIG.csv,1.8201347380065298,-3.108609904178238,1.7873862870637218,12.641285351051442,2
AIZ.csv,1.6072648911446756,-6.863577237525383,-1.7870076078541524,5.246731538656225,2
AJG.csv,1.578737473893298,-6.594941080287388,-7.207278482931182,-1.4348993206474054,2
AKAM.csv,1.6681641465870072,-6.4178036225032455,-8.30630740603885,-14.707117055612539,2
AMCR.csv,1.7284921343548434,-4.8370139545312965,-3.311960227704016,-4.232800281520627,2
AME.csv,1.5090489869649995,-2.848546543980118,-2.0667989139886696,9.475697809224803,2
ANSS.csv,1.7965965701640367,-4.980414898759545,-1.5636628162177109,0.4874055372295965,2
APD.csv,1.6813252682051416,-1.7129686226472505,-1.4444789058183398,-8.425952299721278,2
ATO.csv,1.7532026820030189,-0.1934915046851224,2.434812383228006,5.5234359758218154,2
AVY.csv,1.9833456385079065,-2.1769319643232086,1.2330244818939846,10.02569063718913,2
AWK.csv,1.9831545969054523,0.057278205833087625,3.242144764215396,-2.821269172771849,2
AZO.csv,1.9178046280701875,-4.850471270085934,-2.620887263587348,10.128610963222988,2
BDX.csv,1.6520005197819043,-5.661747698370889,-2.692785168583875,-0.663828748337766,2
BR.csv,1.5352650191213317,-4.183348285993188,-3.5666959748357048,-2.454903615907678,2
BSX.csv,1.9724112073776172,5.85487262564468,7.1534083297738515,18.755120239196827,2
CAG.csv,1.8607428213067545,4.385968863626874,9.989340409260208,7.767333753733979,2
CB.csv,1.697868928284849,-3.82433661690047,0.1647858470851348,8.342391228640647,2
CBOE.csv,1.796405286307839,-1.8124432093237681,-3.369226237433899,-3.4932857407332882,2
CDW.csv,1.7710478276057258,-3.8470546504229186,-0.8106451024702007,9.29209606520832,2
CHD.csv,1.5547124734668132,2.492576133035682,2.6796012696214775,9.281408219469531,2
CI.csv,1.464481210104134,-1.8585313347354706,4.286255750673563,15.322899549197256,2
CL.csv,1.3505840143084726,0.4886116569688619,2.747812169105207,11.951003110089605,2
CLX.csv,1.6336699959967709,-2.736596188820712,-4.329953317869996,3.885588997748277,2
CME.csv,1.9324080573030158,-2.6336561594897527,-1.5776132396255254,3.3119770442829632,2
CMI.csv,1.8666527525926668,-0.33938571889172253,9.326130760888645,25.927351439635554,2
CMS.csv,1.8747032554367136,-0.23201754937753863,-0.09956448766164433,6.851261270673353,2
CNP.csv,1.8798294800069015,2.562300976135367,3.141543918267721,5.221457802264601,2
COP.csv,1.9061144900307994,2.3098699478338345,15.238939133365598,21.78060492757712,2
COST.csv,1.693149895061108,-0.859913974445595,0.10612761643985422,5.677208198608156,2
CPB.csv,1.7408032635789505,1.0798639684985825,6.343195988581731,2.791126163936509,2
CPRT.csv,1.8091136295397818,-3.815606274755687,1.364628843692777,15.65289848897753,2
CSCO.csv,1.5936130337052035,-4.2676839804191475,-3.47474994081438,-5.852219154094813,2
CSX.csv,1.9272062035884865,-8.416506494658497,-11.102377628273054,-1.4513787777267306,2
CTAS.csv,1.2815364482925062,-3.085747536934872,6.469773460281618,12.353619954753526,2
CTSH.csv,1.771488727184799,-9.223634945811938,-13.338541502586313,-12.067148349062027,2
