Date,Adj Close,Close,High,Low,Open,Volume
2024-01-11,165.66970825195312,167.27000427246094,168.00999450683594,166.10000610351562,167.66000366210938,324400
2024-01-12,165.98663330078125,167.58999633789062,168.25999450683594,166.75999450683594,168.0399932861328,217100
2024-01-16,163.59970092773438,165.17999267578125,167.41000366210938,164.92999267578125,166.9199981689453,284800
2024-01-17,164.17413330078125,165.75999450683594,165.92999267578125,163.0,164.14999389648438,358400
2024-01-18,163.95623779296875,165.5399932861328,166.1199951171875,164.14999389648438,164.8300018310547,305900
2024-01-19,164.79811096191406,166.38999938964844,166.77000427246094,164.52999877929688,166.19000244140625,339600
2024-01-22,167.19496154785156,168.80999755859375,169.1300048828125,166.55999755859375,167.22999572753906,350100
2024-01-23,166.44223022460938,168.0500030517578,169.64999389648438,167.08999633789062,168.61000061035156,354100
2024-01-24,165.03582763671875,166.6300048828125,168.92999267578125,166.16000366210938,168.6199951171875,381900
2024-01-25,166.67994689941406,168.2899932861328,168.39999389648438,166.08999633789062,166.86000061035156,490400
2024-01-26,167.94769287109375,169.57000732421875,169.85000610351562,168.5,169.16000366210938,398600
2024-01-29,167.91796875,169.5399932861328,170.63999938964844,168.8000030517578,169.9499969482422,379100
2024-01-30,167.82884216308594,169.4499969482422,170.49000549316406,169.05999755859375,169.3300018310547,440200
2024-01-31,164.24346923828125,165.8300018310547,169.92999267578125,164.6300048828125,169.63999938964844,2118700
2024-02-01,165.075439453125,166.6699981689453,168.7899932861328,164.32000732421875,165.8300018310547,532000
2024-02-02,164.0552978515625,165.63999938964844,166.77999877929688,164.27999877929688,166.69000244140625,500900
2024-02-05,161.6782684326172,163.24000549316406,165.8800048828125,162.13999938964844,164.3699951171875,463200
2024-02-06,162.3418426513672,163.91000366210938,164.9499969482422,160.6300048828125,162.94000244140625,871600
2024-02-07,167.56141662597656,169.17999267578125,170.66000366210938,162.7899932861328,166.3800048828125,933600
2024-02-08,172.3848419189453,174.0500030517578,174.22000122070312,169.24000549316406,169.42999267578125,622700
2024-02-09,174.24684143066406,175.92999267578125,176.10000610351562,173.69000244140625,175.0,461700
2024-02-12,174.0289764404297,175.7100067138672,178.3699951171875,175.52000427246094,178.3699951171875,427300
2024-02-13,170.9586181640625,172.61000061035156,174.82000732421875,171.1199951171875,173.6300048828125,520000
2024-02-14,173.583251953125,175.25999450683594,175.33999633789062,172.92999267578125,172.97999572753906,495900
2024-02-15,172.41455078125,174.0800018310547,176.50999450683594,173.72000122070312,176.02000427246094,584300
2024-02-16,170.829833984375,172.47999572753906,175.6699981689453,172.4600067138672,173.64999389648438,428400
2024-02-20,171.4439239501953,173.10000610351562,173.82000732421875,170.94000244140625,171.44000244140625,383700
2024-02-21,170.4832000732422,172.1300048828125,172.58999633789062,170.6199951171875,172.58999633789062,287600
2024-02-22,171.978759765625,173.63999938964844,175.72999572753906,172.66000366210938,173.08999633789062,471900
2024-02-23,174.2666473388672,175.9499969482422,176.8300018310547,174.4199981689453,174.69000244140625,307200
2024-02-26,172.75128173828125,174.4199981689453,176.27999877929688,173.9199981689453,174.97000122070312,449100
2024-02-27,173.51393127441406,175.19000244140625,175.39999389648438,174.1300048828125,174.9199981689453,262400
2024-02-28,171.67172241210938,173.3300018310547,175.47999572753906,172.72999572753906,174.83999633789062,300200
2024-02-29,172.10751342773438,173.77000427246094,174.92999267578125,173.22000122070312,174.5,445700
2024-03-01,170.31483459472656,171.9600067138672,173.77000427246094,171.6699981689453,173.77000427246094,392900
2024-03-04,171.88961791992188,173.5500030517578,173.8699951171875,171.60000610351562,172.25,379800
2024-03-05,170.86947631835938,172.52000427246094,174.47000122070312,171.63999938964844,173.5,337800
2024-03-06,172.65225219726562,174.32000732421875,175.8800048828125,172.42999267578125,173.0399932861328,294700
2024-03-07,172.6621856689453,173.77999877929688,175.22000122070312,172.75999450683594,174.74000549316406,249700
2024-03-08,173.52658081054688,174.64999389648438,176.6699981689453,174.4499969482422,174.4499969482422,360600
2024-03-11,172.40386962890625,173.52000427246094,175.35000610351562,172.82000732421875,174.50999450683594,319800
2024-03-12,170.7147979736328,171.82000732421875,174.24000549316406,171.02999877929688,173.57000732421875,433400
2024-03-13,171.24139404296875,172.35000610351562,173.47999572753906,171.97000122070312,172.5,356800
2024-03-14,169.71128845214844,170.80999755859375,173.16000366210938,169.94000244140625,172.69000244140625,308300
2024-03-15,169.8503875732422,170.9499969482422,171.30999755859375,169.02000427246094,169.02000427246094,491300
2024-03-18,169.30392456054688,170.39999389648438,171.74000549316406,170.1999969482422,170.97000122070312,292400
2024-03-19,169.9497528076172,171.0500030517578,171.4199981689453,170.22000122070312,170.6699981689453,257200
2024-03-20,170.3968505859375,171.5,171.75999450683594,169.99000549316406,171.3699951171875,231900
2024-03-21,170.75453186035156,171.86000061035156,172.24000549316406,170.80999755859375,171.88999938964844,530100
2024-03-22,167.86325073242188,168.9499969482422,172.52999877929688,168.80999755859375,172.44000244140625,285700
2024-03-25,164.683837890625,165.75,169.2899932861328,165.6199951171875,169.2899932861328,716300
2024-03-26,165.31971740722656,166.38999938964844,168.50999450683594,165.77999877929688,165.94000244140625,438700
2024-03-27,171.15194702148438,172.25999450683594,172.39999389648438,167.1199951171875,167.25,585400
2024-03-28,172.6125030517578,173.72999572753906,174.27000427246094,172.4600067138672,172.64999389648438,411600
2024-04-01,169.36355590820312,170.4600067138672,173.4600067138672,169.94000244140625,173.4600067138672,375000
2024-04-02,169.1946258544922,170.2899932861328,171.61000061035156,169.0500030517578,170.44000244140625,446900
2024-04-03,169.16482543945312,170.25999450683594,171.25,168.92999267578125,170.22999572753906,399800
2024-04-04,168.32029724121094,169.41000366210938,171.58999633789062,168.89999389648438,171.25999450683594,416000
2024-04-05,168.93630981445312,170.02999877929688,170.2100067138672,169.0,169.39999389648438,275400
2024-04-08,170.46640014648438,171.57000732421875,173.75,169.00999450683594,170.0,450400
2024-04-09,173.04966735839844,174.1699981689453,174.25999450683594,171.47999572753906,172.25,346400
2024-04-10,169.36355590820312,170.4600067138672,172.41000366210938,169.82000732421875,172.41000366210938,348900
2024-04-11,168.95619201660156,170.0500030517578,170.8800048828125,168.5800018310547,170.8800048828125,373500
2024-04-12,166.4921417236328,167.57000732421875,170.35000610351562,166.8699951171875,169.07000732421875,303700
2024-04-15,163.97840881347656,165.0399932861328,169.1999969482422,164.69000244140625,168.50999450683594,287200
2024-04-16,162.6967010498047,163.75,165.7100067138672,163.66000366210938,165.0399932861328,230700
2024-04-17,163.6107940673828,164.6699981689453,165.5500030517578,163.52999877929688,164.5,295600
2024-04-18,163.71014404296875,164.77000427246094,165.13999938964844,163.67999267578125,164.9199981689453,310200
2024-04-19,164.53482055664062,165.60000610351562,166.6199951171875,163.85000610351562,165.32000732421875,368400
