Date,Adj Close,Close,High,Low,Open,Volume
2024-01-11,87.2056655883789,89.1500015258789,89.77999877929688,87.38999938964844,89.16999816894531,1983200
2024-01-12,86.82417297363281,88.76000213623047,89.61000061035156,87.98999786376953,89.61000061035156,1245200
2024-01-16,86.51115417480469,88.44000244140625,88.7300033569336,87.7699966430664,88.44000244140625,2272700
2024-01-17,85.7383804321289,87.6500015258789,88.48999786376953,87.18000030517578,87.87000274658203,1426300
2024-01-18,86.02205657958984,87.94000244140625,88.27999877929688,86.83999633789062,88.08000183105469,1455800
2024-01-19,85.96336364746094,87.87999725341797,88.5,86.63999938964844,88.19000244140625,1578900
2024-01-22,86.8437271118164,88.77999877929688,89.05999755859375,87.98999786376953,88.0999984741211,1243900
2024-01-23,87.53824615478516,89.48999786376953,89.97000122070312,88.70999908447266,89.22000122070312,1269700
2024-01-24,87.2056655883789,89.1500015258789,90.5500030517578,89.06999969482422,90.0,1623700
2024-01-25,88.99575805664062,90.9800033569336,91.0199966430664,89.8499984741211,89.94999694824219,1294800
2024-01-26,88.90771484375,90.88999938964844,91.79000091552734,90.33999633789062,91.3499984741211,1312300
2024-01-29,89.347900390625,91.33999633789062,91.4499969482422,90.1999969482422,90.98999786376952,1007900
2024-01-30,89.38703155517578,91.37999725341795,91.70999908447266,90.63999938964844,91.16999816894533,1009200
2024-01-31,88.40884399414062,90.37999725341795,91.73999786376952,90.37999725341795,91.22000122070312,1974000
2024-02-01,87.85127258300781,89.80999755859375,90.7699966430664,89.02999877929688,90.52999877929688,1675300
2024-02-02,87.99800109863281,89.95999908447266,90.58000183105467,89.18000030517578,89.58999633789062,1818600
2024-02-05,86.8633041381836,88.80000305175781,89.33000183105469,88.12999725341797,89.11000061035156,1657800
2024-02-06,87.05894470214844,89.0,89.45999908447266,88.58000183105469,88.5999984741211,1806300
2024-02-07,84.43738555908203,86.31999969482422,90.86000061035156,86.06999969482422,89.9000015258789,4400800
2024-02-08,84.74063110351562,86.62999725341797,86.72000122070312,84.5999984741211,86.55999755859375,2633700
2024-02-09,82.74512481689453,84.58999633789062,87.11000061035156,84.44999694824219,86.66000366210938,1639800
2024-02-12,84.5645523071289,86.44999694824219,86.9800033569336,84.69999694824219,84.69999694824219,1316600
2024-02-13,83.28312683105469,85.13999938964844,86.58000183105469,84.54000091552734,85.94999694824219,1914800
2024-02-14,83.91895294189453,85.79000091552734,85.88999938964844,84.43000030517578,85.69000244140625,1286200
2024-02-15,85.13190460205078,87.02999877929688,88.43000030517578,85.9000015258789,86.08999633789062,1417400
2024-02-16,85.60143280029297,87.51000213623047,87.93000030517578,86.44999694824219,86.80999755859375,1234000
2024-02-20,86.43289947509766,88.36000061035156,88.45999908447266,87.20999908447266,87.36000061035156,1423400
2024-02-21,86.6872329711914,88.62000274658203,88.66999816894531,87.83999633789062,88.19000244140625,1114700
2024-02-22,86.38397979736328,88.30999755859375,88.91999816894531,87.75,88.4000015258789,1290800
2024-02-23,86.66766357421875,88.5999984741211,88.98999786376953,87.5199966430664,88.56999969482422,1359000
2024-02-26,87.14697265625,89.08999633789062,89.45999908447266,88.36000061035156,88.61000061035156,1484000
2024-02-27,87.2154541015625,89.16000366210938,89.41000366210938,88.4800033569336,89.0999984741211,753800
2024-02-28,86.17855834960938,88.0999984741211,89.0999984741211,87.41999816894531,88.68000030517578,1331100
2024-02-29,86.46223449707031,88.38999938964844,88.72000122070312,87.83999633789062,88.31999969482422,1649500
2024-03-01,86.51115417480469,88.44000244140625,88.66999816894531,87.68000030517578,88.37000274658203,1157900
2024-03-04,87.25457000732422,89.19999694824219,89.6500015258789,88.25,88.88999938964844,1583100
2024-03-05,87.11762237548828,89.05999755859375,90.4000015258789,88.58999633789062,89.12000274658203,1384200
2024-03-06,88.62403869628906,90.5999984741211,90.7300033569336,88.73999786376953,89.4800033569336,1261600
2024-03-07,90.71736907958984,92.73999786376952,92.83000183105467,90.75,90.91000366210938,1594100
2024-03-08,90.37239837646484,91.69000244140624,92.68000030517578,91.66999816894533,92.08999633789062,1628500
2024-03-11,93.05331420898438,94.41000366210938,94.51000213623048,91.73999786376952,91.73999786376952,1842300
2024-03-12,93.48699188232422,94.8499984741211,95.33000183105467,94.08000183105467,94.63999938964844,1941000
2024-03-13,94.29520416259766,95.66999816894533,96.05999755859376,94.73999786376952,94.8499984741211,1740600
2024-03-14,91.29888916015625,92.62999725341795,95.26000213623048,91.86000061035156,95.1500015258789,3133600
2024-03-15,90.93421173095703,92.26000213623048,93.55999755859376,91.91000366210938,91.91000366210938,6518800
2024-03-18,91.41716766357422,92.75,93.3499984741211,91.9000015258789,92.41999816894533,1797300
2024-03-19,92.008544921875,93.3499984741211,94.18000030517578,92.54000091552734,92.87999725341795,1922900
2024-03-20,92.90547180175781,94.26000213623048,94.29000091552734,92.9000015258789,93.33000183105467,1154100
2024-03-21,92.95474243164062,94.30999755859376,94.9499969482422,93.83000183105467,94.2300033569336,1130700
2024-03-22,92.61963653564453,93.97000122070312,95.33999633789062,93.77999877929688,94.63999938964844,1317400
2024-03-25,92.02825927734375,93.37000274658205,95.02999877929688,93.29000091552734,93.87000274658205,1684700
2024-03-26,91.44673156738281,92.77999877929688,93.72000122070312,92.73999786376952,93.45999908447266,1525300
2024-03-27,93.79254150390625,95.16000366210938,95.1999969482422,93.12999725341795,93.12999725341795,1262300
2024-03-28,95.36954498291016,96.76000213623048,97.48999786376952,96.06999969482422,96.41000366210938,2248300
2024-04-01,95.19213104248047,96.58000183105467,97.08999633789062,95.8000030517578,97.08999633789062,1217700
