Date,Adj Close,Close,High,Low,Open,Volume
2024-01-11,29.31732940673828,29.84000015258789,29.8799991607666,29.06999969482422,29.56999969482422,6221300
2024-01-12,28.0695743560791,28.56999969482422,29.56999969482422,28.21999931335449,29.56999969482422,9881600
2024-01-16,28.216947555541992,28.71999931335449,28.81999969482422,27.56999969482422,28.399999618530277,9115900
2024-01-17,27.617631912231445,28.11000061035156,28.920000076293945,28.0,28.489999771118164,7425900
2024-01-18,29.50400161743164,30.030000686645508,30.06999969482422,28.170000076293945,28.25,14095200
2024-01-19,29.464702606201172,29.989999771118164,30.13999938964844,29.21999931335449,30.13999938964844,8812600
2024-01-22,29.631725311279297,30.15999984741211,30.5,29.979999542236328,30.11000061035156,8595400
2024-01-23,30.56508445739746,31.11000061035156,31.489999771118164,30.809999465942383,31.020000457763672,10575500
2024-01-24,30.56508445739746,31.11000061035156,31.38999938964844,30.899999618530277,31.31999969482422,9713000
2024-01-25,29.857694625854492,30.38999938964844,32.79999923706055,29.950000762939453,32.5,19606100
2024-01-26,29.562950134277344,30.09000015258789,31.149999618530277,29.690000534057617,30.530000686645508,9929000
2024-01-29,29.680845260620117,30.209999084472656,30.299999237060547,29.40999984741211,30.170000076293945,8250800
2024-01-30,29.66119956970215,30.190000534057617,30.479999542236328,29.809999465942383,29.809999465942383,5357800
2024-01-31,29.366453170776367,29.88999938964844,30.3700008392334,29.440000534057617,30.100000381469727,5956700
2024-02-01,29.65137481689453,30.18000030517578,30.3799991607666,29.40999984741211,30.09000015258789,5977300
2024-02-02,29.83804702758789,30.3700008392334,30.489999771118164,29.799999237060547,30.040000915527344,4981000
2024-02-05,29.228904724121094,29.75,30.049999237060547,29.520000457763672,29.93000030517578,4994000
2024-02-06,30.486486434936523,31.030000686645508,31.049999237060547,29.6299991607666,29.780000686645508,7176800
2024-02-07,30.20156478881836,30.739999771118164,31.36000061035156,30.65999984741211,30.959999084472656,5441000
2024-02-08,31.763713836669922,32.33000183105469,32.349998474121094,30.649999618530277,30.84000015258789,10891100
2024-02-09,31.92091178894043,32.4900016784668,32.63999938964844,31.799999237060547,32.279998779296875,8162100
2024-02-12,32.21565628051758,32.790000915527344,33.2400016784668,32.16999816894531,32.369998931884766,8819000
2024-02-13,31.9602108001709,32.529998779296875,32.7400016784668,31.920000076293945,32.38999938964844,6266900
2024-02-14,33.15884017944336,33.75,33.939998626708984,32.630001068115234,32.84000015258789,9684200
2024-02-15,33.61078643798828,34.209999084472656,34.720001220703125,33.86000061035156,33.97999954223633,7801600
2024-02-16,33.335689544677734,33.93000030517578,34.650001525878906,33.66999816894531,33.939998626708984,7228400
2024-02-20,33.26691436767578,33.86000061035156,35.060001373291016,33.810001373291016,34.310001373291016,8855400
2024-02-21,33.935001373291016,34.540000915527344,34.560001373291016,33.61000061035156,33.709999084472656,7134800
2024-02-22,33.6402587890625,34.2400016784668,35.18000030517578,34.209999084472656,34.77000045776367,8326400
2024-02-23,33.188316345214844,33.779998779296875,34.40999984741211,33.68000030517578,34.349998474121094,5477600
2024-02-26,33.55183792114258,34.150001525878906,34.56999969482422,33.790000915527344,33.869998931884766,7350800
2024-02-27,33.91535568237305,34.52000045776367,34.59000015258789,34.20000076293945,34.400001525878906,4822100
2024-02-28,33.866233825683594,34.470001220703125,34.560001373291016,34.15999984741211,34.20000076293945,3604700
2024-02-29,33.669734954833984,34.27000045776367,34.84000015258789,34.220001220703125,34.619998931884766,5300800
2024-03-01,33.36516571044922,33.959999084472656,34.36000061035156,33.63999938964844,34.2400016784668,6372700
2024-03-04,33.51253890991211,34.11000061035156,34.400001525878906,33.41999816894531,33.91999816894531,6115600
2024-03-05,33.986629486083984,34.40999984741211,34.47999954223633,33.61000061035156,33.689998626708984,4151700
2024-03-06,34.134788513183594,34.560001373291016,34.9900016784668,34.380001068115234,34.5,5647100
2024-03-07,34.401466369628906,34.83000183105469,34.900001525878906,34.5099983215332,34.61000061035156,4066700
2024-03-08,33.83847427368164,34.2599983215332,35.04999923706055,34.060001373291016,34.900001525878906,5873300
2024-03-11,33.3643798828125,33.779998779296875,34.33000183105469,33.47999954223633,34.33000183105469,5322100
2024-03-12,28.406147003173828,28.76000022888184,30.780000686645508,28.520000457763672,30.75,41071100
2024-03-13,27.932052612304688,28.280000686645508,28.979999542236328,28.13999938964844,28.729999542236328,19863300
2024-03-14,27.764144897460938,28.11000061035156,28.25,27.76000022888184,28.229999542236328,10585800
2024-03-15,28.001192092895508,28.350000381469727,28.3700008392334,27.959999084472656,28.020000457763672,11551200
2024-03-18,27.665374755859375,28.01000022888184,28.31999969482422,27.88999938964844,28.25,6885000
2024-03-19,27.823406219482422,28.170000076293945,28.229999542236328,27.90999984741211,28.020000457763672,6300400
2024-03-20,28.48516273498535,28.84000015258789,28.899999618530277,28.1299991607666,28.270000457763672,7483700
2024-03-21,28.327131271362305,28.68000030517578,28.93000030517578,28.290000915527344,28.76000022888184,9416200
2024-03-22,28.09996223449707,28.450000762939453,28.71999931335449,28.440000534057617,28.709999084472656,4527700
2024-03-25,28.159223556518555,28.51000022888184,28.729999542236328,28.25,28.420000076293945,5693600
2024-03-26,28.060453414916992,28.40999984741211,28.799999237060547,28.38999938964844,28.729999542236328,5471400
2024-03-27,28.90987205505371,29.270000457763672,29.299999237060547,28.51000022888184,28.57999992370605,9338600
2024-03-28,28.830856323242188,29.190000534057617,29.51000022888184,29.1200008392334,29.21999931335449,10002800
2024-04-01,28.820980072021484,29.18000030517578,29.40999984741211,29.100000381469727,29.309999465942383,7055700
2024-04-02,27.98143768310547,28.32999992370605,28.940000534057617,28.040000915527344,28.81999969482422,10511900
2024-04-03,27.685129165649414,28.030000686645508,28.280000686645508,27.96999931335449,28.229999542236328,7846800
2024-04-04,27.625865936279297,27.96999931335449,28.790000915527344,27.899999618530277,28.15999984741211,9651200
2024-04-05,27.991313934326172,28.34000015258789,28.43000030517578,27.799999237060547,27.84000015258789,6636600
2024-04-08,28.297500610351562,28.649999618530277,28.86000061035156,28.26000022888184,28.5,6855900
2024-04-09,28.69257926940918,29.049999237060547,29.059999465942383,28.36000061035156,28.65999984741211,7823500
2024-04-10,27.61598777770996,27.959999084472656,29.149999618530277,27.770000457763672,28.8799991607666,10963500
2024-04-11,28.169099807739258,28.520000457763672,28.6299991607666,27.76000022888184,27.850000381469727,6407100
2024-04-12,27.201156616210938,27.540000915527344,28.18000030517578,27.40999984741211,28.030000686645508,11542300
2024-04-15,27.497465133666992,27.84000015258789,28.190000534057617,27.649999618530277,27.86000061035156,7041500
2024-04-16,27.70488166809082,28.049999237060547,28.13999938964844,27.459999084472656,27.88999938964844,7169700
2024-04-17,28.425901412963867,28.780000686645508,29.030000686645508,28.40999984741211,28.43000030517578,7970500
2024-04-18,28.702455520629883,29.059999465942383,29.51000022888184,28.88999938964844,29.0,7554600
2024-04-19,29.018518447875977,29.3799991607666,29.65999984741211,29.11000061035156,29.15999984741211,6910200
2024-04-22,29.364212036132812,29.729999542236328,29.96999931335449,29.3799991607666,29.489999771118164,6526100
2024-04-23,29.0975341796875,29.459999084472656,29.81999969482422,29.049999237060547,29.309999465942383,7002700
2024-04-24,28.93950080871582,29.299999237060547,29.59000015258789,28.950000762939453,29.440000534057617,9632800
2024-04-25,26.924602508544922,27.26000022888184,27.479999542236328,26.0,26.8799991607666,36945300
2024-04-26,26.697431564331055,27.030000686645508,27.5,26.729999542236328,27.149999618530277,16106000
2024-04-29,26.509769439697266,26.84000015258789,26.940000534057617,26.32999992370605,26.479999542236328,15687800
