timestamp,symbol,action,price,quantity,value,reason,portfolio_value,strategy
2020-01-02 09:30:00-05:00,DIS,buy,144.6300048828125,138.0,19958.940673828125,"GOOD: 60, 3-6M: 31.5%, ATR: 0.79",100000.0,consolidation_conviction
2020-01-02 09:30:00-05:00,JPM,buy,139.39999389648438,143.0,19934.199127197266,"GOOD: 55, 3-6M: 31.5%, ATR: 0.82",100000.0,consolidation_conviction
2020-01-03 09:30:00-05:00,AAPL,buy,75.0875015258789,265.0,19898.18790435791,"GOOD: 50, 3-6M: 59.6%, ATR: 0.99",99825.71104431152,consolidation_conviction
2020-01-03 09:30:00-05:00,ABBV,buy,89.55000305175781,222.0,19880.100677490234,"GOOD: 60, 3-6M: 34.7%, ATR: 0.94",99825.71104431152,consolidation_conviction
2020-01-06 09:30:00-05:00,MSFT,buy,158.6199951171875,125.0,19827.499389648438,"GOOD: 60, 3-6M: 31.9%, ATR: 0.68",99361.11225891113,consolidation_conviction
2020-01-06 09:30:00-05:00,SCHW,buy,47.0099983215332,422.0,19838.21929168701,"GOOD: 50, 3-6M: 30.1%, ATR: 0.81",99361.11225891113,consolidation_conviction
2020-01-31 09:30:00-05:00,ABBV,sell,81.54000091552734,222.0,18101.88020324707,Stop Loss | P&L: -8.9%,100277.6577758789,consolidation_conviction
2020-02-24 09:30:00-05:00,DIS,sell,132.89999389648438,138.0,18340.199157714844,Stop Loss | P&L: -8.1%,96052.07002258301,consolidation_conviction
2020-02-25 09:30:00-05:00,MA,buy,324.6700134277344,44.0,14285.480590820312,"FAIR: 45, 3-6M: 32.4%",96830.58232116699,consolidation_conviction
2020-02-25 09:30:00-05:00,NVDA,buy,6.831999778747559,2125.0,14517.999529838562,"FAIR: 35, 3-6M: 60.6%",96830.58232116699,consolidation_conviction
2020-02-26 09:30:00-05:00,JPM,sell,126.93000030517578,143.0,18150.990043640137,Stop Loss | P&L: -8.9%,92288.97655391693,consolidation_conviction
2020-02-26 09:30:00-05:00,SCHW,sell,42.0099983215332,422.0,17728.21929168701,Stop Loss | P&L: -10.6%,92288.97655391693,consolidation_conviction
2020-02-27 09:30:00-05:00,MA,sell,285.0299987792969,44.0,12541.319946289062,Stop Loss | P&L: -12.2%,90003.43477249146,consolidation_conviction
2020-02-27 09:30:00-05:00,ADBE,buy,351.3399963378906,38.0,13350.919860839844,"FAIR: 40, 3-6M: 31.2%",90003.43477249146,consolidation_conviction
2020-02-28 09:30:00-05:00,AAPL,sell,64.31500244140625,265.0,17043.475646972656,Stop Loss | P&L: -14.3%,85807.37034320831,consolidation_conviction
2020-02-28 09:30:00-05:00,NVDA,sell,6.061500072479248,2125.0,12880.687654018402,Stop Loss | P&L: -11.3%,85807.37034320831,consolidation_conviction
2020-03-03 09:30:00-05:00,NVDA,buy,6.910749912261963,1951.0,13482.87307882309,"FAIR: 35, 3-6M: 72.6%",89900.04012775421,consolidation_conviction
2020-03-03 09:30:00-05:00,AAPL,buy,74.70249938964844,180.0,13446.449890136719,"FAIR: 45, 3-6M: 57.2%",89900.04012775421,consolidation_conviction
2020-03-09 10:30:00-04:00,ADBE,sell,311.67999267578125,38.0,11843.839721679688,Stop Loss | P&L: -11.3%,81459.59134817123,consolidation_conviction
2020-03-09 10:30:00-04:00,NVDA,sell,5.997499942779541,1951.0,11701.122388362885,Stop Loss | P&L: -13.2%,81459.59134817123,consolidation_conviction
2020-03-09 10:30:00-04:00,AAPL,sell,65.9375,180.0,11868.75,Stop Loss | P&L: -11.7%,81459.59134817123,consolidation_conviction
2020-03-11 10:30:00-04:00,NVDA,buy,6.5269999504089355,1889.0,12329.50290632248,"FAIR: 40, 3-6M: 79.9%",82225.8419585228,consolidation_conviction
2020-03-11 10:30:00-04:00,AAPL,buy,71.33499908447266,172.0,12269.619842529297,"FAIR: 35, 3-6M: 59.4%",82225.8419585228,consolidation_conviction
2020-03-12 10:30:00-04:00,MSFT,sell,145.3000030517578,125.0,18162.500381469727,Stop Loss | P&L: -8.4%,78407.99120473862,consolidation_conviction
