total_trades,winning_trades,losing_trades,win_rate,total_return_pct,avg_win_pct,avg_loss_pct,profit_factor,sharpe_ratio,max_drawdown_pct,avg_holding_days,total_pnl,valid_symbols,failed_symbols,trades_per_symbol,market,benchmark_return_pct,excess_return_pct
1588,568,1020,0.35768261964735515,3097.3957517845765,36.86174525408794,-7.943860100882691,4.640281272072253,5.765482537545527,756.3240000000206,158.64861460957178,30973957.517845765,186.0,0.0,8.53763440860215,SP500,250.0605755215502,2847.3351762630264
646,205,441,0.3173374613003096,941.901169636429,37.016734197723885,-7.993199963270808,4.6310281699216596,4.634053786526252,386.8079999999921,143.74148606811144,9419011.69636429,68.0,13.0,9.5,ASX300,62.19585432670635,879.7053153097227
2234,773,1461,0.3460161145926589,4039.2969214210048,36.902848402141466,-7.9587532420963525,4.636762477689429,5.442742562694489,1059.726000000056,154.33795881826322,40392969.21421005,,,,COMBINED,,
