timestamp,symbol,action,price,quantity,value,reason,portfolio_value,market_regime
2015-01-02 09:30:00-05:00,NST.AX,buy,1.5099999904632568,23178.0,34998.77977895737,"Conviction 4 | HIGH conviction: 40, trend: 90, vol: 0.3x",100000.0,NORMAL
2015-01-02 09:30:00-05:00,PME.AX,buy,1.1200000047683716,26785.0,29999.200127720833,"Conviction 3 | STANDARD conviction: 30, trend: 90, vol: 0.1x",100000.0,NORMAL
2015-01-05 09:30:00-05:00,FPH.AX,buy,5.840000152587891,6263.0,36575.92095565796,"Conviction 4 | HIGH conviction: 40, trend: 100, vol: 0.3x",105217.72278702259,NORMAL
2015-01-27 09:30:00-05:00,TNE.AX,buy,3.319999933242798,1.0,3.319999933242798,"Conviction 5 | MAX conviction: 60, trend: 90, vol: 4.7x",117812.17895793913,STRONG
2015-01-29 09:30:00-05:00,NST.AX,sell,1.850000023841858,23178.0,42879.30055260658,Trailing Stop | P&L: 22.5%,115451.25493967532,STRONG
2015-01-30 09:30:00-05:00,NST.AX,buy,1.7949999570846558,23889.0,42880.75397479534,"Conviction 5 | MAX conviction: 45, trend: 70, vol: 1.8x",115451.25493967533,STRONG
2015-04-22 10:30:00-04:00,PME.AX,sell,1.725000023841858,26785.0,46204.125638604164,HOME RUN TARGET | P&L: 54.0%,140082.43255913258,WEAK
2015-04-23 10:30:00-04:00,ZIP.AX,buy,0.1899999976158142,109562.0,20816.779738783836,"Conviction 3 | STANDARD conviction: 30, trend: 80, vol: 0.0x",138778.86230933666,WEAK
2015-04-23 10:30:00-04:00,PME.AX,buy,1.7000000476837158,16326.0,27754.200778484344,"Conviction 5 | MAX conviction: 75, trend: 100, vol: 2.1x",138778.86230933666,WEAK
2015-04-27 10:30:00-04:00,NST.AX,sell,2.1700000762939453,23889.0,51839.13182258606,Trailing Stop | P&L: 20.9%,135816.16513478756,WEAK
2015-04-29 10:30:00-04:00,NST.AX,buy,2.2799999713897705,10323.0,23536.4397046566,"Conviction 4 | HIGH conviction: 35, trend: 70, vol: 1.7x",134500.71489584446,WEAK
2015-05-04 10:30:00-04:00,ZIP.AX,sell,0.17000000178813934,109562.0,18625.540195912123,Stop Loss | P&L: -10.5%,136301.6645321548,WEAK
2015-05-05 10:30:00-04:00,ZIP.AX,buy,0.17000000178813934,99530.0,16920.10017797351,"Conviction 2 | LOW conviction: 25, trend: 70, vol: 0.0x",135361.22737523913,WEAK
2015-05-06 10:30:00-04:00,NST.AX,sell,2.049999952316284,10323.0,21162.149507761,Stop Loss | P&L: -10.1%,133446.00375410914,WEAK
