timestamp,symbol,action,price,quantity,value,reason,portfolio_value
2015-01-02 09:30:00-05:00,CBOE,buy,60.29168701171875,331.0,19956.548400878906,"Conviction 1 | MINIMAL conviction: 25, trend: 90, vol: 0.6x",100000.0
2015-01-02 09:30:00-05:00,AVGO,buy,10.059000015258789,2485.0,24996.61503791809,"Conviction 2 | LOW conviction: 40, trend: 100, vol: 0.6x",100000.0
2015-01-05 09:30:00-05:00,SCHW,buy,30.219999313354492,659.0,19914.97954750061,"Conviction 1 | MINIMAL conviction: 25, trend: 90, vol: 0.7x",99581.75109291077
2015-01-07 09:30:00-05:00,CF,buy,56.5359992980957,523.0,29568.327632904053,"Conviction 3 | STANDARD conviction: 65, trend: 100, vol: 1.5x",98736.15516090393
2015-01-09 09:30:00-05:00,BX,buy,33.709999084472656,156.0,5258.759857177734,"Conviction 1 | MINIMAL conviction: 25, trend: 90, vol: 1.0x",102377.64044094086
2015-01-09 09:30:00-05:00,APH,buy,13.477499961853027,391.0,5269.702485084534,"Conviction 1 | MINIMAL conviction: 25, trend: 90, vol: 0.8x",102377.64044094086
2015-01-14 09:30:00-05:00,SCHW,sell,27.459999084472656,659.0,18096.13939666748,Stop Loss | P&L: -9.1%,99713.7053489685
2015-01-30 09:30:00-05:00,ABT,buy,45.2599983215332,283.0,12808.579524993896,"Conviction 1 | MINIMAL conviction: 30, trend: 70, vol: 1.8x",102450.08420181274
2015-03-05 09:30:00-05:00,CBOE,sell,55.82991409301758,331.0,18479.70156478882,Stop Loss | P&L: -7.4%,107536.07272815704
2015-03-06 09:30:00-05:00,GOOGL,buy,29.071500778198242,634.0,18431.331493377686,"Conviction 2 | LOW conviction: 40, trend: 90, vol: 0.9x",107465.48731422424
2015-03-06 09:30:00-05:00,SCHW,buy,30.209999084472656,610.0,18428.09944152832,"Conviction 1 | MINIMAL conviction: 30, trend: 90, vol: 1.0x",107465.48731422424
2015-04-06 10:30:00-04:00,GOOGL,sell,26.941999435424805,634.0,17081.227642059326,Stop Loss | P&L: -7.3%,101030.65253925323
2015-07-08 10:30:00-04:00,AVGO,sell,13.010000228881836,2485.0,32329.850568771362,Trailing Stop | P&L: 29.3%,108115.1384267807
2015-07-09 10:30:00-04:00,ACGL,buy,23.0,1170.0,26910.0,"Conviction 2 | LOW conviction: 45, trend: 100, vol: 1.1x",107731.95415306091
2015-08-24 10:30:00-04:00,BX,sell,30.65999984741211,156.0,4782.959976196289,Stop Loss | P&L: -9.0%,99293.07098579407
2015-08-24 10:30:00-04:00,APH,sell,12.1899995803833,391.0,4766.289835929871,Stop Loss | P&L: -9.6%,99293.07098579407
2015-08-27 10:30:00-04:00,GOOGL,buy,32.98699951171875,409.0,13491.682800292969,"Conviction 2 | LOW conviction: 40, trend: 80, vol: 1.7x",101436.76115226746
2015-08-27 10:30:00-04:00,GOOG,buy,31.430999755859375,429.0,13483.898895263672,"Conviction 2 | LOW conviction: 40, trend: 80, vol: 1.7x",101436.76115226746
2015-09-21 10:30:00-04:00,CF,sell,52.52000045776367,523.0,27467.9602394104,Stop Loss | P&L: -7.1%,97682.33702659607
2015-09-22 10:30:00-04:00,CBOE,buy,62.827884674072266,215.0,13507.995204925537,"Conviction 1 | MINIMAL conviction: 25, trend: 90, vol: 0.6x",96836.1281337738
2015-09-24 10:30:00-04:00,ABT,sell,42.0,283.0,11886.0,Stop Loss | P&L: -7.2%,96332.15089797974
2015-09-24 10:30:00-04:00,SCHW,sell,28.079999923706055,610.0,17128.799953460693,Stop Loss | P&L: -7.1%,96332.15089797974
2015-10-16 10:30:00-04:00,ADI,buy,61.279998779296875,330.0,20222.39959716797,"Conviction 1 | MINIMAL conviction: 30, trend: 70, vol: 1.4x",101405.00459289551
2015-10-29 10:30:00-04:00,APH,buy,13.607500076293945,658.0,8953.735050201416,"Conviction 1 | MINIMAL conviction: 27, trend: 65, vol: 1.2x",103784.94236373901
2015-10-29 10:30:00-04:00,AMP,buy,115.9800033569336,77.0,8930.460258483887,"Conviction 1 | MINIMAL conviction: 27, trend: 65, vol: 1.5x",103784.94236373901
2015-12-10 09:30:00-05:00,ADI,sell,56.66999816894531,330.0,18701.099395751953,Stop Loss | P&L: -7.5%,99942.18437957764
2015-12-11 09:30:00-05:00,AMP,sell,107.0,77.0,8239.0,Stop Loss | P&L: -7.7%,98508.07239341736
2015-12-14 09:30:00-05:00,AVGO,buy,14.442000389099121,1252.0,18081.3844871521,"Conviction 1 | MINIMAL conviction: 35, trend: 90, vol: 0.8x",98945.9401512146
2016-01-06 09:30:00-05:00,APH,sell,12.382499694824219,658.0,8147.684799194336,Stop Loss | P&L: -9.0%,95678.83200836182
2016-01-07 09:30:00-05:00,AVGO,sell,13.130999565124512,1252.0,16440.01145553589,Stop Loss | P&L: -9.1%,94910.92353057861
2016-02-02 09:30:00-05:00,AVGO,buy,13.767999649047852,1421.0,19564.327501296997,"Conviction 1 | MINIMAL conviction: 25, trend: 80, vol: 0.7x",97889.81326675415
2016-02-08 09:30:00-05:00,CBOE,sell,56.45945739746094,215.0,12138.783340454102,Stop Loss | P&L: -10.1%,89547.49886894226
2016-02-08 09:30:00-05:00,AVGO,sell,12.699000358581543,1421.0,18045.279509544373,Stop Loss | P&L: -7.8%,89547.49886894226
2016-02-26 09:30:00-05:00,APH,buy,13.180000305175781,1408.0,18557.4404296875,"Conviction 1 | MINIMAL conviction: 25, trend: 80, vol: 0.6x",92834.4218044281
2016-03-07 09:30:00-05:00,AVGO,buy,14.605999946594238,1165.0,17015.989937782288,"Conviction 2 | LOW conviction: 45, trend: 80, vol: 1.6x",93553.54088020325
