symbol
AAPL
MSFT
NVDA
AMZN
GOOG
GOOGL
META
TSLA
AVGO
WMT
JPM
V
LLY
MA
NFLX
ORCL
COST
XOM
PG
JNJ
HD
BAC
ABBV
KO
PM
TMUS
UNH
CRM
CSCO
WFC
CVX
IBM
ABT
LIN
MCD
INTU
NOW
AXP
MS
DIS
T
ISRG
ACN
MRK
AMD
RTX
VZ
BKNG
GS
UBER
PEP
ADBE
TXN
BX
CAT
PGR
QCOM
SCHW
SPGI
BA
