date,portfolio_value,cash,positions_count,position_values,total_return_percent
2022-10-18,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-19,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-20,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-21,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-24,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-25,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-26,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-27,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-28,98374.88130950928,88650.98412322998,1,"{'ABBV': {'shares': 73, 'price': 133.20407104492188, 'value': 9723.897186279297, 'pnl_percent': 0.0}}",-1.6251186904907233
2022-10-31,98295.17234039307,79833.4022140503,2,"{'ABBV': {'shares': 73, 'price': 132.11216735839844, 'value': 9644.188217163086, 'pnl_percent': -0.8197224588993302}, 'AFL': {'shares': 144, 'price': 61.23320770263672, 'value': 8817.581909179688, 'pnl_percent': 0.0}}",-1.7048276596069334
2022-11-01,98558.99243927002,79833.4022140503,2,"{'ABBV': {'shares': 73, 'price': 132.57240295410156, 'value': 9677.785415649414, 'pnl_percent': -0.47421079991413206}, 'AFL': {'shares': 144, 'price': 62.83197784423828, 'value': 9047.804809570312, 'pnl_percent': 2.6109527845831204}}",-1.4410075607299788
2022-11-02,98385.30233001709,89353.74684906006,1,"{'AFL': {'shares': 144, 'price': 62.71913528442383, 'value': 9031.555480957031, 'pnl_percent': 2.42666951077124}}",-1.6146976699829119
2022-11-03,98287.79592132568,89353.74684906006,1,"{'AFL': {'shares': 144, 'price': 62.04200744628906, 'value': 8934.049072265625, 'pnl_percent': 1.3208515019825118}}",-1.7122040786743176
2022-11-04,98451.66194915771,80590.84243011475,2,"{'AFL': {'shares': 144, 'price': 63.17996597290039, 'value': 9097.915100097656, 'pnl_percent': 3.1792524731312444}, 'APD': {'shares': 34, 'price': 257.73248291015625, 'value': 8762.904418945312, 'pnl_percent': 0.0}}",-1.5483380508422906
2022-11-07,98588.16890716553,80590.84243011475,2,"{'AFL': {'shares': 144, 'price': 63.7818489074707, 'value': 9184.586242675781, 'pnl_percent': 4.16218797030985}, 'APD': {'shares': 34, 'price': 259.1982421875, 'value': 8812.740234375, 'pnl_percent': 0.56871344302174}}",-1.4118310928344702
2022-11-08,98780.29695892334,80590.84243011475,2,"{'AFL': {'shares': 144, 'price': 63.93233108520508, 'value': 9206.255676269531, 'pnl_percent': 4.407940533959875}, 'APD': {'shares': 34, 'price': 264.21173095703125, 'value': 8983.198852539062, 'pnl_percent': 2.513943129602958}}",-1.2197030410766585
2022-11-09,98626.89632415771,80590.84243011475,2,"{'AFL': {'shares': 144, 'price': 63.49970245361328, 'value': 9143.957153320312, 'pnl_percent': 3.7014143730363047}, 'APD': {'shares': 34, 'price': 261.5322570800781, 'value': 8892.096740722656, 'pnl_percent': 1.4743093796393714}}",-1.3731036758422799
2022-11-10,99258.98134613037,65340.136322021484,4,"{'AFL': {'shares': 144, 'price': 65.80384826660156, 'value': 9475.754150390625, 'pnl_percent': 7.464316725266107}, 'APD': {'shares': 34, 'price': 270.3642578125, 'value': 9192.384765625, 'pnl_percent': 4.901118694746409}, 'AES': {'shares': 321, 'price': 25.04193878173828, 'value': 8038.462348937988, 'pnl_percent': 0.0}, 'ALLE': {'shares': 66, 'price': 109.27642059326172, 'value': 7212.243759155273, 'pnl_percent': 0.0}}",-0.7410186538696295
2022-11-11,99201.98007011414,65340.136322021484,4,"{'AFL': {'shares': 144, 'price': 66.11418914794922, 'value': 9520.443237304688, 'pnl_percent': 7.971134664405843}, 'APD': {'shares': 34, 'price': 269.3092956542969, 'value': 9156.516052246094, 'pnl_percent': 4.491794209803279}, 'AES': {'shares': 321, 'price': 24.917707443237305, 'value': 7998.584089279175, 'pnl_percent': -0.49609313233994756}, 'ALLE': {'shares': 66, 'price': 108.88333892822266, 'value': 7186.300369262695, 'pnl_percent': -0.3597131594400893}}",-0.7980199298858626
2022-11-14,98868.30771827698,65340.136322021484,4,"{'AFL': {'shares': 144, 'price': 64.61885833740234, 'value': 9305.115600585938, 'pnl_percent': 5.529108733299037}, 'APD': {'shares': 34, 'price': 275.3124084472656, 'value': 9360.621887207031, 'pnl_percent': 6.820997236594972}, 'AES': {'shares': 321, 'price': 24.429651260375977, 'value': 7841.9180545806885, 'pnl_percent': -2.445048391416138}, 'ALLE': {'shares': 66, 'price': 106.37145233154297, 'value': 7020.515853881836, 'pnl_percent': -2.6583669614612893}}",-1.131692281723018
2022-11-15,99296.88903045654,65340.136322021484,4,"{'AFL': {'shares': 144, 'price': 66.43511962890625, 'value': 9566.6572265625, 'pnl_percent': 8.495246487055308}, 'APD': {'shares': 34, 'price': 274.98565673828125, 'value': 9349.512329101562, 'pnl_percent': 6.694217831339233}, 'AES': {'shares': 321, 'price': 24.65149688720703, 'value': 7913.130500793457, 'pnl_percent': -1.5591520206733267}, 'ALLE': {'shares': 66, 'price': 107.99170684814453, 'value': 7127.452651977539, 'pnl_percent': -1.175655038975909}}",-0.7031109695434523
2022-11-16,99344.96655845642,65340.136322021484,4,"{'AFL': {'shares': 144, 'price': 66.9837646484375, 'value': 9645.662109375, 'pnl_percent': 9.391239103015604}, 'APD': {'shares': 34, 'price': 275.527099609375, 'value': 9367.92138671875, 'pnl_percent': 6.9042972380869205}, 'AES': {'shares': 321, 'price': 24.81122398376465, 'value': 7964.402898788452, 'pnl_percent': -0.9213136410263889}, 'ALLE': {'shares': 66, 'price': 106.46733093261719, 'value': 7026.843841552734, 'pnl_percent': -2.5706274467940826}}",-0.6550334415435843
2022-11-17,99099.93246650696,65340.136322021484,4,"{'AFL': {'shares': 144, 'price': 66.77565002441406, 'value': 9615.693603515625, 'pnl_percent': 9.051366945682137}, 'APD': {'shares': 34, 'price': 273.82794189453125, 'value': 9310.150024414062, 'pnl_percent': 6.245025385483038}, 'AES': {'shares': 321, 'price': 24.376405715942383, 'value': 7824.826234817505, 'pnl_percent': -2.6576738789938825}, 'ALLE': {'shares': 66, 'price': 106.19888305664062, 'value': 7009.126281738281, 'pnl_percent': -2.816286917079769}}",-0.900067533493043
2022-11-18,99441.25019454956,65340.136322021484,4,"{'AFL': {'shares': 144, 'price': 67.10675048828125, 'value': 9663.3720703125, 'pnl_percent': 9.592087375477497}, 'APD': {'shares': 34, 'price': 276.7968444824219, 'value': 9411.092712402344, 'pnl_percent': 7.396957246910674}, 'AES': {'shares': 321, 'price': 24.54500961303711, 'value': 7878.948085784912, 'pnl_percent': -1.9843877625943085}, 'ALLE': {'shares': 66, 'price': 108.29850006103516, 'value': 7147.70100402832, 'pnl_percent': -0.8949053482145808}}",-0.5587498054504425
2022-11-21,99595.40706443787,65340.136322021484,4,"{'AFL': {'shares': 144, 'price': 67.51351165771484, 'value': 9721.945678710938, 'pnl_percent': 10.256369363461747}, 'APD': {'shares': 34, 'price': 276.7314453125, 'value': 9408.869140625, 'pnl_percent': 7.371582420585554}, 'AES': {'shares': 321, 'price': 24.90883445739746, 'value': 7995.735860824585, 'pnl_percent': -0.5315256358580545}, 'ALLE': {'shares': 66, 'price': 108.01091003417969, 'value': 7128.720062255859, 'pnl_percent': -1.1580820017818794}}",-0.4045929355621314
2022-11-22,100168.4245891571,58881.63464355469,5,"{'AFL': {'shares': 144, 'price': 68.10000610351562, 'value': 9806.40087890625, 'pnl_percent': 11.214173907442081}, 'APD': {'shares': 34, 'price': 288.635009765625, 'value': 9813.59033203125, 'pnl_percent': 11.990156035644596}, 'AES': {'shares': 321, 'price': 24.917707443237305, 'value': 7998.584089279175, 'pnl_percent': -0.49609313233994756}, 'ALLE': {'shares': 66, 'price': 109.23807525634766, 'value': 7209.712966918945, 'pnl_percent': -0.03509022047564203}, 'A': {'shares': 42, 'price': 153.7738494873047, 'value': 6458.501678466797, 'pnl_percent': 0.0}}",0.16842458915711234
2022-11-23,100192.65884590149,58881.63464355469,5,"{'AFL': {'shares': 144, 'price': 68.10946655273438, 'value': 9807.76318359375, 'pnl_percent': 11.229623774554543}, 'APD': {'shares': 34, 'price': 287.6920471191406, 'value': 9781.529602050781, 'pnl_percent': 11.624287272872813}, 'AES': {'shares': 321, 'price': 25.272661209106445, 'value': 8112.524248123169, 'pnl_percent': 0.9213441074954476}, 'ALLE': {'shares': 66, 'price': 109.28600311279297, 'value': 7212.876205444336, 'pnl_percent': 0.008769064249380953}, 'A': {'shares': 42, 'price': 152.29359436035156, 'value': 6396.330963134766, 'pnl_percent': -0.9626182422358687}}",0.1926588459014944
2022-11-25,100440.83529090881,58881.63464355469,5,"{'AFL': {'shares': 144, 'price': 68.58244323730469, 'value': 9875.871826171875, 'pnl_percent': 12.002042372755707}, 'APD': {'shares': 34, 'price': 289.3351745605469, 'value': 9837.395935058594, 'pnl_percent': 12.261819423594766}, 'AES': {'shares': 321, 'price': 25.388025283813477, 'value': 8149.556116104126, 'pnl_percent': 1.3820275861690767}, 'ALLE': {'shares': 66, 'price': 109.60238647460938, 'value': 7233.757507324219, 'pnl_percent': 0.29829480099914374}, 'A': {'shares': 42, 'price': 153.87188720703125, 'value': 6462.6192626953125, 'pnl_percent': 0.06375448104696257}}",0.44083529090881424
2022-11-28,99576.93163871765,58881.63464355469,5,"{'AFL': {'shares': 144, 'price': 67.15404510498047, 'value': 9670.182495117188, 'pnl_percent': 9.669324251469513}, 'APD': {'shares': 34, 'price': 284.2470397949219, 'value': 9664.399353027344, 'pnl_percent': 10.287627149430145}, 'AES': {'shares': 321, 'price': 24.88221549987793, 'value': 7987.191175460815, 'pnl_percent': -0.6378231464124084}, 'ALLE': {'shares': 66, 'price': 107.61780548095703, 'value': 7102.775161743164, 'pnl_percent': -1.5178161064391293}, 'A': {'shares': 42, 'price': 149.3035430908203, 'value': 6270.748809814453, 'pnl_percent': -2.9070654154713327}}",-0.4230683612823527
2022-11-29,99402.59437561035,58881.63464355469,5,"{'AFL': {'shares': 144, 'price': 67.04998016357422, 'value': 9655.197143554688, 'pnl_percent': 9.499375713232517}, 'APD': {'shares': 34, 'price': 282.11834716796875, 'value': 9592.023803710938, 'pnl_percent': 9.461696089861228}, 'AES': {'shares': 321, 'price': 25.077438354492188, 'value': 8049.857711791992, 'pnl_percent': 0.14176048054153068}, 'ALLE': {'shares': 66, 'price': 106.19888305664062, 'value': 7009.126281738281, 'pnl_percent': -2.816286917079769}, 'A': {'shares': 42, 'price': 147.97035217285156, 'value': 6214.754791259766, 'pnl_percent': -3.7740469746985528}}",-0.5974056243896464
2022-11-30,100335.51136398315,58881.63464355469,5,"{'AFL': {'shares': 144, 'price': 68.04325103759766, 'value': 9798.228149414062, 'pnl_percent': 11.12148716433763}, 'APD': {'shares': 34, 'price': 289.568603515625, 'value': 9845.33251953125, 'pnl_percent': 12.352389673973141}, 'AES': {'shares': 321, 'price': 25.66311264038086, 'value': 8237.859157562256, 'pnl_percent': 2.4805342112551143}, 'ALLE': {'shares': 66, 'price': 108.96002960205078, 'value': 7191.361953735352, 'pnl_percent': -0.28953271848881634}, 'A': {'shares': 42, 'price': 151.9308319091797, 'value': 6381.094940185547, 'pnl_percent': -1.1985247064242532}}",0.3355113639831542
2022-12-01,100408.37561798096,58881.63464355469,5,"{'AFL': {'shares': 144, 'price': 68.02433776855469, 'value': 9795.504638671875, 'pnl_percent': 11.090599889682974}, 'APD': {'shares': 34, 'price': 291.32379150390625, 'value': 9905.008911132812, 'pnl_percent': 13.03340122845893}, 'AES': {'shares': 321, 'price': 25.485633850097656, 'value': 8180.888465881348, 'pnl_percent': 1.771807974720141}, 'ALLE': {'shares': 66, 'price': 109.35310363769531, 'value': 7217.304840087891, 'pnl_percent': 0.0701734592122305}, 'A': {'shares': 42, 'price': 153.04843139648438, 'value': 6428.034118652344, 'pnl_percent': -0.4717434682417809}}",0.40837561798094946
2022-12-02,100666.43786239624,58881.63464355469,5,"{'AFL': {'shares': 144, 'price': 68.43109893798828, 'value': 9854.078247070312, 'pnl_percent': 11.7548818776672}, 'APD': {'shares': 34, 'price': 297.29888916015625, 'value': 10108.162231445312, 'pnl_percent': 15.351734404309681}, 'AES': {'shares': 321, 'price': 25.441265106201172, 'value': 8166.646099090576, 'pnl_percent': 1.5946302238950327}, 'ALLE': {'shares': 66, 'price': 109.79412078857422, 'value': 7246.411972045898, 'pnl_percent': 0.47375288511639635}, 'A': {'shares': 42, 'price': 152.6072540283203, 'value': 6409.504669189453, 'pnl_percent': -0.7586435943913172}}",0.6664378623962408
2022-12-05,99949.99514770508,65906.57913208008,4,"{'AFL': {'shares': 144, 'price': 67.20133209228516, 'value': 9676.991821289062, 'pnl_percent': 9.746548667891286}, 'APD': {'shares': 34, 'price': 294.05926513671875, 'value': 9998.015014648438, 'pnl_percent': 14.09476283950819}, 'AES': {'shares': 321, 'price': 25.175048828125, 'value': 8081.190673828125, 'pnl_percent': 0.5315484857098651}, 'A': {'shares': 42, 'price': 149.6956787109375, 'value': 6287.218505859375, 'pnl_percent': -2.652057414159925}}",-0.050004852294927016
2022-12-06,99741.75709152222,65906.57913208008,4,"{'AFL': {'shares': 144, 'price': 67.2486343383789, 'value': 9683.803344726562, 'pnl_percent': 9.823798003453543}, 'APD': {'shares': 34, 'price': 291.3797912597656, 'value': 9906.912902832031, 'pnl_percent': 13.055129089544604}, 'AES': {'shares': 321, 'price': 24.962078094482422, 'value': 8012.827068328857, 'pnl_percent': -0.3189077648975691}, 'A': {'shares': 42, 'price': 148.37225341796875, 'value': 6231.6346435546875, 'pnl_percent': -3.5126883324735125}}",-0.2582429084777793
2022-12-07,99922.47274017334,73876.67910003662,3,"{'AFL': {'shares': 144, 'price': 67.35269165039062, 'value': 9698.78759765625, 'pnl_percent': 9.993734082120277}, 'APD': {'shares': 34, 'price': 294.6287841796875, 'value': 10017.378662109375, 'pnl_percent': 14.315735778789307}, 'A': {'shares': 42, 'price': 150.70541381835938, 'value': 6329.627380371094, 'pnl_percent': -1.9954209894437414}}",-0.07752725982665964
2022-12-08,100043.44982147217,83455.59377288818,2,"{'APD': {'shares': 34, 'price': 298.6245422363281, 'value': 10153.234436035156, 'pnl_percent': 15.86608675183041}, 'A': {'shares': 42, 'price': 153.2052764892578, 'value': 6434.621612548828, 'pnl_percent': -0.3697462214430791}}",0.04344982147217458
2022-12-09,99733.34648895264,83455.59377288818,2,"{'APD': {'shares': 34, 'price': 293.5364685058594, 'value': 9980.239929199219, 'pnl_percent': 13.891918159258232}, 'A': {'shares': 42, 'price': 149.94078063964844, 'value': 6297.512786865234, 'pnl_percent': -2.492666250104314}}",-0.26665351104736557
2022-12-12,99993.22689056396,83455.59377288818,2,"{'APD': {'shares': 34, 'price': 298.2978515625, 'value': 10142.126953125, 'pnl_percent': 15.739331028167115}, 'A': {'shares': 42, 'price': 152.27395629882812, 'value': 6395.506164550781, 'pnl_percent': -0.9753889841981223}}",-0.006773109436031266
2022-12-13,100271.36602020264,83455.59377288818,2,"{'APD': {'shares': 34, 'price': 303.65679931640625, 'value': 10324.331176757812, 'pnl_percent': 17.81859852809431}, 'A': {'shares': 42, 'price': 154.55812072753906, 'value': 6491.441070556641, 'pnl_percent': 0.5100160026228151}}",0.2713660202026347
2022-12-14,100149.8929977417,83455.59377288818,2,"{'APD': {'shares': 34, 'price': 303.5353698730469, 'value': 10320.202575683594, 'pnl_percent': 17.771483999887284}, 'A': {'shares': 42, 'price': 151.7642059326172, 'value': 6374.096649169922, 'pnl_percent': -1.3068825170130194}}",0.1498929977417074
2022-12-15,99705.38329315186,89667.05449676514,1,"{'APD': {'shares': 34, 'price': 295.2449645996094, 'value': 10038.328796386719, 'pnl_percent': 14.554813295509096}}",-0.2946167068481498
2022-12-16,99711.09941864014,89667.05449676514,1,"{'APD': {'shares': 34, 'price': 295.4130859375, 'value': 10044.044921875, 'pnl_percent': 14.620044241951046}}",-0.2889005813598633
2022-12-19,99625.39073944092,89667.05449676514,1,"{'APD': {'shares': 34, 'price': 292.8922424316406, 'value': 9958.336242675781, 'pnl_percent': 13.641958950801246}}",-0.37460926055907784
2022-12-20,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2022-12-21,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2022-12-22,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2022-12-23,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2022-12-27,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2022-12-28,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2022-12-29,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2022-12-30,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-03,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-04,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-05,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-06,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-09,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-10,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-11,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-12,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-13,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-17,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-18,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-19,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-20,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-23,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-24,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-25,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-26,99587.93450164795,99587.93450164795,0,{},-0.4120654983520544
2023-01-27,99587.93450164795,89733.03429412842,1,"{'ABNB': {'shares': 85, 'price': 115.94000244140625, 'value': 9854.900207519531, 'pnl_percent': 0.0}}",-0.4120654983520544
2023-01-30,99038.83457946777,89733.03429412842,1,"{'ABNB': {'shares': 85, 'price': 109.4800033569336, 'value': 9305.800285339355, 'pnl_percent': -5.571846600346076}}",-0.9611654205322284
2023-01-31,99177.3843460083,80794.80739593506,2,"{'ABNB': {'shares': 85, 'price': 111.11000061035156, 'value': 9444.350051879883, 'pnl_percent': -4.165949395676161}, 'AOS': {'shares': 138, 'price': 64.76976013183594, 'value': 8938.22689819336, 'pnl_percent': 0.0}}",-0.8226156539916984
2023-02-01,99720.56362915039,65690.75748443604,4,"{'ABNB': {'shares': 85, 'price': 113.98999786376953, 'value': 9689.14981842041, 'pnl_percent': -1.681908346191563}, 'AOS': {'shares': 138, 'price': 66.93193054199219, 'value': 9236.606414794922, 'pnl_percent': 3.338240570530515}, 'AMD': {'shares': 95, 'price': 84.63999938964844, 'value': 8040.799942016602, 'pnl_percent': 0.0}, 'ALGN': {'shares': 25, 'price': 282.5299987792969, 'value': 7063.249969482422, 'pnl_percent': 0.0}}",-0.27943637084960615
2023-02-02,102446.10591125488,35258.24018859863,10,"{'ABNB': {'shares': 85, 'price': 118.5199966430664, 'value': 10074.199714660645, 'pnl_percent': 2.2252838945419517}, 'AOS': {'shares': 138, 'price': 67.35289001464844, 'value': 9294.698822021484, 'pnl_percent': 3.9881726866899836}, 'AMD': {'shares': 95, 'price': 88.30999755859375, 'value': 8389.449768066406, 'pnl_percent': 4.336009210078218}, 'ALGN': {'shares': 25, 'price': 359.8800048828125, 'value': 8997.000122070312, 'pnl_percent': 27.37762589378656}, 'ADBE': {'shares': 16, 'price': 392.2300109863281, 'value': 6275.68017578125, 'pnl_percent': 0.0}, 'ARE': {'shares': 39, 'price': 151.2896728515625, 'value': 5900.2972412109375, 'pnl_percent': 0.0}, 'ALLE': {'shares': 45, 'price': 117.15376281738281, 'value': 5271.919326782227, 'pnl_percent': 0.0}, 'GOOGL': {'shares': 45, 'price': 107.09769439697266, 'value': 4819.3962478637695, 'pnl_percent': 0.0}, 'GOOG': {'shares': 40, 'price': 108.1571044921875, 'value': 4326.2841796875, 'pnl_percent': 0.0}, 'AMZN': {'shares': 34, 'price': 112.91000366210938, 'value': 3838.9401245117188, 'pnl_percent': 0.0}}",2.446105911254892
2023-02-03,100794.8009109497,34948.07019042969,10,"{'ABNB': {'shares': 85, 'price': 118.69999694824219, 'value': 10089.499740600586, 'pnl_percent': 2.380536871413974}, 'AOS': {'shares': 138, 'price': 66.06131744384766, 'value': 9116.461807250977, 'pnl_percent': 1.9940745640910418}, 'AMD': {'shares': 95, 'price': 86.08999633789062, 'value': 8178.549652099609, 'pnl_percent': 1.7131344029989615}, 'ALGN': {'shares': 25, 'price': 343.1000061035156, 'value': 8577.50015258789, 'pnl_percent': 21.43843400202399}, 'ADBE': {'shares': 16, 'price': 379.3299865722656, 'value': 6069.27978515625, 'pnl_percent': -3.288892754948358}, 'ARE': {'shares': 39, 'price': 148.6060791015625, 'value': 5795.6370849609375, 'pnl_percent': -1.7738115889992079}, 'ALLE': {'shares': 45, 'price': 118.29893493652344, 'value': 5323.452072143555, 'pnl_percent': 0.9774949532997068}, 'GOOGL': {'shares': 45, 'price': 104.15534210205078, 'value': 4686.990394592285, 'pnl_percent': -2.7473535368703894}, 'GOOG': {'shares': 40, 'price': 104.59825134277344, 'value': 4183.9300537109375, 'pnl_percent': -3.2904478777638912}, 'AMZN': {'shares': 37, 'price': 103.38999938964844, 'value': 3825.429977416992, 'pnl_percent': 0.0}}",0.7948009109497001
2023-02-06,99942.57514953613,34948.07019042969,10,"{'ABNB': {'shares': 85, 'price': 118.3499984741211, 'value': 10059.749870300293, 'pnl_percent': 2.078657910959425}, 'AOS': {'shares': 138, 'price': 64.56885528564453, 'value': 8910.502029418945, 'pnl_percent': -0.31018309436761093}, 'AMD': {'shares': 95, 'price': 83.68000030517578, 'value': 7949.600028991699, 'pnl_percent': -1.1342144274519739}, 'ALGN': {'shares': 25, 'price': 342.4599914550781, 'value': 8561.499786376953, 'pnl_percent': 21.21190419945338}, 'ADBE': {'shares': 16, 'price': 375.2300109863281, 'value': 6003.68017578125, 'pnl_percent': -4.334191551852607}, 'ARE': {'shares': 39, 'price': 148.1366729736328, 'value': 5777.33024597168, 'pnl_percent': -2.0840813642470146}, 'ALLE': {'shares': 45, 'price': 116.31653594970703, 'value': 5234.244117736816, 'pnl_percent': -0.7146393317138622}, 'GOOGL': {'shares': 45, 'price': 102.28654479980469, 'value': 4602.894515991211, 'pnl_percent': -4.492299880270778}, 'GOOG': {'shares': 40, 'price': 102.85860443115234, 'value': 4114.344177246094, 'pnl_percent': -4.898892297378287}, 'AMZN': {'shares': 37, 'price': 102.18000030517578, 'value': 3780.660011291504, 'pnl_percent': -1.1703250716856073}}",-0.05742485046387191
2023-02-07,100707.35887908936,34948.07019042969,10,"{'ABNB': {'shares': 85, 'price': 119.69000244140625, 'value': 10173.650207519531, 'pnl_percent': 3.2344315344440044}, 'AOS': {'shares': 138, 'price': 63.746055603027344, 'value': 8796.955673217773, 'pnl_percent': -1.5805285162781013}, 'AMD': {'shares': 95, 'price': 85.91000366210938, 'value': 8161.450347900391, 'pnl_percent': 1.5004776484157878}, 'ALGN': {'shares': 25, 'price': 345.07000732421875, 'value': 8626.750183105469, 'pnl_percent': 22.135705523354375}, 'ADBE': {'shares': 16, 'price': 383.82000732421875, 'value': 6141.1201171875, 'pnl_percent': -2.14415098960965}, 'ARE': {'shares': 39, 'price': 147.75582885742188, 'value': 5762.477325439453, 'pnl_percent': -2.3358130978363922}, 'ALLE': {'shares': 45, 'price': 115.72950744628906, 'value': 5207.827835083008, 'pnl_percent': -1.2157145761624855}, 'GOOGL': {'shares': 45, 'price': 106.99829864501953, 'value': 4814.923439025879, 'pnl_percent': -0.09280848902750716}, 'GOOG': {'shares': 40, 'price': 107.4015884399414, 'value': 4296.063537597656, 'pnl_percent': -0.6985357603583653}, 'AMZN': {'shares': 37, 'price': 102.11000061035156, 'value': 3778.070022583008, 'pnl_percent': -1.2380295839570676}}",0.7073588790893481
2023-02-08,99104.09976196289,35245.034492492676,10,"{'ABNB': {'shares': 85, 'price': 116.36000061035156, 'value': 9890.600051879883, 'pnl_percent': 0.3622547525454545}, 'AOS': {'shares': 138, 'price': 63.3442497253418, 'value': 8741.506462097168, 'pnl_percent': -2.200888815386348}, 'AMD': {'shares': 95, 'price': 84.69000244140625, 'value': 8045.550231933594, 'pnl_percent': 0.05907733000756199}, 'ALGN': {'shares': 25, 'price': 334.8299865722656, 'value': 8370.74966430664, 'pnl_percent': 18.511304292973072}, 'ADBE': {'shares': 16, 'price': 378.3599853515625, 'value': 6053.759765625, 'pnl_percent': -3.5361969370694357}, 'ARE': {'shares': 39, 'price': 146.86134338378906, 'value': 5727.592391967773, 'pnl_percent': -2.9270533700725743}, 'ALLE': {'shares': 45, 'price': 115.62366485595703, 'value': 5203.064918518066, 'pnl_percent': -1.3060595960634025}, 'AMZN': {'shares': 37, 'price': 100.05000305175781, 'value': 3701.850112915039, 'pnl_percent': -3.2304829844355676}, 'GOOGL': {'shares': 43, 'price': 98.77760314941406, 'value': 4247.436935424805, 'pnl_percent': 0.0}, 'GOOG': {'shares': 39, 'price': 99.40909576416016, 'value': 3876.954734802246, 'pnl_percent': 0.0}}",-0.8959002380371062
2023-02-09,97890.38830566406,54676.430030822754,6,"{'ABNB': {'shares': 85, 'price': 114.94000244140625, 'value': 9769.900207519531, 'pnl_percent': -0.862515075851733}, 'AOS': {'shares': 138, 'price': 62.96156692504883, 'value': 8688.696235656738, 'pnl_percent': -2.7917244144591735}, 'AMD': {'shares': 95, 'price': 83.20999908447266, 'value': 7904.949913024902, 'pnl_percent': -1.689508879356949}, 'ADBE': {'shares': 16, 'price': 375.80999755859375, 'value': 6012.9599609375, 'pnl_percent': -4.1863225576348695}, 'ARE': {'shares': 39, 'price': 146.2147674560547, 'value': 5702.375930786133, 'pnl_percent': -3.3544294860674673}, 'ALLE': {'shares': 45, 'price': 114.11280059814453, 'value': 5135.076026916504, 'pnl_percent': -2.595701705269582}}",-2.1096116943359333
2023-02-10,97171.30298614502,63930.38026428223,5,"{'AOS': {'shares': 138, 'price': 63.24857711791992, 'value': 8728.30364227295, 'pnl_percent': -2.3486006599680365}, 'AMD': {'shares': 95, 'price': 81.4800033569336, 'value': 7740.600318908691, 'pnl_percent': -3.733454696954208}, 'ADBE': {'shares': 16, 'price': 370.989990234375, 'value': 5935.83984375, 'pnl_percent': -5.415195206134671}, 'ARE': {'shares': 39, 'price': 146.7373046875, 'value': 5722.7548828125, 'pnl_percent': -3.00904092014862}, 'ALLE': {'shares': 45, 'price': 113.63164520263672, 'value': 5113.424034118652, 'pnl_percent': -3.0064058806513194}}",-2.828697013854975
2023-02-13,97770.97718811035,63930.38026428223,5,"{'AOS': {'shares': 138, 'price': 65.08545684814453, 'value': 8981.793045043945, 'pnl_percent': 0.48741374935774573}, 'AMD': {'shares': 95, 'price': 83.12999725341797, 'value': 7897.349739074707, 'pnl_percent': -1.78402900179504}, 'ADBE': {'shares': 16, 'price': 375.0, 'value': 6000.0, 'pnl_percent': -4.392833415015939}, 'ARE': {'shares': 39, 'price': 147.90640258789062, 'value': 5768.349700927734, 'pnl_percent': -2.236286324044978}, 'ALLE': {'shares': 45, 'price': 115.4023208618164, 'value': 5193.104438781738, 'pnl_percent': -1.4949941968970482}}",-2.229022811889647
