date,portfolio_value,cash,positions_count,position_values,total_return_percent
2022-05-31,99198.48034477234,80375.27381515503,2,"{'AMCR': {'shares': 890, 'price': 11.316082954406738, 'value': 10071.313829421997, 'pnl_percent': 0.774233711350103}, 'ALB': {'shares': 35, 'price': 250.0540771484375, 'value': 8751.892700195312, 'pnl_percent': 0.0}}",-0.801519655227656
2022-06-01,98585.45353507996,80375.27381515503,2,"{'AMCR': {'shares': 890, 'price': 11.393826484680176, 'value': 10140.505571365356, 'pnl_percent': 1.4665708673153421}, 'ALB': {'shares': 35, 'price': 230.56211853027344, 'value': 8069.67414855957, 'pnl_percent': -7.795097300730358}}",-1.4145464649200412
2022-06-02,99160.73032951355,80375.27381515503,2,"{'AMCR': {'shares': 890, 'price': 11.618420600891113, 'value': 10340.39433479309, 'pnl_percent': 3.4666710829488245}, 'ALB': {'shares': 35, 'price': 241.28749084472656, 'value': 8445.06217956543, 'pnl_percent': -3.5058761703401053}}",-0.8392696704864533
2022-06-03,99096.79171180725,80375.27381515503,2,"{'AMCR': {'shares': 890, 'price': 11.5665922164917, 'value': 10294.267072677612, 'pnl_percent': 3.005118640872184}, 'ALB': {'shares': 35, 'price': 240.77859497070312, 'value': 8427.25082397461, 'pnl_percent': -3.709390498051446}}",-0.9032082881927472
2022-06-06,99409.92748832703,80375.27381515503,2,"{'AMCR': {'shares': 890, 'price': 11.652974128723145, 'value': 10371.146974563599, 'pnl_percent': 3.7743840348003044}, 'ALB': {'shares': 35, 'price': 247.5287628173828, 'value': 8663.506698608398, 'pnl_percent': -1.0099072807981502}}",-0.5900725116729788
2022-06-07,99405.60037231445,80375.27381515503,2,"{'AMCR': {'shares': 890, 'price': 11.64433479309082, 'value': 10363.45796585083, 'pnl_percent': 3.6974473039871336}, 'ALB': {'shares': 35, 'price': 247.62481689453125, 'value': 8666.868591308594, 'pnl_percent': -0.9714939590703797}}",-0.594399627685549
2022-06-08,99162.1547088623,80375.27381515503,2,"{'AMCR': {'shares': 890, 'price': 11.532037734985352, 'value': 10263.513584136963, 'pnl_percent': 2.6973971961704146}, 'ALB': {'shares': 35, 'price': 243.5247802734375, 'value': 8523.367309570312, 'pnl_percent': -2.611153934964261}}",-0.8378452911376955
2022-06-09,98638.54189491272,88513.41094589233,1,"{'AMCR': {'shares': 890, 'price': 11.376551628112793, 'value': 10125.130949020386, 'pnl_percent': 1.3127313770902038}}",-1.3614581050872765
2022-06-10,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-13,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-14,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-15,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-16,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-17,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-21,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-22,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-23,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-24,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-27,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-28,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-29,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-06-30,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-01,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-05,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-06,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-07,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-08,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-11,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-12,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-13,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-14,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-15,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-18,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-19,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-20,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-21,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-22,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-25,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-26,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-27,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-28,98323.33158111572,98323.33158111572,0,{},-1.676668418884275
2022-07-29,98323.33158111572,71747.84073638916,3,"{'AOS': {'shares': 164, 'price': 59.88249206542969, 'value': 9820.728698730469, 'pnl_percent': 0.0}, 'A': {'shares': 67, 'price': 131.23451232910156, 'value': 8792.712326049805, 'pnl_percent': 0.0}, 'AMZN': {'shares': 59, 'price': 134.9499969482422, 'value': 7962.049819946289, 'pnl_percent': 0.0}}",-1.676668418884275
2022-08-01,98097.3666305542,71747.84073638916,3,"{'AOS': {'shares': 164, 'price': 58.614234924316406, 'value': 9612.73452758789, 'pnl_percent': -2.1179097552044723}, 'A': {'shares': 67, 'price': 130.57882690429688, 'value': 8748.78140258789, 'pnl_percent': -0.49962880431970724}, 'AMZN': {'shares': 59, 'price': 135.38999938964844, 'value': 7988.009963989258, 'pnl_percent': 0.32604850044939404}}",-1.9026333694458053
2022-08-02,97657.20735931396,71747.84073638916,3,"{'AOS': {'shares': 164, 'price': 57.2324104309082, 'value': 9386.115310668945, 'pnl_percent': -4.42546985457104}, 'A': {'shares': 67, 'price': 128.47479248046875, 'value': 8607.811096191406, 'pnl_percent': -2.1028918381714723}, 'AMZN': {'shares': 59, 'price': 134.16000366210938, 'value': 7915.440216064453, 'pnl_percent': -0.5853970389016028}}",-2.342792640686031
2022-08-03,98345.28340911865,71747.84073638916,3,"{'AOS': {'shares': 164, 'price': 58.18833541870117, 'value': 9542.887008666992, 'pnl_percent': -2.8291351750648897}, 'A': {'shares': 67, 'price': 131.68470764160156, 'value': 8822.875411987305, 'pnl_percent': 0.34304643230664844}, 'AMZN': {'shares': 59, 'price': 139.52000427246094, 'value': 8231.680252075195, 'pnl_percent': 3.38644492594653}}",-1.6547165908813444
2022-08-04,98443.94120025635,71747.84073638916,3,"{'AOS': {'shares': 164, 'price': 58.00850296020508, 'value': 9513.394485473633, 'pnl_percent': -3.129444083885191}, 'A': {'shares': 67, 'price': 130.9115753173828, 'value': 8771.075546264648, 'pnl_percent': -0.24607628434577533}, 'AMZN': {'shares': 59, 'price': 142.57000732421875, 'value': 8411.630432128906, 'pnl_percent': 5.646543570430085}}",-1.5560587997436537
2022-08-05,98221.91794586182,64590.87443161011,4,"{'AOS': {'shares': 164, 'price': 57.35544967651367, 'value': 9406.293746948242, 'pnl_percent': -4.220002043593785}, 'A': {'shares': 67, 'price': 130.75497436523438, 'value': 8760.583282470703, 'pnl_percent': -0.3654053764947429}, 'AMZN': {'shares': 59, 'price': 140.8000030517578, 'value': 8307.200180053711, 'pnl_percent': 4.334943487074927}, 'AES': {'shares': 335, 'price': 21.364078521728516, 'value': 7156.966304779053, 'pnl_percent': 0.0}}",-1.7780820541381859
2022-08-08,98104.71093177795,64590.87443161011,4,"{'AOS': {'shares': 164, 'price': 58.20726776123047, 'value': 9545.991912841797, 'pnl_percent': -2.797519352348943}, 'A': {'shares': 67, 'price': 129.68826293945312, 'value': 8689.11361694336, 'pnl_percent': -1.1782338061887665}, 'AMZN': {'shares': 59, 'price': 139.41000366210938, 'value': 8225.190216064453, 'pnl_percent': 3.3049328008341927}, 'AES': {'shares': 335, 'price': 21.05534553527832, 'value': 7053.540754318237, 'pnl_percent': -1.4451032191077018}}",-1.8952890682220502
2022-08-09,97577.69626808167,64590.87443161011,4,"{'AOS': {'shares': 164, 'price': 57.07150650024414, 'value': 9359.727066040039, 'pnl_percent': -4.69416931098019}, 'A': {'shares': 67, 'price': 126.12608337402344, 'value': 8450.44758605957, 'pnl_percent': -3.892595678084687}, 'AMZN': {'shares': 59, 'price': 137.8300018310547, 'value': 8131.970108032227, 'pnl_percent': 2.1341274160362467}, 'AES': {'shares': 335, 'price': 21.028886795043945, 'value': 7044.677076339722, 'pnl_percent': -1.568950078252429}}",-2.4223037319183405
2022-08-10,98498.68783378601,64590.87443161011,4,"{'AOS': {'shares': 164, 'price': 58.39655685424805, 'value': 9577.03532409668, 'pnl_percent': -2.4814184579326715}, 'A': {'shares': 67, 'price': 129.74697875976562, 'value': 8693.047576904297, 'pnl_percent': -1.1334926635804377}, 'AMZN': {'shares': 59, 'price': 142.69000244140625, 'value': 8418.710144042969, 'pnl_percent': 5.735461777100004}, 'AES': {'shares': 335, 'price': 21.549314498901367, 'value': 7219.020357131958, 'pnl_percent': 0.867044075804424}}",-1.501312166213986
2022-08-11,98424.54856109619,58202.82740402222,5,"{'AOS': {'shares': 164, 'price': 59.0780029296875, 'value': 9688.79248046875, 'pnl_percent': -1.3434463196073665}, 'A': {'shares': 67, 'price': 129.13046264648438, 'value': 8651.740997314453, 'pnl_percent': -1.603274660967835}, 'AMZN': {'shares': 59, 'price': 140.63999938964844, 'value': 8297.759963989258, 'pnl_percent': 4.216378340185178}, 'AES': {'shares': 335, 'price': 21.478748321533203, 'value': 7195.380687713623, 'pnl_percent': 0.5367411456012938}, 'ALB': {'shares': 25, 'price': 255.52188110351562, 'value': 6388.047027587891, 'pnl_percent': 0.0}}",-1.5754514389038077
2022-08-12,99467.33969306946,58202.82740402222,5,"{'AOS': {'shares': 164, 'price': 60.45037078857422, 'value': 9913.860809326172, 'pnl_percent': 0.9483217941632205}, 'A': {'shares': 67, 'price': 130.6962890625, 'value': 8756.6513671875, 'pnl_percent': -0.41012326487093187}, 'AMZN': {'shares': 59, 'price': 143.5500030517578, 'value': 8469.450180053711, 'pnl_percent': 6.37273530788891}, 'AES': {'shares': 335, 'price': 21.9550724029541, 'value': 7354.949254989624, 'pnl_percent': 2.766297084259972}, 'ALB': {'shares': 25, 'price': 270.7840270996094, 'value': 6769.600677490234, 'pnl_percent': 5.972931136144388}}",-0.5326603069305436
2022-08-15,99647.08765983582,58202.82740402222,5,"{'AOS': {'shares': 164, 'price': 60.64912414550781, 'value': 9946.456359863281, 'pnl_percent': 1.2802274147850623}, 'A': {'shares': 67, 'price': 131.03875732421875, 'value': 8779.596740722656, 'pnl_percent': -0.14916427196521864}, 'AMZN': {'shares': 59, 'price': 143.17999267578125, 'value': 8447.619567871094, 'pnl_percent': 6.098551992332046}, 'AES': {'shares': 335, 'price': 22.210874557495117, 'value': 7440.642976760864, 'pnl_percent': 3.963644090267504}, 'ALB': {'shares': 25, 'price': 273.1977844238281, 'value': 6829.944610595703, 'pnl_percent': 6.917569346302566}}",-0.3529123401641798
2022-08-16,99592.12730026245,58202.82740402222,5,"{'AOS': {'shares': 164, 'price': 60.885746002197266, 'value': 9985.262344360352, 'pnl_percent': 1.6753710511436148}, 'A': {'shares': 67, 'price': 129.93295288085938, 'value': 8705.507843017578, 'pnl_percent': -0.9917813730112579}, 'AMZN': {'shares': 59, 'price': 144.77999877929688, 'value': 8542.019927978516, 'pnl_percent': 7.284180847239896}, 'AES': {'shares': 335, 'price': 22.105026245117188, 'value': 7405.183792114258, 'pnl_percent': 3.4681941588778686}, 'ALB': {'shares': 25, 'price': 270.05303955078125, 'value': 6751.325988769531, 'pnl_percent': 5.68685483392275}}",-0.4078726997375437
2022-08-17,99948.1197719574,58202.82740402222,5,"{'AOS': {'shares': 164, 'price': 60.77216720581055, 'value': 9966.63542175293, 'pnl_percent': 1.485701596067135}, 'A': {'shares': 67, 'price': 139.24951171875, 'value': 9329.71728515625, 'pnl_percent': 6.107386881241217}, 'AMZN': {'shares': 59, 'price': 142.10000610351562, 'value': 8383.900360107422, 'pnl_percent': 5.2982655183132055}, 'AES': {'shares': 335, 'price': 22.0609188079834, 'value': 7390.4078006744385, 'pnl_percent': 3.261738087819488}, 'ALB': {'shares': 25, 'price': 266.9852600097656, 'value': 6674.631500244141, 'pnl_percent': 4.486261159609262}}",-0.05188022804260006
2022-08-18,100136.17288017273,58202.82740402222,5,"{'AOS': {'shares': 164, 'price': 60.67752456665039, 'value': 9951.114028930664, 'pnl_percent': 1.3276543340113856}, 'A': {'shares': 67, 'price': 136.97906494140625, 'value': 9177.597351074219, 'pnl_percent': 4.377318519612339}, 'AMZN': {'shares': 59, 'price': 142.3000030517578, 'value': 8395.700180053711, 'pnl_percent': 5.446466298427999}, 'AES': {'shares': 335, 'price': 22.951826095581055, 'value': 7688.861742019653, 'pnl_percent': 7.43185610480559}, 'ALB': {'shares': 25, 'price': 268.8028869628906, 'value': 6720.072174072266, 'pnl_percent': 5.19760022195308}}",0.13617288017273577
2022-08-19,99154.04851722717,58202.82740402222,5,"{'AOS': {'shares': 164, 'price': 59.27676010131836, 'value': 9721.388656616211, 'pnl_percent': -1.0115343286807188}, 'A': {'shares': 67, 'price': 134.67929077148438, 'value': 9023.512481689453, 'pnl_percent': 2.624902840911414}, 'AMZN': {'shares': 59, 'price': 138.22999572753906, 'value': 8155.569747924805, 'pnl_percent': 2.4305289762658333}, 'AES': {'shares': 335, 'price': 22.56370735168457, 'value': 7558.841962814331, 'pnl_percent': 5.615167669113186}, 'ALB': {'shares': 25, 'price': 259.67633056640625, 'value': 6491.908264160156, 'pnl_percent': 1.625868377670403}}",-0.8459514827728221
2022-08-22,98365.4828414917,75576.20196151733,3,"{'A': {'shares': 67, 'price': 131.07794189453125, 'value': 8782.222106933594, 'pnl_percent': -0.1193058379168388}, 'AES': {'shares': 335, 'price': 22.025638580322266, 'value': 7378.588924407959, 'pnl_percent': 3.09660001446308}, 'ALB': {'shares': 25, 'price': 265.1387939453125, 'value': 6628.4698486328125, 'pnl_percent': 3.7636357404166487}}",-1.6345171585082974
2022-08-23,98361.11006164551,84273.1855430603,2,"{'AES': {'shares': 335, 'price': 21.884502410888672, 'value': 7331.308307647705, 'pnl_percent': 2.435976298396647}, 'ALB': {'shares': 25, 'price': 270.2646484375, 'value': 6756.6162109375, 'pnl_percent': 5.769669223753038}}",-1.638889938354493
2022-08-24,98750.37955665588,84273.1855430603,2,"{'AES': {'shares': 335, 'price': 22.554887771606445, 'value': 7555.887403488159, 'pnl_percent': 5.573885382731603}, 'ALB': {'shares': 25, 'price': 276.8522644042969, 'value': 6921.306610107422, 'pnl_percent': 8.347771708889384}}",-1.2496204433441127
2022-08-25,99144.7591342926,84273.1855430603,2,"{'AES': {'shares': 335, 'price': 23.17234992980957, 'value': 7762.737226486206, 'pnl_percent': 8.464073965286811}, 'ALB': {'shares': 25, 'price': 284.35345458984375, 'value': 7108.836364746094, 'pnl_percent': 11.2834068698203}}",-0.8552408657073962
2022-08-26,98774.84164619446,84273.1855430603,2,"{'AES': {'shares': 335, 'price': 22.607812881469727, 'value': 7573.617315292358, 'pnl_percent': 5.821614812341469}, 'ALB': {'shares': 25, 'price': 277.1215515136719, 'value': 6928.038787841797, 'pnl_percent': 8.453158812417282}}",-1.2251583538055444
2022-08-29,98653.82085227966,84273.1855430603,2,"{'AES': {'shares': 335, 'price': 22.475500106811523, 'value': 7529.29253578186, 'pnl_percent': 5.202291238316814}, 'ALB': {'shares': 25, 'price': 274.0537109375, 'value': 6851.3427734375, 'pnl_percent': 7.252541251634281}}",-1.3461791477203389
2022-08-30,98348.68532562256,84273.1855430603,2,"{'AES': {'shares': 335, 'price': 22.44021987915039, 'value': 7517.473659515381, 'pnl_percent': 5.037153164960406}, 'ALB': {'shares': 25, 'price': 262.321044921875, 'value': 6558.026123046875, 'pnl_percent': 2.660892988497121}}",-1.6513146743774465
2022-08-31,98235.99657440186,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 22.449039459228516, 'value': 7520.428218841553, 'pnl_percent': 5.078435451341989}}",-1.7640034255981485
2022-09-01,98354.19619941711,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 22.8018741607666, 'value': 7638.6278438568115, 'pnl_percent': 6.7299679580177685}}",-1.64580380058289
2022-09-02,98442.84575843811,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 23.066499710083008, 'value': 7727.277402877808, 'pnl_percent': 7.9686151060670785}}",-1.5571542415618866
2022-09-06,98413.29505348206,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 22.978288650512695, 'value': 7697.726697921753, 'pnl_percent': 7.555720819610512}}",-1.5867049465179472
2022-09-07,98747.20881843567,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 23.975046157836914, 'value': 8031.640462875366, 'pnl_percent': 12.221297695816325}}",-1.2527911815643278
2022-09-08,98803.35247421265,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 24.14263916015625, 'value': 8087.784118652344, 'pnl_percent': 13.005759343197386}}",-1.1966475257873532
2022-09-09,98821.08238601685,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 24.19556427001953, 'value': 8105.514030456543, 'pnl_percent': 13.253488772807254}}",-1.1789176139831548
2022-09-12,98868.36364173889,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 24.336702346801758, 'value': 8152.795286178589, 'pnl_percent': 13.914121416703784}}",-1.1316363582611122
2022-09-13,98643.78390693665,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 23.66631507873535, 'value': 7928.215551376343, 'pnl_percent': 10.77620340453873}}",-1.356216093063356
2022-09-14,98702.88276100159,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 23.842729568481445, 'value': 7987.314405441284, 'pnl_percent': 11.601956266131474}}",-1.2971172389984131
2022-09-15,98602.41432571411,90715.5683555603,1,"{'AES': {'shares': 335, 'price': 23.542823791503906, 'value': 7886.845970153809, 'pnl_percent': 10.198171044725758}}",-1.3975856742858839
2022-09-16,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-19,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-20,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-21,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-22,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-23,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-26,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-27,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-28,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-29,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-09-30,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-03,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-04,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-05,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-06,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-07,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-10,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-11,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-12,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-13,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-14,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
2022-10-17,98374.88130950928,98374.88130950928,0,{},-1.6251186904907233
