datetime,portfolio_value,cash,positions,return
2020-01-02 08:30:00-05:00,100000.0,100000.0,[],
2020-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-01-03 09:30:00-05:00,99985.37002563477,99485.5,"[{'asset': ALB, 'quantity': 7.0}]",-0.0001462997436523228
2020-01-04 09:30:00-05:00,99985.37002563477,98517.05993652344,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}]",0.0
2020-01-05 09:30:00-05:00,99985.37002563477,98517.05993652344,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}]",0.0
2020-01-06 09:30:00-05:00,99982.57740020752,98517.05993652344,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}]",-2.79303404741027e-05
2020-01-07 09:30:00-05:00,100009.15702056885,97714.57995605469,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 8.0}]",0.00026584252029171473
2020-01-08 09:30:00-05:00,99978.88359832764,95335.93985748291,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 8.0}, {'asset': GOOGL, 'quantity': 17.0}, {'asset': GOOG, 'quantity': 17.0}]",-0.00030270650351527095
2020-01-09 09:30:00-05:00,100056.79326629639,94523.61985015869,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 17.0}, {'asset': GOOG, 'quantity': 17.0}]",0.0007792612316193104
2020-01-10 09:30:00-05:00,100088.20243835449,93316.13529205322,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 17.0}, {'asset': GOOG, 'quantity': 34.0}]",0.0003139134388858711
2020-01-11 09:30:00-05:00,100088.20243835449,91030.51126861572,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 33.0}, {'asset': GOOG, 'quantity': 50.0}]",0.0
2020-01-12 09:30:00-05:00,100088.20243835449,91030.51126861572,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 33.0}, {'asset': GOOG, 'quantity': 50.0}]",0.0
2020-01-13 09:30:00-05:00,100089.54402160645,91030.51126861572,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 33.0}, {'asset': GOOG, 'quantity': 50.0}]",1.3404009856055055e-05
2020-01-14 09:30:00-05:00,100138.70212554932,88733.40726470947,"[{'asset': ALB, 'quantity': 7.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 49.0}, {'asset': GOOG, 'quantity': 66.0}]",0.0004911412518000535
2020-01-15 09:30:00-05:00,100118.83307647705,87124.08725738525,"[{'asset': ALB, 'quantity': 13.0}, {'asset': MMM, 'quantity': 2.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 65.0}, {'asset': GOOG, 'quantity': 66.0}]",-0.0001984152845055931
2020-01-16 09:30:00-05:00,100243.01612854004,86195.62035369873,"[{'asset': ALB, 'quantity': 19.0}, {'asset': MMM, 'quantity': 5.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 65.0}, {'asset': GOOG, 'quantity': 66.0}]",0.0012403565667622463
2020-01-17 09:30:00-05:00,100385.82740020752,85713.46035003662,"[{'asset': ALB, 'quantity': 25.0}, {'asset': MMM, 'quantity': 5.0}, {'asset': AMD, 'quantity': 14.0}, {'asset': AME, 'quantity': 16.0}, {'asset': GOOGL, 'quantity': 65.0}, {'asset': GOOG, 'quantity': 66.0}]",0.0014246505859756287
