market,currency,initial_capital,total_trades,symbols_traded,conviction_distribution,avg_trend_strength_by_conviction,benchmark
SP500,USD,100000,27091,94,"{1: {'count': 13897, 'percentage': 51.297478867520574, 'avg_position_size': 20.0}, 2: {'count': 10772, 'percentage': 39.76228267690377, 'avg_position_size': 25.0}, 3: {'count': 2038, 'percentage': 7.522793547672658, 'avg_position_size': 30.0}, 4: {'count': 384, 'percentage': 1.4174449079029936, 'avg_position_size': 35.0}, 5: {'count': 0, 'percentage': 0.0, 'avg_position_size': 40.0}}","{1: 83.45722098294596, 2: 95.60388043074639, 3: 96.15799803729146, 4: 97.890625, 5: 0}",SPY
