market,currency,initial_capital,total_trades,symbols_traded,conviction_distribution,avg_trend_strength_by_conviction,benchmark
ASX300,AUD,100000,18573,46,"{1: {'count': 8119, 'percentage': 43.713993431325044, 'avg_position_size': 20.0}, 2: {'count': 7392, 'percentage': 39.7997092553707, 'avg_position_size': 25.0}, 3: {'count': 2155, 'percentage': 11.602864373014592, 'avg_position_size': 30.0}, 4: {'count': 907, 'percentage': 4.8834329402896675, 'avg_position_size': 35.0}, 5: {'count': 0, 'percentage': 0.0, 'avg_position_size': 40.0}}","{1: 80.7919694543663, 2: 92.55411255411255, 3: 92.38515081206496, 4: 98.20286659316427, 5: 0}",VAS.AX
