market,currency,initial_capital,total_trades,symbols_traded,conviction_distribution,avg_trend_strength_by_conviction,benchmark
ASX300,AUD,100000,19920,50,"{1: {'count': 8594, 'percentage': 43.1425702811245, 'avg_position_size': 20.0}, 2: {'count': 7964, 'percentage': 39.97991967871486, 'avg_position_size': 25.0}, 3: {'count': 2348, 'percentage': 11.78714859437751, 'avg_position_size': 30.0}, 4: {'count': 1014, 'percentage': 5.090361445783133, 'avg_position_size': 35.0}, 5: {'count': 0, 'percentage': 0.0, 'avg_position_size': 40.0}}","{1: 80.60565510821503, 2: 92.82772476142642, 3: 92.71294718909711, 4: 98.24457593688363, 5: 0}",VAS.AX
