market,currency,initial_capital,final_portfolio_value,total_return_dollars,total_return_percent,benchmark_return_percent,alpha_vs_benchmark,total_trades,symbols_traded,conviction_distribution,avg_trend_strength_by_conviction,benchmark,win_rate,avg_win_percent,avg_loss_percent,profit_factor,max_drawdown_percent
ASX300,AUD,100000,8279817.512896601,8179817.512896601,8179.8175128966,46.07921424380501,8133.7382986527955,19608,50,"{1: {'count': 8613, 'percentage': 43.92594859241126, 'avg_position_size': 20.0}, 2: {'count': 7740, 'percentage': 39.473684210526315, 'avg_position_size': 25.0}, 3: {'count': 2293, 'percentage': 11.69420644634843, 'avg_position_size': 30.0}, 4: {'count': 962, 'percentage': 4.906160750713994, 'avg_position_size': 35.0}, 5: {'count': 0, 'percentage': 0.0, 'avg_position_size': 40.0}}","{1: 80.61650992685476, 2: 92.54198966408269, 3: 92.54688181421719, 4: 97.95218295218295, 5: 0}",VAS.AX,46.75556918046189,10.614021733745709,-6.080336254501794,1.5404354629886947,43.03037160635856
