market,currency,initial_capital,total_trades,symbols_traded,conviction_distribution,avg_trend_strength_by_conviction,benchmark
SP500,USD,100000,25249,88,"{1: {'count': 12811, 'percentage': 50.7386431145788, 'avg_position_size': 20.0}, 2: {'count': 10183, 'percentage': 40.33031011129153, 'avg_position_size': 25.0}, 3: {'count': 1877, 'percentage': 7.433957780506159, 'avg_position_size': 30.0}, 4: {'count': 378, 'percentage': 1.49708899362351, 'avg_position_size': 35.0}, 5: {'count': 0, 'percentage': 0.0, 'avg_position_size': 40.0}}","{1: 83.38107876044025, 2: 95.47579298831386, 3: 96.15610015982952, 4: 97.67195767195767, 5: 0}",SPY
