market,currency,initial_capital,final_portfolio_value,total_return_dollars,total_return_percent,benchmark_return_percent,alpha_vs_benchmark,total_trades,symbols_traded,conviction_distribution,avg_trend_strength_by_conviction,benchmark,win_rate,avg_win_percent,avg_loss_percent,profit_factor,max_drawdown_percent
SP500,USD,100000,14740113.048416719,14640113.048416719,14640.113048416719,72.35301267279677,14567.760035743922,26653,94,"{1: {'count': 13625, 'percentage': 51.11994897384909, 'avg_position_size': 20.0}, 2: {'count': 10619, 'percentage': 39.84166885528834, 'avg_position_size': 25.0}, 3: {'count': 1993, 'percentage': 7.477582260908716, 'avg_position_size': 30.0}, 4: {'count': 416, 'percentage': 1.5607999099538514, 'avg_position_size': 35.0}, 5: {'count': 0, 'percentage': 0.0, 'avg_position_size': 40.0}}","{1: 83.37981651376147, 2: 95.38704209435917, 3: 95.85047666833918, 4: 97.64423076923077, 5: 0}",SPY,47.98435619735258,11.577676228512807,-6.035497718882724,1.760622133264041,66.56276440701642
