market,currency,initial_capital,final_portfolio_value,total_return_dollars,total_return_percent,benchmark_return_percent,alpha_vs_benchmark,total_trades,symbols_traded,conviction_distribution,avg_trend_strength_by_conviction,benchmark,win_rate,avg_win_percent,avg_loss_percent,profit_factor,max_drawdown_percent
ASX300,AUD,100000,9460220.547615906,9360220.547615906,9360.220547615905,46.079201828869046,9314.141345787037,18853,48,"{1: {'count': 8228, 'percentage': 43.6429215509468, 'avg_position_size': 20.0}, 2: {'count': 7488, 'percentage': 39.71781679308333, 'avg_position_size': 25.0}, 3: {'count': 2198, 'percentage': 11.658621969978253, 'avg_position_size': 30.0}, 4: {'count': 939, 'percentage': 4.98063968599162, 'avg_position_size': 35.0}, 5: {'count': 0, 'percentage': 0.0, 'avg_position_size': 40.0}}","{1: 80.8082158483228, 2: 92.8525641025641, 3: 92.63648771610555, 4: 98.32800851970181, 5: 0}",VAS.AX,48.272930173238386,10.717267568991536,-6.034603405957866,1.6664181715969402,43.03037764590527
