market,currency,initial_capital,final_portfolio_value,total_return_dollars,total_return_percent,benchmark_return_percent,alpha_vs_benchmark,total_trades,symbols_traded,conviction_distribution,avg_trend_strength_by_conviction,benchmark,win_rate,avg_win_percent,avg_loss_percent,profit_factor,max_drawdown_percent
SP500,USD,100000,16323485.866704086,16223485.866704086,16223.485866704086,65.7889599487744,16157.696906755311,25722,90,"{1: {'count': 13176, 'percentage': 51.224632610216936, 'avg_position_size': 20.0}, 2: {'count': 10261, 'percentage': 39.891921312495136, 'avg_position_size': 25.0}, 3: {'count': 1897, 'percentage': 7.37500971930643, 'avg_position_size': 30.0}, 4: {'count': 388, 'percentage': 1.5084363579814943, 'avg_position_size': 35.0}, 5: {'count': 0, 'percentage': 0.0, 'avg_position_size': 40.0}}","{1: 83.19975713418336, 2: 95.42588441672352, 3: 95.9409594095941, 4: 97.70618556701031, 5: 0}",SPY,48.43360349127182,12.123061499748307,-6.03440108361562,1.8830371307323144,55.966832289647705
