scan_date,data_date,symbol,ib_action,conviction_level,position_size_pct,current_price,stop_loss_price,profit_target_price,daily_change_pct,week_gain_pct,month_gain_pct,atr,atr_percentage,volume,avg_volume_20d,conviction_reason,fundamental_score,fundamental_grade,market_cap,pe_ratio,forward_pe,peg_ratio,roe,roa,profit_margin,gross_margin,operating_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,revenue_quarterly_growth,current_ratio,quick_ratio,debt_to_equity,total_debt_to_equity,free_cashflow,operating_cashflow,book_value,price_to_book,enterprise_to_revenue,enterprise_to_ebitda,target_mean_price,target_high_price,target_low_price,recommendation_mean,number_of_analyst_opinions,trend_strength,breakout_power,volume_surge,momentum_points,total_conviction_score
2025-08-23,253,ZIP.AX,BUY,5,40,3.75,3.4875000000000003,5.625,20.192312100935418,15.740740400064901,25.4180598006422,0.18928568703787668,5.047618321010045,57595740,16878620.95,"MAX conviction: 100, trend: 100, vol: 3.9x, daily: 20.2%",25,D,4840612352,62.5,37.5,0,-7.806,6.552,-4.8720002,100.0,35.952,19.7,-74.3,-68.5,0,2.6,2.324,3.29951,0,174504496,254196992,0.544,6.893382,6.534,15.444,3.5075,4.5,2.1,1.625,8,100,25,3.927905303692468,25,100
2025-08-23,253,EHL.AX,BUY,5,40,1.0499999523162842,0.9764999556541444,1.5749999284744263,9.374997477667968,12.903219810840504,19.318177046115714,0.040000000170298984,3.8095239987449125,3523223,750568.6,"MAX conviction: 100, trend: 100, vol: 6.0x, daily: 9.4%",58,C,544293760,7.4999995,6.9999995,0,11.115,6.973999999999999,9.568,58.055,18.759,2.5,22.1,25.0,0,2.103,1.77,0.44953000000000004,0,60421368,253780000,1.389,0.7559395,0.936,2.689,1.22667,1.4,1.05,1.33333,3,100,25,6.032804013829538,25,100
2025-08-23,253,SRG.AX,BUY,5,40,1.934999942779541,1.7995499467849732,2.9024999141693115,5.163038460738578,20.560742665694963,17.629177216749305,0.0658928496497018,3.4053153280743595,3265331,1605762.0,"MAX conviction: 100, trend: 100, vol: 2.2x, daily: 5.2%",68,B,1008775488,24.1875,21.499998,0,13.614999999999998,6.2319998000000005,3.585,56.538999999999994,6.1680003999999995,25.900000000000002,26.5,48.9,0,1.07,0.988,0.32608,0,122621872,94850000,0.65,2.976923,0.894,10.991,2.01,2.1,1.95,1.0,5,100,25,2.2151693735745956,25,100
2025-08-23,249,BIO,BUY,5,40,303.82000732421875,282.55260681152345,455.7300109863281,6.592291557167385,6.357209069978786,18.18570765473957,8.470716203962054,2.7880705680197706,783300,325475.0,"MAX conviction: 95, trend: 90, vol: 2.6x, daily: 6.6%",45,C,7988552192,27.395853,26.078972,0,4.5900002,1.592,12.497,52.959996,12.185001,2.1,0.0,0.0,0,5.121,3.374,0.1973,0,223395504,534200000,263.419,1.1533716,3.232,20.119,326.5,409.0,265.0,0.0,6,90,25,2.6226269796096027,25,95
2025-08-23,186,CCL.AX,BUY,5,40,3.6700000762939453,3.4131000709533694,5.505000114440918,24.406780236344726,22.333335876464844,18.770232305348,0.1624999557222639,4.427791617006185,2387420,370361.6,"MAX conviction: 95, trend: 90, vol: 9.1x, daily: 24.4%",31,D,703032576,20.38889,14.72122,0,0.0,0.0,6.059,79.690003,29.431,9.1,-12.8,-10.9,0,0.856,0.832,0.41063000000000005,0,0,110800000,1.875,1.9573333,-3.212,-10.552,3.625,3.75,3.5,1.0,2,90,25,9.095881037510003,25,95
2025-08-23,253,LGP.AX,BUY,5,40,0.125,0.11625,0.1875,11.11111405455043,13.636364252114097,13.636364252114097,0.006785715797117778,5.428572637694223,1078158,188707.55,"MAX conviction: 95, trend: 90, vol: 7.9x, daily: 11.1%",55,C,38105376,12.5,41.666668,0,4.0969999999999995,-2.408,9.0179995,67.714,-5.391,48.6,0.0,0.0,0,2.599,0.726,0.05492,0,1652750,-917000,0.28,0.44642857,1.091,-152.314,0.18,0.18,0.18,0.0,1,90,25,7.902289825680365,25,95
2025-08-23,253,RSG.AX,BUY,5,40,0.7400000095367432,0.6882000088691712,1.1100000143051147,2.068963476083585,2.7777750183035854,10.447759866236495,0.02928572041647775,3.9575297350078786,12003085,6541008.2,"MAX conviction: 90, trend: 100, vol: 1.9x, daily: 2.1%",35,D,1575977984,74.0,5.285714,0,-5.0679997,2.0650001000000002,-3.533,46.392,-7.388999999999999,52.400000000000006,0.0,0.0,0,1.027,0.427,0.09063,0,134041376,115006000,0.253,2.9249012,1.826,13.301,1.048,1.5,0.75,1.4,5,100,25,1.9225906080279882,25,90
2025-08-23,253,MAH.AX,BUY,5,40,0.4300000071525574,0.39990000665187836,0.6450000107288361,2.3809572804273094,16.21621665160442,48.27586880195174,0.020000000085149492,4.651162733133118,4132937,2296326.25,"MAX conviction: 90, trend: 100, vol: 1.9x, daily: 2.4%",60,B,926645760,14.333334,8.6,0,11.1540005,5.4569997,3.0460000000000003,74.310994,5.6929998,17.299999999999997,167.3,163.2,0,1.16,1.001,0.6158,0,226677632,334003008,0.325,1.323077,0.445,3.876,0.44,0.49,0.34,1.33333,3,100,25,1.8782619563216771,25,90
2025-08-23,253,TDO.AX,BUY,5,40,0.15000000596046448,0.13950000554323197,0.22500000894069672,15.384624201870857,36.36364252114102,30.43478542555027,0.00678571526493345,4.523809996862241,377869,241204.85,"MAX conviction: 85, trend: 90, vol: 1.7x, daily: 15.4%",25,D,50021100,0,0,0,-22.659001,-13.694999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0,4.071,3.953,0.00436,0,-1951267,-1351589,0.031,4.83871,0.0,-31.161,0.0,0.0,0.0,0.0,0,90,25,1.6634647808703906,25,85
2025-08-23,249,CCL,BUY,4,35,31.299999237060547,29.10899929046631,46.94999885559082,6.9354244876973725,5.174727810264446,1.8217289203382947,0.9078569412231445,2.900501480358513,27179100,17323665.0,"HIGH conviction: 80, trend: 100, vol: 1.6x, daily: 6.9%",63,B,42439041024,16.387434,18.197674,0,30.021998,5.1599998000000005,9.722,54.701,14.760000000000002,9.5,493.9,514.1,0,0.337,0.245,2.8632999999999997,0,2056000000,5432999936,7.627,4.103842,2.603,9.918,33.09091,38.0,26.0,1.71429,22,100,15,1.6355104053618597,25,80
