scan_date,symbol,conviction_level,ib_action,position_size_pct,current_price,stop_loss_price,profit_target_price,medium_term_gain_pct,gain_3m_pct,gain_6m_pct,gain_2w_pct,gain_4w_pct,current_atr_pct,recent_atr_2w_pct,recent_atr_4w_pct,atr_contraction_2w,atr_contraction_4w,best_atr_contraction,recent_range_pct,total_conviction_score,performance_points,atr_points,momentum_points,volume_points,volume,avg_volume_20d,fundamental_score,fundamental_grade,market_cap,pe_ratio,roe,conviction_reason
2025-09-13,MSFT,4,BUY,30,509.8999938964844,469.1079943847656,713.8599914550781,34.594862560354976,18.085401786348456,34.594862560354976,0.6335217666840309,-1.8132091309397524,1.438798275847873,1.3997490497699607,1.5914682712882295,0.9897620300839238,1.125326619984675,0.9897620300839238,6.675173103283494,75,15,25,20,15,23242411,21328475.55,90,A,3790173372416,37.410126,33.280998000000004,"CONSOLIDATION HIGH: 75, 3-6M: 34.6%, ATR contraction: 0.99, recent: 1.2%"
2025-09-13,STT,4,BUY,30,112.44000244140625,103.44480224609376,157.41600341796874,31.588655672534284,24.792711934429224,31.588655672534284,-2.200572977676274,1.23345885508801,1.7571278054027912,1.7381339498627393,1.78015632309952,0.9680706654829693,0.9914754363452591,0.9680706654829693,5.579750914322901,75,15,25,20,15,1068213,1739865.65,50,B,31898667008,12.633709,10.9469995,"CONSOLIDATION HIGH: 75, 3-6M: 31.6%, ATR contraction: 0.97, recent: 1.7%"
2025-09-13,MIN.AX,4,BUY,30,37.45000076293945,34.4540007019043,52.43000106811523,77.82526929073528,77.82526929073528,74.67350667015991,1.6006514997783272,0.889013579068898,4.260920718456416,4.323956352180935,4.619301915216634,1.082740207170545,1.15669620719975,1.082740207170545,12.16295913186789,73,25,13,20,15,1516922,2450778.6,10,F,7327130624,0.0,-24.741,"CONSOLIDATION HIGH: 73, 3-6M: 77.8%, ATR contraction: 1.08, recent: 1.2%"
2025-09-13,TNE.AX,4,BUY,30,38.060001373291016,35.015201263427734,53.284001922607416,39.900219514264215,19.059365237943293,39.900219514264215,-2.209652713551502,-1.729920415347952,2.8263652587247954,2.6817631518098115,2.5377234700250244,1.0659393127120242,1.0086868445731738,0.990883042068783,9.921812591092749,73,15,23,20,15,863371,878025.05,95,A,12459664384,92.82927,36.277,"CONSOLIDATION HIGH: 73, 3-6M: 39.9%, ATR contraction: 0.99, recent: 2.0%"
2025-09-13,NVDA,4,BUY,30,177.82000732421875,163.59440673828126,248.94801025390623,66.25419634983278,56.634117253559005,66.25419634983278,2.0955605613112382,-1.4519034774920003,2.8345810494195063,2.9581226790168595,2.7905461621132033,1.2991404826166397,1.2255446718040244,1.1877356265805952,12.433709024858274,71,20,16,20,15,121530793,183831944.65,100,A,4329383919616,50.660973,109.417,"CONSOLIDATION HIGH: 71, 3-6M: 66.3%, ATR contraction: 1.19, recent: 1.8%"
2025-09-13,CDNS,4,BUY,30,343.4800109863281,316.00161010742187,480.87201538085935,46.811421238504145,12.329129556391294,46.811421238504145,-1.9832725036989851,-1.8291968123837155,3.0286483000275517,2.303354294695061,2.3622902200567912,0.9842800082945283,1.0094647804494215,0.9842800082945283,11.14140789690361,71,15,21,20,15,1616743,1677372.15,75,A,93594861568,93.084015,21.839,"CONSOLIDATION HIGH: 71, 3-6M: 46.8%, ATR contraction: 0.98, recent: 1.9%"
2025-09-13,NFLX,4,BUY,30,1188.43994140625,1093.36474609375,1663.81591796875,37.125577081463426,4.460793591729395,37.125577081463426,-1.6395661985309284,-4.0768402079397585,2.3764040739604897,2.253728251985696,2.288167113964951,0.9605471361803077,0.9752251037739323,0.9605471361803077,7.1633922042456,68,15,23,15,15,3768854,2714177.7,85,A,504999051264,50.636555,43.547999999999995,"CONSOLIDATION HIGH: 68, 3-6M: 37.1%, ATR contraction: 0.96, recent: 2.9%"
2025-09-13,ETN,4,BUY,30,365.8999938964844,336.62799438476566,512.2599914550781,32.64774719308405,23.097373816272793,32.64774719308405,4.800360469974518,4.236103799930979,2.0946392375516654,1.938566063659028,2.0526282770704225,0.8613781072718044,0.9120602559699469,0.8613781072718044,8.371158721626015,68,15,23,15,15,3104725,1992291.25,65,B,142444871680,36.810867,20.732999999999997,"CONSOLIDATION HIGH: 68, 3-6M: 32.6%, ATR contraction: 0.86, recent: 4.5%"
2025-09-13,LYC.AX,4,BUY,30,14.40999984741211,13.257199859619142,20.173999786376953,105.56347185327617,87.14285979686736,105.56347185327617,0.769228358112306,-2.4373771103191277,3.5094681036733903,3.9243582718176984,3.9317938257647316,1.6442081817539413,1.6473234933001326,1.4865094620422168,13.80597338906966,68,30,8,20,10,4358605,6403774.6,50,B,14305138688,1441.0,0.348,"CONSOLIDATION HIGH: 68, 3-6M: 105.6%, ATR contraction: 1.49, recent: 1.6%"
2025-09-13,ANET,4,BUY,30,139.38999938964844,128.23879943847658,195.1459991455078,79.718932152292,53.563957854675024,79.718932152292,2.079821511841451,1.522211428577136,3.8185271096965305,3.1985187966723068,3.5444590959971642,1.232006353749146,1.3652557338151685,1.232006353749146,22.52704583843983,66,25,6,20,15,16529093,8744849.65,100,A,175195111424,54.44922,33.638,"CONSOLIDATION HIGH: 66, 3-6M: 79.7%, ATR contraction: 1.23, recent: 1.8%"
