symbol,source,price,avg_volume,ddv,spread_pct,turnover_pct,float_shares,market_cap,liquidity_score,liquidity_tier,max_position_rec,position_200k_pct_adv,position_400k_pct_adv,position_800k_pct_adv,days_to_liquidate_400k,ddv_score,spread_score,turnover_score,float_score,market_cap_score,exchange,currency
FHN,IJH,23.9,9704335.0,231933606.5,0.0417536534446681,1.9708471083932917,461511148,12135168000,100.88338843357317,TIER 1 - EXCELLENT,$800K (full size),0.08623157420699186,0.17246314841398372,0.34492629682796744,0.0017246314841398373,100.0,100.0,79.41694216786584,100.0,100.0,NYQ,USD
DAY,IVV,69.16,3073855.0,212587811.79999998,0.057828538383701396,1.920739657370996,139771336,11068018688,100.68295862948398,TIER 1 - EXCELLENT,$800K (full size),0.09407877070024953,0.18815754140049906,0.3763150828009981,0.0018815754140049906,100.0,100.0,78.41479314741991,100.0,100.0,NYQ,USD
SEE,IJR,41.43,3051093.3333333335,126406796.80000001,-0.24160425223484278,2.0738169615647037,146130136,6095369216,100.5143416894588,TIER 1 - EXCELLENT,$800K (full size),0.1582193403068655,0.316438680613731,0.632877361227462,0.00316438680613731,100.0,100.0,81.47633923129408,100.0,92.190738432,NYQ,USD
WBD,IVV,28.82,46179180.0,1330883967.6,0.07072135785006921,1.8632667210740257,2344015207,71427448832,100.4530668842961,TIER 1 - EXCELLENT,$800K (full size),0.01502760607753526,0.03005521215507052,0.06011042431014104,0.0003005521215507052,100.0,100.0,77.26533442148052,100.0,100.0,NMS,USD
CADE,IJH,42.84,3534658.3333333335,151424763.00000003,0.02330459100442324,1.8972223425731503,183950232,7981392384,100.1851678470926,TIER 1 - EXCELLENT,$800K (full size),0.1320787934797692,0.2641575869595384,0.5283151739190768,0.002641575869595384,100.0,100.0,77.944446851463,100.0,95.962784768,NYQ,USD
CCL,IVV,30.54,20958275.0,640065718.5,0.032658393207059315,1.7959104541559554,1214151040,40068481024,100.18364181662382,TIER 1 - EXCELLENT,$800K (full size),0.031246791418340896,0.06249358283668179,0.12498716567336358,0.0006249358283668179,100.0,100.0,75.91820908311911,100.0,100.0,NYQ,USD
CNC,IVV,41.15,8499673.333333334,349761557.6666667,-0.16949152542372953,1.7292700029975165,489114477,20225968128,99.91708001199007,TIER 1 - EXCELLENT,$800K (full size),0.05718181304264605,0.1143636260852921,0.2287272521705842,0.001143636260852921,100.0,100.0,74.58540005995033,100.0,100.0,NYQ,USD
KEY,IVV,20.64,18072291.666666668,373012100.00000006,0.048355899419719586,1.664255521155173,1088668132,22557859840,99.65702208462069,TIER 1 - EXCELLENT,$800K (full size),0.05361756361254768,0.10723512722509536,0.21447025445019072,0.0010723512722509536,100.0,100.0,73.28511042310346,100.0,100.0,NYQ,USD
MGM,IVV,36.49,4550916.666666667,166062949.1666667,0.027427317608332447,1.6639157259575557,204268285,9980250112,99.65171292623022,TIER 1 - EXCELLENT,$800K (full size),0.12043625685538854,0.2408725137107771,0.4817450274215542,0.002408725137107771,100.0,100.0,73.27831451915111,100.0,99.960500224,NYQ,USD
CMG,IVV,37.0,21957810.0,812438970.0,-0.08092797410305136,1.6606046534843655,1313061722,49612742656,99.64241861393747,TIER 1 - EXCELLENT,$800K (full size),0.024617233710490277,0.04923446742098055,0.0984689348419611,0.0004923446742098055,100.0,100.0,73.21209306968731,100.0,100.0,NYQ,USD
LYB,IVV,43.3,5259736.666666667,227746597.66666666,-0.02308935580696839,1.6341032814010024,255734507,13937098752,99.53641312560401,TIER 1 - EXCELLENT,$800K (full size),0.08781689915417441,0.17563379830834883,0.35126759661669765,0.0017563379830834883,100.0,100.0,72.68206562802004,100.0,100.0,NYQ,USD
LRN,IJR,64.93,1890010.0,122718349.30000001,-0.09239297813366534,4.309323226192192,41937008,2847819008,99.494395712,TIER 1 - EXCELLENT,$800K (full size),0.16297481276502143,0.32594962553004286,0.6518992510600857,0.0032594962553004285,100.0,100.0,100.0,73.5496064,84.61954752,NYQ,USD
DG,IVV,132.77,3442233.3333333335,457025319.66666675,-0.34680337756333535,1.5638065549288291,218793755,29225183232,99.25522621971533,TIER 1 - EXCELLENT,$800K (full size),0.0437612515967104,0.0875225031934208,0.1750450063868416,0.000875225031934208,100.0,100.0,71.27613109857658,100.0,100.0,NYQ,USD
FMC,IJR,13.87,5222466.666666667,72435612.66666667,0.0717875089734371,4.180646706398794,123906965,1732641280,99.16335383388889,TIER 2 - GOOD,$600K-$800K,0.2761072801583906,0.5522145603167812,1.1044291206335624,0.005522145603167812,88.51483861111112,100.0,100.0,100.0,81.8316032,NYQ,USD
FFIV,IVV,255.26,1242161.6666666667,317074187.03333336,-0.1629865342077752,2.1383541413559173,57479092,14827955200,99.00216208542368,TIER 1 - EXCELLENT,$800K (full size),0.06307672089969733,0.12615344179939467,0.25230688359878933,0.0012615344179939467,100.0,100.0,82.76708282711834,82.9916368,100.0,NMS,USD
SJM,IVV,97.81,1580863.3333333333,154624242.63333333,0.03061536891519659,1.4816751534815278,104443077,10435772416,98.92670061392612,TIER 1 - EXCELLENT,$800K (full size),0.12934582352281462,0.25869164704562925,0.5173832940912585,0.0025869164704562923,100.0,100.0,69.63350306963056,100.0,100.0,NYQ,USD
AVTR,IJH,11.46,10763498.333333334,123349690.90000002,0.0,1.5786541157404337,663712674,7813598208,98.87733610456173,TIER 1 - EXCELLENT,$800K (full size),0.16214065762202892,0.32428131524405784,0.6485626304881157,0.0032428131524405786,100.0,100.0,71.57308231480867,100.0,95.627196416,NYQ,USD
NKE,IVV,63.71,17164640.0,1093559214.4,-0.06271558482282713,1.4432391794093409,1172651700,94176206848,98.77295671763736,TIER 1 - EXCELLENT,$800K (full size),0.018288904465930855,0.03657780893186171,0.07315561786372342,0.0003657780893186171,100.0,100.0,68.86478358818681,100.0,100.0,NYQ,USD
