Symbol
CIEN
COHR
LITE
FLEX
TWLO
UTHR
PSTG
CASY
CW
ILMN
RBA
SGI
FTI
RGLD
WWD
BURL
THC
TLN
GWRE
USFD
TRU
NVT
FN
XPO
JLL
BWXT
CRS
ATI
NLY
EWBC
CG
PINS
RS
ITT
OKTA
SATS
XTSLA
APG
WPC
RBC
PFGC
FNF
AA
NTNX
NBIX
DOCU
GGG
EQH
MTZ
CSL
RPM
RGA
LECO
DT
EVR
OHI
TOL
DKS
ENTG
RNR
HL
SF
MLI
NXT
ACM
KTOS
ALLY
GLPI
MEDP
PEN
DTM
WCC
UNM
WSO
CLH
CACI
BJ
BLD
CCK
ELS
EXEL
FHN
SNX
BMRN
ELAN
NYT
MTSI
CMA
AYI
TXRH
LAMR
SCI
WTRG
MKSI
EHC
MANH
ORI
WMS
AMH
DCI
FIVE
JAZZ
JEF
BAH
AR
WBS
LSCC
RMBS
ENSG
SPXC
AAL
CNM
OVV
DY
PR
AIT
ARMK
BWA
GMED
EGP
HLI
SSB
AFG
FYBR
STRL
ROIV
WTFC
RRX
OC
REXR
CR
GTLS
PLNT
FLS
TTEK
SAIA
RGEN
COKE
KNSL
WAL
OGE
ZION
RRC
KNX
COLB
GME
ALV
ADC
UMBF
PRI
CUBE
CNH
CART
CFR
AMG
LAD
UGI
BRX
CRBG
ATR
VMI
CADE
OSK
HALO
HQY
ONB
ONTO
AVTR
SFM
R
TTC
AVAV
CMC
SEIC
FR
WTS
CLF
NNN
CHDN
G
PNFP
CYTK
CHWY
CELH
NFG
DINO
DUOL
VOYA
SNV
INGR
AXTA
MIDD
STAG
HIMS
MUSA
IDA
H
SSD
CBSH
MP
ACI
ORA
EXLS
EXP
PCTY
OLLI
WING
PB
MTG
FND
VNOM
THG
STWD
FLR
AGCO
ESAB
LFUS
ESNT
FAF
FCFS
MAT
FNB
GATX
CRUS
DOCS
FBIN
CHE
CGNX
KD
GXO
ULS
LEA
KEX
HR
ANF
VFC
RYAN
MASI
MSA
HXL
AM
M
RLI
JHG
GAP
ALK
NXST
ARW
CAVA
BSY
WH
TMHC
DAR
TXNM
NOV
AN
GBCI
WFRD
VLY
PEGA
CVLT
HLNE
BIO
SLM
HRB
VNT
APPF
THO
ENS
NEU
TKR
VNO
UBSI
POR
HWC
UFPI
AAON
CHRD
BRKR
OLED
BKH
FCN
LPX
KRG
WEX
MORN
SWX
KBR
GNTX
HOMB
SIGI
OPCH
CNX
MTDR
LSTR
BYD
OZK
MMS
BCO
BILL
SR
BC
QLYS
DBX
ST
MTN
POST
SBRA
SAIC
NJR
OGS
BDC
LOPE
AMKR
TNL
ELF
CROX
GPK
LNTH
WMG
CUZ
SLAB
FOUR
NOVT
SON
IRT
MUR
ASB
TCBI
BBWI
KRC
CNO
KNF
WHR
DLB
AVT
NWE
FFIN
MSM
FHI
EPR
TREX
HAE
FLG
VVV
GHC
BHF
KBH
SHC
IBOC
NVST
SLGN
CBT
TEX
EXPO
YETI
PII
LIVN
BRBR
ALGM
MZTI
PSN
VAL
PVH
RYN
CDP
PAG
EEFT
CPRI
SYNA
AVNT
PCH
RH
GTM
HGV
ASH
VC
SMG
GT
WLK
HOG
OLN
KMPR
CXT
BLKB
FLO
XRAY
CAR
PK
PBF
ASGN
CIVI
NSA
CHH
IPGP
CNXC
GEF
PPC
SAM
COLM
COTY
FG
SGAFT
JPMSW
FAH6
GSISW
HSBBK
