Trade ID,Ticker,Direction,Status,Entry Date,Entry Price,Exit Date,Exit Price,Duration (Days),Position Size,Fees,Profit/Loss (PNL),Return (%)
0,MMM,Long,Closed,2021-03-15 04:00:00,134.0420,2021-05-12 04:00:00,140.6846,58,7.2519,1.9923,46.1798,4.7507
1,MMM,Long,Closed,2021-05-27 04:00:00,144.8340,2021-06-11 04:00:00,144.5277,15,4.0821,1.1812,-2.4319,-0.4113
2,MMM,Long,Closed,2022-05-04 04:00:00,112.7278,2022-05-11 04:00:00,107.0121,7,33.5120,7.3639,-198.9081,-5.2653
3,MMM,Long,Closed,2022-08-04 04:00:00,109.3561,2022-08-26 04:00:00,96.3217,22,3.4373,0.7070,-45.5104,-12.1073
4,MMM,Long,Closed,2022-11-10 05:00:00,96.3291,2022-11-29 05:00:00,95.1782,19,6.3509,1.2162,-8.5257,-1.3936
5,MMM,Long,Closed,2022-12-13 05:00:00,96.0535,2022-12-19 05:00:00,92.1598,6,1.0853,0.2043,-4.4302,-4.2497
6,MMM,Long,Closed,2023-01-17 05:00:00,95.5329,2023-01-23 05:00:00,92.5295,6,0.7256,0.1365,-2.3157,-3.3406
7,MMM,Long,Closed,2023-04-24 04:00:00,80.3284,2023-04-26 04:00:00,78.6921,2,5.5853,0.8882,-10.0270,-2.2349
8,MMM,Long,Closed,2023-04-28 04:00:00,81.2153,2023-05-02 04:00:00,78.7380,4,11.0232,1.7632,-29.0706,-3.2472
9,MMM,Long,Closed,2023-07-25 04:00:00,85.2520,2023-08-04 04:00:00,81.8987,10,15.6606,2.6177,-55.1319,-4.1294
10,MMM,Long,Closed,2023-08-29 04:00:00,83.1708,2023-09-19 04:00:00,78.9638,21,26.4405,4.2869,-115.5224,-5.2532
11,MMM,Long,Open,2023-11-17 05:00:00,76.2933,2023-12-29 05:00:00,87.4804,42,6.3098,0.4814,70.1066,14.5633
12,AOS,Long,Closed,2021-01-28 05:00:00,52.7954,2021-04-14 04:00:00,62.4342,75,63.7630,7.3474,607.2522,18.0387
13,AOS,Long,Closed,2021-04-27 04:00:00,63.1949,2021-05-18 04:00:00,64.1413,21,6.4093,0.8161,5.2496,1.2961
14,AOS,Long,Closed,2021-05-27 04:00:00,66.2181,2021-06-08 04:00:00,63.6942,12,8.0356,1.0439,-21.3250,-4.0077
15,AOS,Long,Closed,2021-11-01 04:00:00,70.1383,2021-12-20 05:00:00,74.4292,49,9.2391,1.3357,38.3086,5.9117
16,AOS,Long,Closed,2021-12-31 05:00:00,80.6074,2022-01-13 05:00:00,77.8751,13,15.0303,2.3820,-43.4492,-3.5862
17,AOS,Long,Closed,2022-07-27 04:00:00,57.3088,2022-08-22 04:00:00,58.2883,26,3.8597,0.4462,3.3346,1.5075
