Trade ID,Ticker,Direction,Status,Entry Date,Entry Price,Exit Date,Exit Price,Duration (Days),Position Size,Fees,Profit/Loss (PNL),Return (%)
66,ADBE,Long,Closed,2021-05-25 04:00:00,505.0800,2021-09-27 04:00:00,603.6500,125,3.7418,4.1487,364.6831,19.2962
67,ADBE,Long,Closed,2021-11-03 04:00:00,655.1800,2021-11-11 05:00:00,643.1700,8,1.1453,1.4870,-15.2419,-2.0313
68,ADBE,Long,Closed,2021-11-19 05:00:00,688.3700,2021-12-03 05:00:00,616.5300,14,3.3611,4.3859,-245.8460,-10.6258
69,ADBE,Long,Closed,2022-07-28 04:00:00,403.5000,2022-08-22 04:00:00,411.3500,25,0.2661,0.2168,1.8721,1.7435
70,ADBE,Long,Closed,2022-11-11 05:00:00,341.1500,2022-12-06 05:00:00,331.1500,25,0.0075,0.0050,-0.0796,-3.1283
71,ADBE,Long,Closed,2022-12-12 05:00:00,338.1700,2022-12-27 05:00:00,335.0900,15,8.9515,6.0267,-33.5973,-1.1099
72,ADBE,Long,Closed,2023-01-09 05:00:00,341.9800,2023-02-22 05:00:00,348.7200,44,2.5435,1.7568,15.3865,1.7689
73,ADBE,Long,Closed,2023-06-01 04:00:00,426.7500,2023-08-08 04:00:00,520.6000,68,3.6079,3.4179,335.1811,21.7698
74,ADBE,Long,Closed,2023-08-23 04:00:00,530.7100,2023-09-18 04:00:00,532.4200,26,10.0739,10.7099,6.5161,0.1219
75,ADBE,Long,Closed,2023-10-12 04:00:00,559.6300,2023-10-25 04:00:00,521.1400,13,2.7182,2.9377,-107.5601,-7.0709
76,ADBE,Long,Closed,2023-11-01 04:00:00,544.5000,2023-12-06 05:00:00,595.7000,35,8.0789,9.2115,404.4270,9.1937
77,ADBE,Long,Closed,2023-12-07 05:00:00,608.7800,2023-12-20 05:00:00,596.0600,13,2.3603,2.8438,-32.8667,-2.2873
78,AMD,Long,Closed,2021-04-23 04:00:00,82.7600,2021-04-30 04:00:00,81.6200,7,10.1524,1.6689,-13.2426,-1.5761
