timestamp,symbol,action,price,quantity,value,reason,portfolio_value,market_regime,strategy
2015-01-02 09:30:00-05:00,TNE.AX,buy,3.1600000858306885,6329.0,19999.640543222427,"ASX GOOD: 55, 3-6M: 33.9%, ATR: 0.90",100000.0,NORMAL,consolidation_conviction_asx300
2015-01-02 09:30:00-05:00,TWE.AX,buy,4.648681163787842,4302.0,19998.626366615295,"ASX GOOD: 50, 3-6M: 31.0%, ATR: 1.14",100000.0,NORMAL,consolidation_conviction_asx300
2015-01-05 09:30:00-05:00,COH.AX,buy,78.66999816894531,188.0,14789.959655761719,"ASX FAIR: 40, 3-6M: 33.4%",98718.07389497757,NORMAL,consolidation_conviction_asx300
2015-01-05 09:30:00-05:00,RMD.AX,buy,7.099999904632568,2780.0,19737.99973487854,"ASX GOOD: 45, 3-6M: 45.8%, ATR: 1.18",98718.07389497757,NORMAL,consolidation_conviction_asx300
2015-01-06 09:30:00-05:00,ELD.AX,buy,2.3869690895080566,6209.0,14820.691076755524,"ASX GOOD: 45, 3-6M: 167.4%, ATR: 1.12",98805.80096268654,WEAK,consolidation_conviction_asx300
2015-01-06 09:30:00-05:00,QAN.AX,buy,2.7795519828796387,5332.0,14820.571172714233,"ASX FAIR: 35, 3-6M: 145.1%",98805.80096268654,WEAK,consolidation_conviction_asx300
2015-01-15 09:30:00-05:00,QAN.AX,sell,2.4600629806518555,5332.0,13117.055812835693,Stop Loss | P&L: -11.5%,100621.74611115456,WEAK,consolidation_conviction_asx300
2015-01-16 09:30:00-05:00,QAN.AX,buy,2.4600629806518555,3665.0,9016.13082408905,"ASX GOOD: 50, 3-6M: 102.6%, ATR: 1.51",100621.74611115456,WEAK,consolidation_conviction_asx300
2015-01-16 09:30:00-05:00,FPH.AX,buy,5.650000095367432,1595.0,9011.750152111053,"ASX GOOD: 45, 3-6M: 44.1%, ATR: 1.22",100621.74611115456,WEAK,consolidation_conviction_asx300
2015-02-02 09:30:00-05:00,ELD.AX,sell,2.9884860515594482,6209.0,18555.509894132614,Trailing Stop | P&L: 25.2%,108616.06706237793,STRONG,consolidation_conviction_asx300
2015-02-03 09:30:00-05:00,ELD.AX,buy,3.064868927001953,3140.0,9623.688430786133,"ASX GOOD: 45, 3-6M: 259.7%, ATR: 1.05",110349.37721538544,STRONG,consolidation_conviction_asx300
2015-02-03 09:30:00-05:00,ALD.AX,buy,34.40999984741211,279.0,9600.389957427979,"ASX GOOD: 53, 3-6M: 54.6%, ATR: 1.30",110349.37721538544,STRONG,consolidation_conviction_asx300
2015-02-17 09:30:00-05:00,ELD.AX,sell,2.8166239261627197,3140.0,8844.19912815094,Stop Loss | P&L: -8.1%,113841.82051420212,STRONG,consolidation_conviction_asx300
2015-04-23 10:30:00-04:00,RMD.AX,sell,8.8100004196167,2780.0,24491.801166534424,Trailing Stop | P&L: 24.1%,122500.51817584038,WEAK,consolidation_conviction_asx300
2015-04-24 10:30:00-04:00,NXT.AX,buy,2.4250659942626953,9682.0,23479.488956451416,"ASX HIGH: 60, 3-6M: 45.1%, ATR: 0.93",122500.51817584038,STRONG,consolidation_conviction_asx300
2015-04-24 10:30:00-04:00,PMV.AX,buy,12.859999656677246,1825.0,23469.499373435974,"ASX HIGH: 60, 3-6M: 45.3%, ATR: 0.98",122500.51817584038,STRONG,consolidation_conviction_asx300
2015-05-12 10:30:00-04:00,QAN.AX,sell,3.83386492729187,3665.0,14051.114958524704,ASX PROFIT TARGET | P&L: 55.8%,117706.4741089344,STRONG,consolidation_conviction_asx300
2015-06-02 10:30:00-04:00,TNE.AX,sell,3.690000057220459,6329.0,23354.010362148285,Trailing Stop | P&L: 16.8%,118085.66866803169,NORMAL,consolidation_conviction_asx300
2015-06-03 10:30:00-04:00,ANN.AX,buy,25.920000076293945,545.0,14126.4000415802,"ASX GOOD: 55, 3-6M: 31.2%, ATR: 1.00",117970.18749117851,WEAK,consolidation_conviction_asx300
2015-06-03 10:30:00-04:00,PME.AX,buy,2.200000047683716,6426.0,14137.200306415558,"ASX GOOD: 45, 3-6M: 144.4%, ATR: 1.80",117970.18749117851,WEAK,consolidation_conviction_asx300
2015-06-08 10:30:00-04:00,NXT.AX,sell,2.2221720218658447,9682.0,21515.06951570511,Stop Loss | P&L: -8.4%,116453.91735291481,WEAK,consolidation_conviction_asx300
2015-06-09 10:30:00-04:00,MQG.AX,buy,78.69999694824219,92.0,7240.399719238281,"ASX GOOD: 55, 3-6M: 35.5%, ATR: 1.03",115633.16526913643,WEAK,consolidation_conviction_asx300
2015-06-09 10:30:00-04:00,HVN.AX,buy,4.512793064117432,1610.0,7265.596833229065,"ASX GOOD: 50, 3-6M: 45.8%, ATR: 1.20",115633.16526913643,WEAK,consolidation_conviction_asx300
2015-06-15 10:30:00-04:00,ALD.AX,sell,31.3799991607666,279.0,8755.019765853882,Stop Loss | P&L: -8.8%,116503.8952639103,WEAK,consolidation_conviction_asx300
2015-06-29 10:30:00-04:00,ANN.AX,sell,23.5,545.0,12807.5,Stop Loss | P&L: -9.3%,110870.19483828545,WEAK,consolidation_conviction_asx300
2015-06-30 10:30:00-04:00,EVN.AX,buy,1.1288429498672485,12726.0,14365.655380010605,"ASX GOOD: 48, 3-6M: 64.0%, ATR: 1.15",111915.89365649223,WEAK,consolidation_conviction_asx300
2015-06-30 10:30:00-04:00,NXT.AX,buy,2.2994649410247803,6247.0,14364.757486581802,"ASX HIGH: 65, 3-6M: 40.0%, ATR: 0.78",111915.89365649223,WEAK,consolidation_conviction_asx300
2015-07-02 10:30:00-04:00,TWE.AX,sell,4.998791217803955,4302.0,21504.799818992615,Time Exit | P&L: 7.5%,114534.80659604073,WEAK,consolidation_conviction_asx300
2015-07-06 10:30:00-04:00,COH.AX,sell,81.47000122070312,188.0,15316.360229492188,Time Exit | P&L: 3.6%,114727.12318873405,WEAK,consolidation_conviction_asx300
2015-07-07 10:30:00-04:00,CDA.AX,buy,1.159999966621399,17155.0,19899.7994273901,"ASX MAX: 75, 3-6M: 79.8%, ATR: 0.44",113717.42097830772,WEAK,consolidation_conviction_asx300
