symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,conviction_level,holding_days,exit_month,exit_year
CBA.AX,2020-11-18,2021-08-11,64.41527870178223,90.13629948740386,3104,79838.04851856954,39.92999999999998,PROFIT_TARGET,2,266,2021-08,2021
CBA.AX,2024-10-21,2024-12-31,140.35600108337403,148.75775249481202,1781,14963.519263771077,5.986029344372112,END_OF_PERIOD,3,71,2024-12,2024
ANZ.AX,2016-10-10,2020-03-09,17.095239973068235,15.719756964835167,14623,-20113.68802939216,-8.045999999999987,STOP_LOSS,3,1246,2020-03,2020
ANZ.AX,2020-06-24,2020-08-03,13.918033992290496,12.798188977270804,17962,-20114.656159783706,-8.045999999999987,STOP_LOSS,3,40,2020-08,2020
ANZ.AX,2020-11-10,2021-03-04,15.404123459815978,21.554989957320494,16229,99822.4123880008,39.92999999999998,PROFIT_TARGET,3,114,2021-03,2021
ANZ.AX,2021-03-05,2022-03-07,22.00371410179138,20.233295265161246,9089,-16091.3368061313,-8.046000000000008,STOP_LOSS,2,367,2022-03,2022
WBC.AX,2020-11-19,2024-01-23,15.609125697612761,21.841849588669536,16016,99823.3058391653,39.93,PROFIT_TARGET,3,1160,2024-01,2024
WBC.AX,2024-03-08,2024-12-31,25.703698545455932,31.531555284500122,7780,45340.7254297638,22.67322241092218,END_OF_PERIOD,2,298,2024-12,2024
NAB.AX,2017-01-05,2018-06-13,19.988394201278684,18.380128003843804,12507,-20114.585331318038,-8.045999999999987,STOP_LOSS,3,524,2018-06,2018
NAB.AX,2020-06-22,2020-08-03,14.80538979434967,13.614148131496297,13508,-16091.292381823372,-8.045999999999998,STOP_LOSS,2,42,2020-08,2020
NAB.AX,2020-11-10,2021-09-06,16.769452694892884,23.465495155963612,14908,99824.60100964241,39.93,PROFIT_TARGET,3,300,2021-09,2021
MQG.AX,2016-08-12,2018-01-05,54.11800312042236,75.727321766407,4619,99813.44282580307,39.93,PROFIT_TARGET,3,511,2018-01,2018
MQG.AX,2018-03-13,2019-11-11,80.2771409111023,112.33180327690543,3114,99818.21860711098,39.93,PROFIT_TARGET,3,608,2019-11,2019
MQG.AX,2020-06-19,2021-08-27,102.2719203414917,143.10909813384933,2444,99806.06252452206,39.93,PROFIT_TARGET,3,434,2021-08,2021
MQG.AX,2021-11-05,2022-01-27,175.70594261169433,161.56864246915742,1422,-20103.240802687473,-8.045999999999987,STOP_LOSS,3,83,2022-01,2022
MQG.AX,2024-10-17,2024-12-31,229.0930354156494,217.44921965789797,1091,-12703.402991706822,-5.082570815226117,END_OF_PERIOD,3,75,2024-12,2024
ASX.AX,2016-07-20,2018-06-21,35.9485377960205,50.302788937971485,6954,99819.46244112714,39.92999999999998,PROFIT_TARGET,3,701,2018-06,2018
ASX.AX,2019-05-02,2020-03-12,61.443620733261106,56.49986700906292,4068,-20111.19015003823,-8.045999999999998,STOP_LOSS,3,315,2020-03,2020
