timestamp,symbol,action,price,quantity,value,reason,portfolio_value,market_regime,strategy
2020-01-02 09:30:00-05:00,CAR.AX,buy,16.00689125061035,937.0,14998.4571018219,"ASX GOOD: 55, 3-6M: 34.1%, ATR: 0.96",100000.0,WEAK,consolidation_conviction_asx300
2020-01-02 09:30:00-05:00,CSL.AX,buy,275.0400085449219,54.0,14852.160461425781,"ASX GOOD: 55, 3-6M: 41.5%, ATR: 1.19",100000.0,WEAK,consolidation_conviction_asx300
2020-01-03 09:30:00-05:00,KMD.AX,buy,2.317591905593872,6472.0,14999.45481300354,"ASX GOOD: 45, 3-6M: 40.3%, ATR: 1.11",100000.0,WEAK,consolidation_conviction_asx300
2020-01-03 09:30:00-05:00,NEU.AX,buy,2.609999895095825,5747.0,14999.669397115707,"ASX GOOD: 55, 3-6M: 133.0%, ATR: 0.97",100000.0,WEAK,consolidation_conviction_asx300
2020-01-06 09:30:00-05:00,MP1.AX,buy,10.260000228881836,1479.0,15174.540338516235,"ASX HIGH: 60, 3-6M: 150.9%, ATR: 0.99",101167.33182191849,WEAK,consolidation_conviction_asx300
2020-01-06 09:30:00-05:00,RMD.AX,buy,22.280000686645508,681.0,15172.68046760559,"ASX HIGH: 68, 3-6M: 56.8%, ATR: 0.71",101167.33182191849,WEAK,consolidation_conviction_asx300
2020-01-07 09:30:00-05:00,REA.AX,buy,106.8499984741211,93.0,9937.049858093262,"ASX HIGH: 60, 3-6M: 43.2%, ATR: 0.92",101922.98565411568,STRONG,consolidation_conviction_asx300
2020-01-07 09:30:00-05:00,MSB.AX,buy,2.1617770195007324,4601.0,9946.33606672287,"ASX FAIR: 38, 3-6M: 61.1%",101922.98565411568,STRONG,consolidation_conviction_asx300
2020-01-30 09:30:00-05:00,KMD.AX,sell,2.064105987548828,6472.0,13358.893951416016,Stop Loss | P&L: -10.9%,108976.99865603447,STRONG,consolidation_conviction_asx300
2020-01-31 09:30:00-05:00,ALD.AX,buy,34.380001068115234,86.0,2956.68009185791,"ASX HIGH: 65, 3-6M: 34.8%, ATR: 0.67",108976.99865603447,STRONG,consolidation_conviction_asx300
2020-01-31 09:30:00-05:00,GOR.AX,buy,1.4199999570846558,2083.0,2957.859910607338,"ASX GOOD: 53, 3-6M: 58.7%, ATR: 0.90",108976.99865603447,STRONG,consolidation_conviction_asx300
