timestamp,symbol,action,price,quantity,value,reason,portfolio_value,market_regime,strategy
2020-01-02 09:30:00-05:00,LLC.AX,buy,17.950000762939453,835.0,14988.250637054443,"ASX FAIR: 40, 3-6M: 45.6%",100000.0,WEAK,consolidation_conviction_asx300
2020-01-02 09:30:00-05:00,KMD.AX,buy,2.2813799381256104,6574.0,14997.791713237762,"ASX GOOD: 50, 3-6M: 39.3%, ATR: 1.10",100000.0,WEAK,consolidation_conviction_asx300
2020-01-03 09:30:00-05:00,ALL.AX,buy,33.665103912353516,445.0,14980.971240997314,"ASX GOOD: 50, 3-6M: 38.5%, ATR: 1.19",100000.0,WEAK,consolidation_conviction_asx300
2020-01-03 09:30:00-05:00,CAR.AX,buy,16.083160400390625,932.0,14989.505493164062,"ASX GOOD: 55, 3-6M: 34.6%, ATR: 0.95",100000.0,WEAK,consolidation_conviction_asx300
2020-01-06 09:30:00-05:00,FPH.AX,buy,21.520000457763672,697.0,14999.44031906128,"ASX GOOD: 45, 3-6M: 44.7%, ATR: 1.20",100042.92422580719,WEAK,consolidation_conviction_asx300
2020-01-06 09:30:00-05:00,RMD.AX,buy,22.280000686645508,673.0,14994.440462112427,"ASX HIGH: 68, 3-6M: 56.8%, ATR: 0.71",100042.92422580719,WEAK,consolidation_conviction_asx300
2020-01-07 09:30:00-05:00,MSB.AX,buy,2.1617770195007324,4182.0,9040.551495552063,"ASX FAIR: 38, 3-6M: 61.1%",100918.18945407867,STRONG,consolidation_conviction_asx300
2020-01-07 09:30:00-05:00,REA.AX,buy,106.8499984741211,84.0,8975.399871826172,"ASX HIGH: 60, 3-6M: 43.2%, ATR: 0.92",100918.18945407867,STRONG,consolidation_conviction_asx300
2020-01-30 09:30:00-05:00,KMD.AX,sell,2.064105987548828,6574.0,13569.432762145996,Stop Loss | P&L: -9.5%,104486.5086388588,STRONG,consolidation_conviction_asx300
2020-01-31 09:30:00-05:00,CCP.AX,buy,35.439998626708984,117.0,4146.479839324951,"ASX GOOD: 45, 3-6M: 49.7%, ATR: 0.97",104486.50863885878,STRONG,consolidation_conviction_asx300
2020-01-31 09:30:00-05:00,COH.AX,buy,241.07000732421875,17.0,4098.190124511719,"ASX GOOD: 55, 3-6M: 34.3%, ATR: 0.96",104486.50863885878,STRONG,consolidation_conviction_asx300
2020-02-18 09:30:00-05:00,MSB.AX,sell,2.559999942779541,4182.0,10705.91976070404,Trailing Stop | P&L: 18.4%,105459.61995935439,STRONG,consolidation_conviction_asx300
2020-02-25 09:30:00-05:00,COH.AX,sell,215.0,17.0,3655.0,Stop Loss | P&L: -10.8%,102524.9037079811,STRONG,consolidation_conviction_asx300
2020-02-26 09:30:00-05:00,ELD.AX,buy,8.149999618530273,1265.0,10309.749517440796,"ASX FAIR: 40, 3-6M: 33.6%",102440.58489274979,WEAK,consolidation_conviction_asx300
2020-02-26 09:30:00-05:00,JBH.AX,buy,36.70000076293945,281.0,10312.700214385986,"ASX FAIR: 30, 3-6M: 44.1%",102440.58489274979,WEAK,consolidation_conviction_asx300
2020-03-02 09:30:00-05:00,CCP.AX,sell,32.0,117.0,3744.0,Stop Loss | P&L: -9.7%,100299.85361719131,WEAK,consolidation_conviction_asx300
2020-03-03 09:30:00-05:00,REA.AX,sell,96.52999877929688,84.0,8108.5198974609375,Stop Loss | P&L: -9.7%,98582.98329353333,WEAK,consolidation_conviction_asx300
2020-03-04 09:30:00-05:00,CDA.AX,buy,6.730000019073486,236.0,1588.2800045013428,"ASX FAIR: 30, 3-6M: 102.1%",101811.13368844986,WEAK,consolidation_conviction_asx300
2020-03-04 09:30:00-05:00,MP1.AX,buy,10.420000076293945,152.0,1583.8400115966797,"ASX FAIR: 40, 3-6M: 91.2%",101811.13368844986,WEAK,consolidation_conviction_asx300
2020-03-09 10:30:00-04:00,LLC.AX,sell,14.479999542236328,835.0,12090.799617767334,Stop Loss | P&L: -19.3%,90193.12235879898,WEAK,consolidation_conviction_asx300
