timestamp,symbol,action,price,quantity,value,reason,portfolio_value,strategy
2015-01-02 09:30:00-05:00,AAPL,buy,27.594999313354492,543.0,14984.08462715149,"FAIR: 40, 3-6M: 45.4%",100000.0,consolidation_conviction
2015-01-02 09:30:00-05:00,AVGO,buy,10.059000015258789,1491.0,14997.969022750854,"FAIR: 45, 3-6M: 56.2%",100000.0,consolidation_conviction
2015-01-08 09:30:00-05:00,HD,buy,104.41000366210938,190.0,19837.90069580078,"GOOD: 50, 3-6M: 31.4%, ATR: 1.00",99647.1405954361,consolidation_conviction
2015-01-30 09:30:00-05:00,META,buy,78.0,260.0,20280.0,"GOOD: 50, 3-6M: 32.0%, ATR: 0.92",101789.78319072723,consolidation_conviction
2015-01-30 09:30:00-05:00,NFLX,buy,63.400001525878906,240.0,15216.000366210938,"FAIR: 35, 3-6M: 36.0%",101789.78319072723,consolidation_conviction
2015-02-02 09:30:00-05:00,UNH,buy,106.25,135.0,14343.75,"FAIR: 40, 3-6M: 35.9%",100576.90578365326,consolidation_conviction
2015-03-26 10:30:00-04:00,AVGO,sell,12.026000022888184,1491.0,17930.76603412628,Trailing Stop | P&L: 19.6%,107590.7506570816,consolidation_conviction
2015-03-27 10:30:00-04:00,NKE,buy,49.665000915527344,360.0,17879.400329589844,"GOOD: 55, 3-6M: 32.2%, ATR: 0.94",107691.85024356842,consolidation_conviction
2015-03-27 10:30:00-04:00,AVGO,buy,12.470999717712402,1435.0,17895.884594917297,"GOOD: 60, 3-6M: 73.8%, ATR: 1.12",107691.85024356842,consolidation_conviction
2015-06-11 10:30:00-04:00,NFLX,sell,96.88999938964844,240.0,23253.599853515625,PROFIT TARGET | P&L: 52.8%,120707.27177810669,consolidation_conviction
2015-06-12 10:30:00-04:00,NFLX,buy,95.09428405761719,56.0,5325.2799072265625,"FAIR: 45, 3-6M: 45.7%",119960.71604919434,consolidation_conviction
2015-07-02 10:30:00-04:00,AAPL,sell,31.607500076293945,543.0,17162.872541427612,Time Exit | P&L: 14.5%,122559.9228067398,consolidation_conviction
2015-07-06 10:30:00-04:00,TSLA,buy,18.667999267578125,922.0,17211.89532470703,"GOOD: 50, 3-6M: 37.4%, ATR: 0.78",121218.03878879547,consolidation_conviction
2015-07-06 10:30:00-04:00,LLY,buy,86.13999938964844,199.0,17141.85987854004,"FAIR: 35, 3-6M: 30.7%",121218.03878879547,consolidation_conviction
2015-07-08 10:30:00-04:00,HD,sell,111.72000122070312,190.0,21226.800231933594,Time Exit | P&L: 7.0%,120087.75491905212,consolidation_conviction
2015-07-09 10:30:00-04:00,AMZN,buy,21.485000610351562,201.0,4318.485122680664,"GOOD: 60, 3-6M: 32.4%, ATR: 0.90",120362.40192985535,consolidation_conviction
2015-07-28 10:30:00-04:00,TSLA,sell,17.049999237060547,922.0,15720.099296569824,Stop Loss | P&L: -8.7%,122815.30031681061,consolidation_conviction
2015-07-29 10:30:00-04:00,TSLA,buy,17.654666900634766,888.0,15677.344207763672,"FAIR: 45, 3-6M: 33.7%",124450.05424690247,consolidation_conviction
2015-07-29 10:30:00-04:00,MA,buy,95.16000366210938,164.0,15606.240600585938,"GOOD: 60, 3-6M: 35.0%, ATR: 0.98",124450.05424690247,consolidation_conviction
2015-08-03 10:30:00-04:00,UNH,sell,121.61000061035156,135.0,16417.35008239746,Time Exit | P&L: 14.5%,124713.06791114807,consolidation_conviction
2015-08-07 10:30:00-04:00,TSLA,sell,16.238666534423828,888.0,14419.93588256836,Stop Loss | P&L: -8.0%,122944.8513212204,consolidation_conviction
2015-08-10 10:30:00-04:00,SCHW,buy,35.029998779296875,439.0,15378.169464111328,"FAIR: 45, 3-6M: 34.7%",123746.58538341522,consolidation_conviction
2015-08-10 10:30:00-04:00,ACN,buy,103.73999786376953,148.0,15353.51968383789,"GOOD: 50, 3-6M: 33.9%, ATR: 1.06",123746.58538341522,consolidation_conviction
2015-08-21 10:30:00-04:00,META,sell,87.5199966430664,260.0,22755.199127197266,Time Exit | P&L: 12.2%,115778.64610862732,consolidation_conviction
2015-08-21 10:30:00-04:00,AVGO,sell,11.274999618530273,1435.0,16179.624452590942,Stop Loss | P&L: -9.6%,115778.64610862732,consolidation_conviction
2015-08-21 10:30:00-04:00,AMZN,sell,25.368000030517578,201.0,5098.968006134033,Trailing Stop | P&L: 18.1%,115778.64610862732,consolidation_conviction
2015-08-21 10:30:00-04:00,SCHW,sell,31.809999465942383,439.0,13964.589765548706,Stop Loss | P&L: -9.2%,115778.64610862732,consolidation_conviction
2015-08-24 10:30:00-04:00,MA,sell,85.5,164.0,14022.0,Stop Loss | P&L: -10.2%,109207.66472434998,consolidation_conviction
2015-08-24 10:30:00-04:00,ACN,sell,91.33999633789062,148.0,13518.319458007812,Stop Loss | P&L: -12.0%,109207.66472434998,consolidation_conviction
