symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,conviction_level,holding_days,exit_month,exit_year
AAPL,2017-03-01,2018-06-05,32.34514779853821,45.260565314494514,7729,99823.2619808263,39.93,PROFIT_TARGET,3,461,2018-06,2018
AAPL,2018-08-08,2018-11-14,48.90077331161499,44.96621709096245,5112,-20113.451399975776,-8.045999999999998,STOP_LOSS,3,98,2018-11,2018
AAPL,2019-04-05,2019-05-23,47.0088060722351,43.226477535663065,5318,-20114.4231574901,-8.046000000000008,STOP_LOSS,3,48,2019-05,2019
AAPL,2019-06-28,2019-12-16,47.41021746253967,66.34111729533176,4218,79850.53549471701,39.93,PROFIT_TARGET,2,171,2019-12,2019
AAPL,2019-12-17,2020-03-12,67.62772243881226,62.18639589138543,3696,-20111.14291928955,-8.045999999999987,STOP_LOSS,3,86,2020-03,2020
AAPL,2020-06-09,2020-08-21,83.38356700515746,116.67862531031683,2998,99818.5847988678,39.93,PROFIT_TARGET,3,73,2020-08,2020
AAPL,2020-08-24,2020-09-08,122.25203632736205,112.41563748446251,1635,-16082.51210814075,-8.045999999999998,STOP_LOSS,2,15,2020-09,2020
AAPL,2020-09-09,2020-09-18,113.95909645843506,104.78994755738938,2193,-20107.94353999316,-8.045999999999987,STOP_LOSS,3,9,2020-09,2020
AAPL,2020-09-21,2021-09-02,106.92652156448364,149.62228162518196,2338,99822.68702191267,39.93,PROFIT_TARGET,3,346,2021-09,2021
AAPL,2021-09-07,2021-09-20,153.18022004699705,140.85533954201568,1632,-20114.20498412959,-8.045999999999987,STOP_LOSS,3,13,2021-09,2021
AAPL,2021-11-30,2022-03-14,161.833180229187,148.81208254794663,1544,-20104.574819835143,-8.045999999999998,STOP_LOSS,3,104,2022-03,2022
AAPL,2023-03-31,2024-07-10,162.62646913146972,227.56321825566556,1537,99807.78340388901,39.93,PROFIT_TARGET,3,467,2024-07,2024
AAPL,2024-07-11,2024-08-05,225.9364133377075,207.7575695205556,885,-16088.276778179445,-8.045999999999987,STOP_LOSS,2,25,2024-08,2024
AAPL,2024-09-09,2025-04-04,219.5780874481201,201.91083453204436,1138,-20105.33381849419,-8.045999999999998,STOP_LOSS,3,207,2025-04,2025
AAPL,2025-10-09,2026-03-20,253.6834800109863,247.8660104904175,985,-5730.207477760275,-2.2931999830327454,END_OF_PERIOD,3,162,2026-03,2026
MSFT,2018-01-05,2019-04-12,80.96633573913574,113.29619359977264,3087,99802.27121578608,39.92999999999998,PROFIT_TARGET,3,462,2019-04,2019
MSFT,2019-06-21,2020-06-09,128.94954386901856,180.43909673591764,1938,99786.75345605043,39.92999999999998,PROFIT_TARGET,3,354,2020-06,2020
MSFT,2020-06-10,2021-07-02,187.59411639404297,262.50044707018435,1332,99775.23246062032,39.93000000000002,PROFIT_TARGET,3,387,2021-07,2021
MSFT,2021-07-13,2022-05-12,270.374804901123,248.6204480987787,924,-20101.02568536615,-8.045999999999987,STOP_LOSS,3,303,2022-05,2022
MSFT,2023-04-10,2024-01-25,282.83662962341305,395.77329583204187,707,79846.22300950058,39.93,PROFIT_TARGET,2,290,2024-01,2024
MSFT,2024-02-22,2025-03-31,405.6299291839599,372.9929450818185,616,-20104.38220691911,-8.045999999999998,STOP_LOSS,3,403,2025-03,2025
MSFT,2025-07-01,2026-01-21,489.45273394775387,450.07136697431764,612,-24101.396587742973,-8.045999999999987,STOP_LOSS,4,204,2026-01,2026
GOOGL,2017-06-08,2017-07-03,49.827284614562984,45.81818129447525,5017,-20113.67135688015,-8.045999999999987,STOP_LOSS,3,25,2017-07,2017
GOOGL,2020-01-23,2020-02-27,73.66278955078124,67.73588150352539,3393,-20109.999004339097,-8.045999999999987,STOP_LOSS,3,35,2020-02,2020
GOOGL,2020-06-16,2021-02-03,71.76653244781494,100.42290885422744,4180,119783.65337880427,39.93,PROFIT_TARGET,4,232,2021-02,2021
GOOGL,2021-02-18,2021-10-29,104.4796276473999,146.19834296700665,1914,79849.62112172734,39.92999999999998,PROFIT_TARGET,2,253,2021-10,2021
GOOGL,2021-11-12,2022-01-18,147.53298866271973,135.6624843949173,1694,-20108.63422965732,-8.045999999999998,STOP_LOSS,3,67,2022-01,2022
GOOGL,2023-05-11,2024-04-26,115.67224813842773,161.8601768201019,2161,99812.1138810979,39.93,PROFIT_TARGET,3,351,2024-04,2024
GOOGL,2024-05-01,2024-09-09,162.59805832672117,149.5154185537532,1230,-16091.646920750614,-8.045999999999998,STOP_LOSS,2,131,2024-09,2024
GOOGL,2025-08-08,2025-11-03,201.06747873687743,281.3537229965126,1243,99795.80161472652,39.93,PROFIT_TARGET,3,87,2025-11,2025
GOOGL,2025-11-04,2026-03-20,277.3020338745117,300.84950000000003,721,16977.723076477072,8.491631235616648,END_OF_PERIOD,2,136,2026-03,2026
AMZN,2017-05-22,2018-01-23,48.55776742172241,67.94688395321617,5148,99815.1719041299,39.93,PROFIT_TARGET,3,246,2018-01,2018
AMZN,2018-01-24,2018-08-14,67.90944129180907,95.02568119962844,3681,99814.87910068307,39.93,PROFIT_TARGET,3,202,2018-08,2018
AMZN,2018-08-15,2018-10-11,94.1780622024536,86.60049531764419,2123,-16087.174496450387,-8.045999999999998,STOP_LOSS,2,57,2018-10,2018
AMZN,2019-03-28,2020-05-20,88.71533311843872,124.1393656326313,3381,119768.6539304851,39.93,PROFIT_TARGET,4,419,2020-05,2020
AMZN,2020-05-21,2020-08-26,122.39816648483276,171.27175436222646,2042,99799.86644563795,39.92999999999998,PROFIT_TARGET,3,97,2020-08,2020
AMZN,2020-08-27,2020-09-11,170.08499999999998,156.3999609,1763,-24126.72393329997,-8.045999999999987,STOP_LOSS,4,15,2020-09,2020
AMZN,2020-09-14,2022-01-21,155.22607278442382,142.73658296818908,1932,-24129.694324965512,-8.045999999999998,STOP_LOSS,4,494,2022-01,2022
AMZN,2022-08-10,2022-08-26,142.76134744262694,131.27476942739318,1400,-16081.209221327264,-8.045999999999998,STOP_LOSS,2,16,2022-08,2022
AMZN,2023-05-30,2024-02-02,121.72083366394043,170.32396254595184,1643,79854.94075314477,39.93,PROFIT_TARGET,2,248,2024-02,2024
AMZN,2024-02-06,2025-01-28,169.2345688934326,236.80993225258024,1477,99808.81168146107,39.93,PROFIT_TARGET,3,357,2025-01,2025
AMZN,2025-01-29,2025-02-21,237.18854232788084,218.10435221217955,1054,-20114.73638194916,-8.045999999999998,STOP_LOSS,3,23,2025-02,2025
AMZN,2025-07-09,2026-02-11,222.65126328277586,204.73674263904374,1347,-24130.859307107163,-8.045999999999987,STOP_LOSS,4,217,2026-02,2026
NVDA,2017-01-10,2017-03-06,2.623213655591011,2.4121498848621585,76242,-16091.924007909174,-8.045999999999987,STOP_LOSS,2,55,2017-03,2017
NVDA,2017-03-07,2017-05-22,2.4358312500715256,3.408458668225086,102634,99824.64243477251,39.93,PROFIT_TARGET,3,76,2017-05,2017
NVDA,2017-05-23,2017-10-13,3.3839726825952527,4.735192974755537,59102,79859.82170725713,39.93,PROFIT_TARGET,2,143,2017-10,2017
NVDA,2017-10-16,2018-08-29,4.892209191083908,6.845668321083712,51101,99823.71500212,39.93,PROFIT_TARGET,3,317,2018-08,2018
NVDA,2018-10-01,2018-10-08,7.169838601827621,6.592953387924571,34868,-20114.83363837154,-8.045999999999987,STOP_LOSS,3,7,2018-10,2018
NVDA,2019-03-26,2019-05-13,4.391437747478485,4.038102666316366,56928,-20114.659500397123,-8.046000000000008,STOP_LOSS,3,48,2019-05,2019
NVDA,2019-07-01,2019-08-05,4.1304793152809145,3.798140949573413,48420,-16091.82366755723,-8.045999999999987,STOP_LOSS,2,35,2019-08,2019
NVDA,2019-11-04,2020-02-18,5.2375684947967525,7.328929594769096,38185,79858.62360244393,39.93,PROFIT_TARGET,2,106,2020-02,2020
NVDA,2020-02-19,2020-02-24,7.836004037618637,7.205519152751842,25523,-16091.865716455208,-8.045999999999998,STOP_LOSS,2,5,2020-02,2020
NVDA,2020-02-25,2020-03-12,6.525024206399917,6.000020758752981,30651,-16091.880673826245,-8.045999999999987,STOP_LOSS,2,16,2020-03,2020
NVDA,2020-04-03,2020-05-18,6.076971522331237,8.5035062511981,32911,79859.68446173733,39.93,PROFIT_TARGET,2,45,2020-05,2020
