symbol,entry_date,entry_price,shares,position_value,conviction_level,stop_price,stop_percent,target_1_price,target_2_price,target_3_price,position_risk_pct,dollar_risk,exit_date,exit_price,exit_reason,pnl_dollars,pnl_percent,r_multiple,holding_days
AXON,2020-01-22,79.11954183197021,1693,134000.0,4,73.58,7.0,85.1,91.08,97.06,0.469,9378.44,2020-02-10,85.39728244018555,PROFIT_TARGET_1,10299.021572062891,7.678158835241542,1.0981588437246887,19
EYE,2020-01-22,35.05752091598511,3822,134000.0,3,32.9,6.16,36.79,38.51,40.24,0.412,8246.04,2020-02-10,32.913535305023196,TRAILING_STOP,-8464.263596137142,-6.3103043196632775,-1.0264634326887825,19
NFLX,2020-01-23,34.97747908401489,3831,134000.0,4,32.89,5.95,37.06,39.14,41.23,0.4,7997.13,2020-02-10,37.08844494438171,PROFIT_TARGET_1,7809.746749344427,5.822346869059618,0.9765683981674006,18
AMD,2020-01-02,49.12454847335815,2727,134000.0,3,45.19,8.0,52.35,55.58,58.81,0.536,10729.51,2020-02-11,53.77309923744202,PROFIT_TARGET_1,12358.602378883894,9.2136239722098,1.151832481842411,40
PRKS,2020-01-07,34.18708316802978,3919,134000.0,3,31.94,6.57,35.98,37.78,39.58,0.44,8806.32,2020-02-11,35.97200667762757,PROFIT_TARGET_1,6699.319875452813,4.994497946421349,0.7607400918038433,35
LULU,2020-01-13,245.30258267211912,546,134000.0,3,235.18,4.13,253.4,261.49,269.59,0.276,5526.93,2020-02-12,253.81303244018557,PROFIT_TARGET_1,4309.333796628984,3.212708035717256,0.7796975333989997,30
ABBV,2020-02-07,72.3861582069397,1851,134000.0,3,68.28,5.67,75.67,78.96,82.24,0.38,7600.5,2020-02-12,76.62333603668213,PROFIT_TARGET_1,7553.965208894719,5.631655813510906,0.9938775555231505,5
NVDA,2020-02-10,6.547931467294693,20464,134000.0,3,6.05,7.54,6.94,7.34,7.73,0.509,10189.67,2020-02-14,7.208535443067551,PROFIT_TARGET_1,13233.953837627429,9.866218734718586,1.298761827059366,4
MOH,2020-02-11,141.49070816802978,947,134000.0,3,130.17,8.0,151.35,161.22,171.08,0.536,10720.71,2020-02-19,153.7630763397217,PROFIT_TARGET_1,11334.019660422724,8.449773853327809,1.057207870464214,8
RL,2020-02-04,110.73709594345092,1210,134000.0,5,105.8,4.46,117.32,123.91,130.5,0.299,5973.89,2020-02-21,105.8,STOP_LOSS,-6244.017999999996,-4.655059865507624,-1.045218791299907,17
AVY,2020-01-29,122.39369342422485,1094,134000.0,3,116.29,4.99,127.28,132.16,137.04,0.334,6677.44,2020-02-24,116.29,STOP_LOSS,-7039.961259999996,-5.248453978856961,-1.054290359927236,26
HCA,2020-02-05,143.91310711669922,931,134000.0,3,135.72,5.69,150.47,157.03,163.58,0.381,7627.78,2020-02-24,135.72,STOP_LOSS,-7905.03532000001,-5.893386702849397,-1.0363477309626064,19
DVA,2020-02-11,88.54424999999999,1513,134000.0,4,83.75,5.42,93.34,98.14,102.94,0.363,7253.7,2020-02-24,83.75,STOP_LOSS,-7546.963749999995,-5.626436063936061,-1.0404295035488969,13
UNH,2020-02-12,273.2135038146973,490,134000.0,3,254.67,6.79,288.05,302.88,317.72,0.454,9086.32,2020-02-24,254.67,STOP_LOSS,-9470.488300000012,-7.060468113975585,-1.042280215001141,12
AMAT,2020-02-13,63.61027282333374,2106,134000.0,3,58.52,8.0,67.72,71.83,75.95,0.536,10720.11,2020-02-24,58.52,STOP_LOSS,-11014.12311999999,-8.211283582089544,-1.0274258779839207,11
ETN,2020-02-04,90.57460732269287,1479,134000.0,3,85.06,6.09,94.99,99.4,103.82,0.408,8156.1,2020-02-25,88.06303263854981,TRAILING_STOP,-4019.019952857241,-2.9962723491860683,-0.4927622109027127,21
PCRX,2020-02-10,49.73485408401489,2694,134000.0,4,46.98,5.54,52.49,55.25,58.01,0.371,7421.58,2020-02-25,46.98,STOP_LOSS,-7696.44412,-5.737877137787586,-1.037036228456698,15
MU,2020-02-12,57.85847792243957,2315,134000.0,3,53.23,8.0,62.17,66.49,70.8,0.536,10714.93,2020-02-25,53.23,STOP_LOSS,-11029.777450000009,-8.222954247245298,-1.029384341812473,13
BLDR,2020-02-13,27.71385076332092,4835,134000.0,3,25.5,8.0,29.62,31.52,33.42,0.535,10703.97,2020-02-25,25.5,STOP_LOSS,-10964.792499999996,-8.174506463685566,-1.0243670430074014,12
REGN,2020-02-24,422.736836517334,316,134000.0,4,394.37,6.71,451.11,479.48,507.85,0.448,8963.92,2020-02-26,454.619774887085,PROFIT_TARGET_1,9382.189015454554,6.994638954668134,1.0466613557613784,2
BIIB,2020-02-05,333.03643011474605,402,134000.0,5,316.38,5.0,359.81,386.58,413.35,0.335,6695.88,2020-02-27,316.38,STOP_LOSS,-7076.424760000009,-5.275638361638368,-1.0568318988762535,22
WGO,2020-02-05,53.101721460342404,2523,134000.0,3,49.5,6.78,55.98,58.86,61.75,0.454,9087.14,2020-02-27,49.5,STOP_LOSS,-9370.388500000001,-6.985841397408563,-1.031169890023391,22
DPZ,2020-02-20,345.7575091552734,387,134000.0,5,328.56,4.97,368.69,391.62,414.54,0.333,6655.44,2020-02-27,328.56,STOP_LOSS,-7108.432719999997,-5.299501036277154,-1.068064161983716,7
EYE,2020-02-26,38.61929847335815,3469,134000.0,5,36.69,5.0,41.8,44.99,48.17,0.335,6692.74,2020-02-27,36.69,STOP_LOSS,-6983.667610000019,-5.206485760508162,-1.0434696943604798,1
MRNA,2020-02-26,29.174579847335814,4593,134000.0,5,27.72,5.0,33.5,37.82,42.15,0.334,6680.89,2020-02-27,27.72,STOP_LOSS,-6943.3579600000085,-5.176433983926527,-1.0392871171715008,1
GNRC,2020-02-12,113.77686122131347,1177,134000.0,3,104.78,7.91,120.98,128.18,135.38,0.529,10589.31,2020-02-28,104.78,STOP_LOSS,-10931.266060000009,-8.149511727078899,-1.0322929957425788,16
MRNA,2020-03-02,29.894939160346983,4482,134000.0,4,27.8,7.0,36.63,43.36,50.09,0.469,9389.52,2020-03-04,27.8,STOP_LOSS,-9658.999599999996,-7.201007649067346,-1.02870033402529,2
DXCM,2020-02-17,71.0129896659851,1886,134000.0,5,67.46,5.0,75.95,80.88,85.81,0.335,6700.94,2020-03-09,67.46,STOP_LOSS,-7031.669560000024,-5.242272324690253,-1.0493559296889807,21
REGN,2020-04-17,565.2556921691894,237,134000.0,3,520.04,8.0,608.2,651.15,694.1,0.536,10716.12,2020-04-29,520.04,STOP_LOSS,-11007.769480000003,-8.206546796487096,-1.0272160503911854,12
DXCM,2020-04-17,80.89042347335815,1656,134000.0,4,75.23,7.0,90.12,99.35,108.58,0.469,9373.66,2020-05-05,91.02446469497681,PROFIT_TARGET_1,16451.77702134673,12.265180357960496,1.755106840770789,18
MRNA,2020-04-17,46.87342347335815,2858,134000.0,4,43.59,7.0,53.03,59.18,65.34,0.469,9384.02,2020-05-07,53.16340362739563,PROFIT_TARGET_1,17655.0665595296,13.16226054507403,1.8813960854998728,20
ACMR,2020-05-07,14.737364542007445,9092,134000.0,4,13.71,7.0,16.95,19.16,21.37,0.467,9340.8,2020-05-11,17.937693384170533,PROFIT_TARGET_1,28792.418740629626,21.465414242943346,3.0824365818152373,4
ACMR,2020-05-12,18.692674109458924,7168,134000.0,3,17.2,8.0,21.37,24.05,26.72,0.535,10699.49,2020-05-13,17.2,STOP_LOSS,-10967.689600000012,-8.176666318755881,-1.0250667679595784,1
MRNA,2020-05-11,66.93345152664185,2001,134000.0,4,62.25,7.0,75.42,83.91,92.39,0.469,9371.59,2020-05-18,79.96000000000001,PROFIT_TARGET_1,25705.960040000034,19.164387880775966,2.7429678023892157,7
ACMR,2020-05-14,20.020005228996276,6693,134000.0,4,18.62,7.0,23.5,26.98,30.46,0.469,9370.23,2020-05-20,18.62,STOP_LOSS,-9634.963659999994,-7.1830882997599375,-1.0282520835810092,6
DXCM,2020-05-07,101.14054133605957,1324,134000.0,4,94.06,7.0,110.7,120.26,129.82,0.469,9374.64,2020-05-27,94.06,STOP_LOSS,-9723.095440000005,-7.248792580553778,-1.0371703694908327,20
GEN,2020-05-29,20.063812216758727,6678,134000.0,4,18.66,7.0,21.76,23.45,25.14,0.469,9374.66,2020-06-02,18.66,STOP_LOSS,-9647.131480000011,-7.192159691055222,-1.0290648999637508,4
TSLA,2020-06-10,68.37083825683594,1959,134000.0,3,62.9,8.0,73.44,78.51,83.58,0.536,10717.37,2020-06-12,62.9,STOP_LOSS,-11036.121100000004,-8.227683585071647,-1.029741334959885,2
REGN,2020-05-28,574.6171820983886,233,134000.0,4,534.39,7.0,618.6,662.59,706.57,0.469,9372.93,2020-06-19,639.2792605285645,PROFIT_TARGET_1,14669.115635452355,10.936165055431402,1.5650506585466573,22
TSLA,2020-06-30,72.02332887268066,1860,134000.0,3,66.26,8.0,78.35,84.67,91.0,0.536,10719.79,2020-07-02,80.53704287719727,PROFIT_TARGET_1,15515.100851835334,11.566866604913992,1.4473323065805554,2
AMZN,2020-07-01,144.00696505737304,930,134000.0,3,135.26,6.07,151.0,158.0,164.99,0.407,8134.68,2020-07-06,152.77557900238037,PROFIT_TARGET_1,7805.207183741528,5.81896251788624,0.9594980477739354,5
ACMR,2020-07-02,21.974314796447754,6098,134000.0,4,20.44,7.0,25.29,28.62,31.94,0.468,9356.25,2020-07-06,26.933193384170533,PROFIT_TARGET_1,29940.37464341524,22.32124192480299,3.200039484984697,4
IAC,2020-07-02,62.12179320716857,2157,134000.0,3,57.15,8.0,67.14,72.15,77.17,0.536,10724.16,2020-07-06,67.20406731414795,PROFIT_TARGET_1,10680.214023420529,7.962346626075812,0.9959023426682332,4
TSLA,2020-07-06,91.48438663101196,1464,134000.0,3,84.17,8.0,98.9,106.31,113.72,0.535,10708.26,2020-07-10,102.92518097686768,PROFIT_TARGET_1,16397.782485184143,12.22492618216421,1.531320623515854,4
RUN,2020-07-07,26.18308507633209,5117,134000.0,5,24.87,5.0,28.85,31.52,34.19,0.336,6719.06,2020-07-10,28.8705577287674,PROFIT_TARGET_1,13448.913254204672,10.02647595255839,2.0016074553453067,3
TGTX,2020-07-08,23.871930610656737,5613,134000.0,4,22.2,7.0,26.73,29.59,32.45,0.469,9384.55,2020-07-13,22.2,STOP_LOSS,-9650.008600000016,-7.194304650573319,-1.0282871507840505,5
FTNT,2020-07-08,29.284635457992554,4575,134000.0,3,26.94,8.0,31.36,33.43,35.5,0.536,10726.71,2020-07-13,26.94,STOP_LOSS,-11006.750499999995,-8.205787123324432,-1.0261071057438462,5
PTC,2020-07-09,85.04249999999999,1575,134000.0,4,79.61,6.39,90.48,95.91,101.34,0.428,8556.19,2020-07-13,79.61,STOP_LOSS,-8873.635750000001,-6.6155007306126725,-1.0371016004499687,4
UPWK,2020-07-09,16.418204847335815,8161,134000.0,4,15.27,7.0,18.2,19.99,21.78,0.469,9370.5,2020-07-13,15.27,STOP_LOSS,-9640.14847,-7.186953695558174,-1.0287763425456926,4
APD,2020-07-07,232.11974027252197,577,134000.0,4,221.61,4.53,242.63,253.14,263.65,0.303,6064.12,2020-07-14,245.75920004272461,PROFIT_TARGET_1,7527.255366227444,5.611743007908094,1.241277414673212,7
RUN,2020-07-13,30.105045152664182,4451,134000.0,3,27.7,8.0,33.68,37.26,40.84,0.535,10704.86,2020-07-14,33.76310877990723,PROFIT_TARGET_1,15995.317582187708,11.924879286525197,1.4942113766198937,1
ROL,2020-07-07,28.354278925895688,4725,134000.0,4,27.07,4.53,29.64,30.92,32.21,0.303,6068.22,2020-07-17,29.667102921485903,PROFIT_TARGET_1,5902.884242716886,4.400736757807033,0.9727541620641234,10
NFLX,2020-07-10,54.900437599182126,2440,134000.0,5,52.16,5.0,58.75,62.6,66.45,0.334,6686.67,2020-07-17,52.16,STOP_LOSS,-6990.8704,-5.211855607079487,-1.0454939096322462,7
ALGN,2020-07-14,299.7698051147461,447,134000.0,4,278.79,7.0,321.98,344.19,366.4,0.469,9377.97,2020-07-17,322.1388377990723,PROFIT_TARGET_1,9718.064435689128,7.245041850454864,1.0362649320403536,3
MRNA,2020-07-14,75.0775209159851,1784,134000.0,3,69.07,8.0,85.67,96.27,106.87,0.536,10717.42,2020-07-17,94.80257347488404,PROFIT_TARGET_1,34824.66328811392,25.96259210052181,3.249352177622252,3
CARR,2020-07-10,23.113729662895203,5797,134000.0,3,21.26,8.0,25.13,27.15,29.16,0.537,10746.07,2020-07-23,25.372788140296937,PROFIT_TARGET_1,12804.966796452034,9.546398971515076,1.1915952321807586,13
APH,2020-07-15,23.879663051605224,5611,134000.0,3,22.54,5.61,24.95,26.02,27.1,0.376,7516.85,2020-07-23,25.08135563659668,PROFIT_TARGET_1,6456.754990467016,4.813660213269578,0.8589709147891292,8
RUN,2020-07-15,35.83290612602234,3739,134000.0,3,32.97,8.0,40.39,44.94,49.49,0.535,10704.41,2020-07-23,42.43876908493042,PROFIT_TARGET_1,24385.87905094627,18.180236965233476,2.2781160429738665,8
AMD,2020-07-22,61.820895915985105,2167,134000.0,4,57.49,7.0,66.67,71.52,76.37,0.469,9385.05,2020-07-24,69.36530152511597,PROFIT_TARGET_1,16030.293796521379,11.9509548634361,1.7080666932970672,2
FDX,2020-07-01,141.0803010406494,949,134000.0,5,134.03,5.0,152.24,163.39,174.55,0.335,6690.74,2020-07-27,153.51637358093262,PROFIT_TARGET_1,11407.351489776775,8.504444428539202,1.7049472617725072,26
OTIS,2020-07-28,55.34067530822754,2421,134000.0,3,52.02,5.99,57.99,60.65,63.3,0.402,8039.35,2020-07-29,58.97228438568116,PROFIT_TARGET_1,8495.128597236355,6.333314892000802,1.056692816834661,1
PZZA,2020-07-08,76.18727503967284,1758,134000.0,4,70.85,7.0,81.85,87.51,93.17,0.469,9382.93,2020-08-03,82.70809883499146,PROFIT_TARGET_1,11121.43691416306,8.29128849819066,1.1852840726086438,26
AMD,2020-07-29,76.12804133605957,1760,134000.0,4,70.8,7.0,83.97,91.81,99.66,0.469,9377.35,2020-08-04,84.99748091506959,PROFIT_TARGET_1,15311.970844111958,11.415428485031356,1.6328671054546886,6
AMGN,2020-07-01,213.67263986206052,627,134000.0,4,201.25,5.81,226.09,238.51,250.93,0.389,7789.0,2020-08-05,202.03810582733155,TRAILING_STOP,-7582.785538616852,-5.653142036036241,-0.9735255126275001,35
FCX,2020-07-06,11.909256706237793,11251,134000.0,3,10.96,8.0,12.91,13.92,14.92,0.534,10680.09,2020-08-05,13.035767635822296,PROFIT_TARGET_1,12384.756248966034,9.233122287388756,1.159611903429435,30
FSLR,2020-07-14,61.81088877868652,2167,134000.0,4,57.48,7.0,67.33,72.85,78.37,0.469,9385.04,2020-08-07,72.89353530502319,PROFIT_TARGET_1,23668.330714979267,17.645288081306205,2.52192221285125,24
PCAR,2020-07-21,45.505670694351195,2944,134000.0,3,42.87,5.8,47.62,49.73,51.84,0.388,7759.41,2020-08-07,48.14453293991089,PROFIT_TARGET_1,7461.767470122577,5.562920266392248,0.9616405267278602,17
CVNA,2020-08-06,223.10150049591064,600,134000.0,5,211.95,5.0,242.08,261.07,280.05,0.335,6690.9,2020-08-07,211.95,STOP_LOSS,-7091.169999999998,-5.286631279168591,-1.059822996107174,1
BBY,2020-07-22,77.85158944702148,1721,134000.0,4,73.41,5.71,82.29,86.74,91.18,0.382,7643.98,2020-08-10,83.25373194885255,PROFIT_TARGET_1,9002.39301129125,6.7114922475220675,1.1777108762224282,19
GLW,2020-07-27,26.31876918697357,5091,134000.0,3,24.84,5.63,27.5,28.69,29.87,0.376,7528.41,2020-08-10,27.597215531349185,PROFIT_TARGET_1,6222.926845828624,4.639335922158904,0.8265920156570359,14
NEM,2020-07-27,58.25359191513061,2300,134000.0,3,53.93,7.42,61.71,65.17,68.62,0.497,9944.26,2020-08-11,53.93,STOP_LOSS,-10219.039000000004,-7.618529977485204,-1.027631775152949,15
ENPH,2020-08-05,75.02749286270141,1786,134000.0,4,69.78,7.0,83.6,92.17,100.74,0.469,9372.02,2020-08-11,69.78,STOP_LOSS,-9631.547080000004,-7.180541160332209,-1.0276914437690519,6
QCOM,2020-07-30,94.76064399719237,1414,134000.0,5,90.34,4.66,100.65,106.54,112.43,0.313,6250.79,2020-08-12,102.26111498260498,PROFIT_TARGET_1,10318.619368818065,7.6927694460897795,1.650770279996146,13
CMG,2020-07-06,22.529659392356873,5947,134000.0,3,20.85,7.44,23.87,25.21,26.55,0.499,9988.93,2020-08-13,23.886650324821474,PROFIT_TARGET_1,7777.855572231609,5.798571258764824,0.7786471765486886,38
SEDG,2020-08-04,196.24806889343262,682,134000.0,5,186.44,5.0,218.04,239.82,261.61,0.334,6689.1,2020-08-13,225.06740267944338,PROFIT_TARGET_1,19208.472658752988,14.320360727893739,2.871606656513612,9
BLDR,2020-08-12,30.375180610656738,4411,134000.0,5,28.86,5.0,33.56,36.74,39.92,0.334,6683.46,2020-08-19,28.86,STOP_LOSS,-6959.841460000011,-5.1887228144989415,-1.0413527898999655,7
FDX,2020-08-10,180.09213729858396,744,134000.0,5,173.32,3.76,189.12,198.15,207.18,0.252,5038.47,2020-08-21,189.36747287750245,PROFIT_TARGET_1,6614.510421040963,4.931270536210777,1.3128013511896406,11
NKE,2020-08-10,97.15134986114501,1379,134000.0,3,92.57,4.72,100.82,104.49,108.16,0.316,6317.68,2020-08-21,101.05021103286744,PROFIT_TARGET_1,5074.892773309868,3.7834499629548572,0.803284053909795,11
AMAT,2020-08-14,64.30256673431396,2083,134000.0,3,59.9,6.85,67.83,71.35,74.87,0.459,9170.55,2020-08-21,59.9,STOP_LOSS,-9487.0717,-7.072831422309036,-1.034515412158102,7
TSLA,2020-08-17,122.43718745040893,1094,134000.0,3,112.64,8.0,133.62,144.8,155.98,0.536,10718.12,2020-08-21,136.59699631500246,PROFIT_TARGET_1,15153.676854644058,11.297416653975919,1.413836802826281,4
NOW,2020-07-20,89.89892327499389,1490,134000.0,3,82.71,8.0,96.41,102.93,109.45,0.536,10711.5,2020-08-26,97.49123091506958,PROFIT_TARGET_1,10982.672129390208,8.187836141015856,1.0253163944380044,37
CRM,2020-08-25,213.56316437530518,627,134000.0,3,198.93,6.85,225.27,236.97,248.67,0.459,9174.99,2020-08-26,268.91646937561035,PROFIT_TARGET_1,34308.01567220918,25.5774193509544,3.7392956807874373,1
META,2020-08-25,279.0114147491455,480,134000.0,3,256.69,8.0,297.19,315.37,333.55,0.536,10714.28,2020-08-26,301.6508874359131,PROFIT_TARGET_1,10513.63354326904,7.83815702451954,0.9812730716802942,1
DELL,2020-07-16,27.353876249313352,4898,134000.0,5,25.99,5.0,29.25,31.14,33.04,0.334,6680.27,2020-08-28,30.61403789329529,PROFIT_TARGET_1,15663.610043758992,11.677583643042773,2.3447584797673593,43
NVDA,2020-08-17,12.300575085639952,10893,134000.0,3,11.32,8.0,13.1,13.9,14.71,0.534,10681.4,2020-08-28,13.095825749397278,PROFIT_TARGET_1,8376.177058296365,6.24463376794576,0.7841831222231547,11
TSLA,2020-08-27,149.324625,897,134000.0,3,137.38,8.0,165.04,180.76,196.48,0.536,10714.33,2020-08-31,166.02362085723877,PROFIT_TARGET_1,14640.26472103424,10.914656031307677,1.3664192347874935,4
INTU,2020-08-24,321.83219187927244,416,134000.0,3,306.31,4.82,334.25,346.67,359.09,0.323,6457.23,2020-09-01,335.08048385620117,PROFIT_TARGET_1,5120.087802895519,3.817143903033921,0.7929230271132235,8
CRWD,2020-08-31,125.79286835861205,1065,134000.0,4,116.99,7.0,134.74,143.69,152.64,0.469,9375.05,2020-09-01,143.61815744018554,PROFIT_TARGET_1,18666.384336123796,13.916221342928562,1.991069356980961,1
GDDY,2020-08-06,79.03949999999999,1695,134000.0,4,73.77,6.66,84.31,89.57,94.84,0.447,8931.8,2020-09-02,85.18738835525514,PROFIT_TARGET_1,10114.2306388953,7.5403929196887445,1.1323840444182809,27
ALB,2020-08-11,86.38679974365233,1551,134000.0,3,79.48,8.0,92.57,98.75,104.93,0.536,10712.45,2020-09-02,93.02154304885865,PROFIT_TARGET_1,9998.136855510966,7.453842318510569,0.9333196620023746,22
SNPS,2020-08-20,215.26758366394043,622,134000.0,5,207.67,3.53,225.39,235.52,245.64,0.236,4725.7,2020-09-02,229.2453206100464,PROFIT_TARGET_1,8313.99883002942,6.1982784603675585,1.7593169349340767,13
AVGO,2020-09-01,31.79734672164917,4214,134000.0,3,30.45,4.24,32.88,33.95,35.03,0.284,5677.72,2020-09-02,33.13236656951904,PROFIT_TARGET_1,5346.172931229317,3.985695596365811,0.9416057489222261,1
WDAY,2020-08-28,244.0019448852539,549,134000.0,5,231.8,5.0,260.94,277.88,294.82,0.335,6698.87,2020-09-03,231.8,STOP_LOSS,-7003.058199999985,-5.220941893926957,-1.0454092347708581,6
AMD,2020-08-31,90.86540969467163,1474,134000.0,3,83.6,8.0,97.26,103.66,110.06,0.535,10709.21,2020-09-03,83.6,STOP_LOSS,-11030.826400000005,-8.223736263736267,-1.0300313835692418,3
ADSK,2020-09-02,261.4806811065674,512,134000.0,3,242.18,7.38,276.92,292.36,307.8,0.494,9881.95,2020-09-03,242.18,STOP_LOSS,-10261.836159999992,-7.650436250316842,-1.0384425626917462,1
BR,2020-08-11,129.74703103637694,1032,134000.0,3,123.32,4.95,134.89,140.03,145.18,0.332,6632.7,2020-09-04,123.50636167907716,TRAILING_STOP,-6802.893312445172,-5.071714339723838,-1.025660347187046,24
ADBE,2020-08-26,528.7542352294921,253,134000.0,5,506.35,4.24,558.63,588.51,618.39,0.283,5668.27,2020-09-04,506.35,STOP_LOSS,-6155.556549999994,-4.589109808102341,-1.0859671305115919,9
BOX,2020-08-27,20.25011977100372,6617,134000.0,3,18.63,8.0,21.57,22.9,24.22,0.536,10720.33,2020-09-04,18.63,STOP_LOSS,-10982.564710000006,-8.187756057375465,-1.0244611988166794,8
ARES,2020-08-10,35.606383008956904,3763,134000.0,3,33.03,7.24,37.67,39.73,41.79,0.485,9694.93,2020-09-08,33.03,STOP_LOSS,-9966.401889999994,-7.430183167578686,-1.0280015067608064,29
PENN,2020-08-13,53.37667347335815,2510,134000.0,3,49.11,8.0,61.41,69.44,77.47,0.535,10709.35,2020-09-10,62.42876908493042,PROFIT_TARGET_1,22405.514192772185,16.703829150530204,2.092145024486617,28
FDX,2020-09-11,210.23877962493896,637,134000.0,3,194.48,7.5,222.85,235.46,248.07,0.502,10038.34,2020-09-16,225.82660540771485,PROFIT_TARGET_1,9573.696097069653,7.137411914257126,0.9537128247604887,5
AMT,2020-09-15,225.49576343536376,594,134000.0,3,212.46,5.78,235.93,246.36,256.79,0.387,7743.24,2020-09-18,212.46,STOP_LOSS,-8058.96123999999,-6.008142037067402,-1.0407733219528326,3
STZ,2020-09-14,178.09005338287352,752,134000.0,3,169.06,5.07,185.31,192.54,199.76,0.34,6790.6,2020-09-21,169.06,STOP_LOSS,-7128.013120000003,-5.314098677441963,-1.0496882409401145,7
AEO,2020-09-16,13.303074986457824,10072,134000.0,3,12.24,8.0,14.52,15.73,16.95,0.535,10707.29,2020-09-21,12.24,STOP_LOSS,-10976.001279999997,-8.182862868474807,-1.0250959845755019,5
CC,2020-09-17,18.39328056049347,7285,134000.0,4,17.11,7.0,20.0,21.6,23.2,0.467,9348.7,2020-09-21,17.11,STOP_LOSS,-9612.296350000004,-7.16618929577885,-1.028196166129483,4
