date,equity,cash,positions_value,open_positions
2021-08-04,2900165.665794008,1828165.665794008,1072000.0,8
2021-08-05,2904360.8564054677,2100360.8564054677,804000.0,6
2021-08-06,2911985.7271005283,2107985.7271005283,804000.0,6
2021-08-09,2917284.265999848,2113284.265999848,804000.0,6
2021-08-10,2930520.059026204,2394520.059026204,536000.0,4
2021-08-11,2919342.419586204,2383342.419586204,536000.0,4
2021-08-12,2919342.419586204,2383342.419586204,536000.0,4
2021-08-13,2919074.419586204,2115074.419586204,804000.0,6
2021-08-16,2919188.5709230457,2383188.5709230457,536000.0,4
2021-08-17,2919188.5709230457,2383188.5709230457,536000.0,4
2021-08-18,2912363.868323046,2510363.868323046,402000.0,3
2021-08-19,2912363.868323046,2510363.868323046,402000.0,3
2021-08-20,2912229.868323046,2376229.868323046,536000.0,4
2021-08-23,2912229.868323046,2376229.868323046,536000.0,4
2021-08-24,2911961.868323046,2107961.868323046,804000.0,6
2021-08-25,2920381.6673110584,1982381.6673110581,938000.0,7
2021-08-26,2920381.6673110584,1982381.6673110581,938000.0,7
2021-08-27,2920247.6673110584,1848247.6673110581,1072000.0,8
2021-08-30,2920247.6673110584,1848247.6673110581,1072000.0,8
2021-08-31,2920247.6673110584,1848247.6673110581,1072000.0,8
2021-09-01,2920247.6673110584,1848247.6673110581,1072000.0,8
2021-09-02,2953569.5904920604,2149569.5904920604,804000.0,6
2021-09-03,2953569.5904920604,2149569.5904920604,804000.0,6
2021-09-06,2953569.5904920604,2149569.5904920604,804000.0,6
2021-09-07,2953435.5904920604,2015435.5904920604,938000.0,7
2021-09-08,2942513.0298520606,2138513.0298520606,804000.0,6
2021-09-09,2942379.0298520606,2004379.0298520606,938000.0,7
2021-09-10,2942379.0298520606,2004379.0298520606,938000.0,7
2021-09-13,2951723.092003993,2549723.092003993,402000.0,3
2021-09-14,2951723.092003993,2549723.092003993,402000.0,3
2021-09-15,2951455.092003993,2281455.092003993,670000.0,5
2021-09-16,2969397.412339243,2433397.412339243,536000.0,4
2021-09-17,2969397.412339243,2433397.412339243,536000.0,4
2021-09-20,2952307.071519243,2684307.071519243,268000.0,2
2021-09-21,2952307.071519243,2684307.071519243,268000.0,2
2021-09-22,2961977.6925166203,2693977.6925166203,268000.0,2
2021-09-23,2961977.6925166203,2693977.6925166203,268000.0,2
2021-09-24,2961977.6925166203,2693977.6925166203,268000.0,2
2021-09-27,2961709.6925166203,2425709.6925166203,536000.0,4
2021-09-28,2961709.6925166203,2425709.6925166203,536000.0,4
2021-09-29,2961709.6925166203,2425709.6925166203,536000.0,4
2021-09-30,2961709.6925166203,2425709.6925166203,536000.0,4
2021-10-01,2955461.7584366202,2419461.7584366202,536000.0,4
2021-10-04,2945826.49507662,2409826.49507662,536000.0,4
2021-10-05,2961151.913325869,2559151.913325869,402000.0,3
2021-10-06,2961151.913325869,2559151.913325869,402000.0,3
2021-10-07,2973241.7198170116,2437241.7198170116,536000.0,4
2021-10-08,2987586.9312720895,2585586.9312720895,402000.0,3
2021-10-11,2987586.9312720895,2585586.9312720895,402000.0,3
2021-10-12,2987586.9312720895,2585586.9312720895,402000.0,3
2021-10-13,2987452.9312720895,2451452.9312720895,536000.0,4
2021-10-14,2987452.9312720895,2451452.9312720895,536000.0,4
2021-10-15,2987452.9312720895,2451452.9312720895,536000.0,4
2021-10-18,2987318.9312720895,2317318.9312720895,670000.0,5
2021-10-19,2977781.7938220897,2441781.7938220897,536000.0,4
2021-10-20,2977781.7938220897,2441781.7938220897,536000.0,4
2021-10-21,2977781.7938220897,2441781.7938220897,536000.0,4
2021-10-22,2977781.7938220897,2441781.7938220897,536000.0,4
2021-10-25,2977647.7938220897,2307647.7938220897,670000.0,5
2021-10-26,2977647.7938220897,2307647.7938220897,670000.0,5
2021-10-27,2977647.7938220897,2307647.7938220897,670000.0,5
2021-10-28,2977647.7938220897,2307647.7938220897,670000.0,5
2021-10-29,2977513.7938220897,2173513.7938220897,804000.0,6
2021-11-01,2986395.492752092,2316395.492752092,670000.0,5
2021-11-02,2986395.492752092,2316395.492752092,670000.0,5
2021-11-03,2986395.492752092,2316395.492752092,670000.0,5
2021-11-04,2998278.653724836,2194278.653724836,804000.0,6
2021-11-05,3023593.199534524,2621593.199534524,402000.0,3
2021-11-08,3023459.199534524,2487459.199534524,536000.0,4
2021-11-09,3037473.645072218,2635473.645072218,402000.0,3
2021-11-10,3037339.645072218,2501339.645072218,536000.0,4
2021-11-11,3037339.645072218,2501339.645072218,536000.0,4
2021-11-12,3037339.645072218,2501339.645072218,536000.0,4
2021-11-15,3037205.645072218,2367205.645072218,670000.0,5
2021-11-16,3037071.645072218,2233071.645072218,804000.0,6
2021-11-17,3037071.645072218,2233071.645072218,804000.0,6
2021-11-18,3030203.665792218,2360203.665792218,670000.0,5
2021-11-19,3030203.665792218,2360203.665792218,670000.0,5
2021-11-22,3023353.069112218,2487353.069112218,536000.0,4
2021-11-23,3015865.578713468,2613865.578713468,402000.0,3
2021-11-24,3015865.578713468,2613865.578713468,402000.0,3
2021-11-25,3015865.578713468,2613865.578713468,402000.0,3
2021-11-26,3015865.578713468,2613865.578713468,402000.0,3
2021-11-29,3015865.578713468,2613865.578713468,402000.0,3
2021-11-30,3015865.578713468,2613865.578713468,402000.0,3
2021-12-01,2994691.973141545,2860691.973141545,134000.0,1
2021-12-02,2994691.973141545,2860691.973141545,134000.0,1
2021-12-03,2994691.973141545,2860691.973141545,134000.0,1
2021-12-06,2994691.973141545,2860691.973141545,134000.0,1
2021-12-07,2994691.973141545,2860691.973141545,134000.0,1
2021-12-08,2994557.973141545,2726557.973141545,268000.0,2
2021-12-09,2994557.973141545,2726557.973141545,268000.0,2
2021-12-10,2987583.566261545,2719583.566261545,268000.0,2
2021-12-13,2978067.467751545,2844067.467751545,134000.0,1
2021-12-14,2978067.467751545,2844067.467751545,134000.0,1
2021-12-15,2977933.467751545,2709933.467751545,268000.0,2
2021-12-16,2967070.607351545,2833070.607351545,134000.0,1
2021-12-17,2967070.607351545,2833070.607351545,134000.0,1
2021-12-20,2967070.607351545,2833070.607351545,134000.0,1
2021-12-21,2967070.607351545,2833070.607351545,134000.0,1
2021-12-22,2967070.607351545,2833070.607351545,134000.0,1
2021-12-23,2967070.607351545,2833070.607351545,134000.0,1
2021-12-24,2967070.607351545,2833070.607351545,134000.0,1
2021-12-27,2967070.607351545,2833070.607351545,134000.0,1
2021-12-28,2967070.607351545,2833070.607351545,134000.0,1
2021-12-29,2967070.607351545,2833070.607351545,134000.0,1
2021-12-30,2967070.607351545,2833070.607351545,134000.0,1
2021-12-31,2967070.607351545,2833070.607351545,134000.0,1
2022-01-03,2967070.607351545,2833070.607351545,134000.0,1
2022-01-04,2966802.607351545,2564802.607351545,402000.0,3
2022-01-05,2960740.41763641,2692740.41763641,268000.0,2
2022-01-06,2960740.41763641,2692740.41763641,268000.0,2
2022-01-07,2960740.41763641,2692740.41763641,268000.0,2
2022-01-10,2960740.41763641,2692740.41763641,268000.0,2
2022-01-11,2960740.41763641,2692740.41763641,268000.0,2
2022-01-12,2974803.9470817954,2706803.9470817954,268000.0,2
2022-01-13,2974803.9470817954,2706803.9470817954,268000.0,2
2022-01-14,2974535.9470817954,2438535.9470817954,536000.0,4
2022-01-17,2974535.9470817954,2438535.9470817954,536000.0,4
2022-01-18,2963606.9928417956,2561606.9928417956,402000.0,3
2022-01-19,2945788.7265417953,2677788.7265417953,268000.0,2
2022-01-20,2945788.7265417953,2677788.7265417953,268000.0,2
2022-01-21,2935766.2948717955,2801766.2948717955,134000.0,1
2022-01-24,2935766.2948717955,2801766.2948717955,134000.0,1
2022-01-25,2935766.2948717955,2801766.2948717955,134000.0,1
2022-01-26,2935766.2948717955,2801766.2948717955,134000.0,1
2022-01-27,2935766.2948717955,2801766.2948717955,134000.0,1
2022-01-28,2935632.2948717955,2667632.2948717955,268000.0,2
2022-01-31,2935632.2948717955,2667632.2948717955,268000.0,2
2022-02-01,2935498.2948717955,2533498.2948717955,402000.0,3
2022-02-02,2935364.2948717955,2399364.2948717955,536000.0,4
2022-02-03,2935096.2948717955,2131096.2948717955,804000.0,6
2022-02-04,2928150.3636217955,2258150.3636217955,670000.0,5
2022-02-07,2928150.3636217955,2258150.3636217955,670000.0,5
2022-02-08,2928150.3636217955,2258150.3636217955,670000.0,5
2022-02-09,2927882.3636217955,1989882.3636217955,938000.0,7
2022-02-10,2927882.3636217955,1989882.3636217955,938000.0,7
2022-02-11,2921166.6319417953,2117166.6319417953,804000.0,6
2022-02-14,2914383.311700064,2244383.311700064,670000.0,5
2022-02-15,2914115.311700064,1976115.3117000642,938000.0,7
2022-02-16,2914115.311700064,1976115.3117000642,938000.0,7
2022-02-17,2914115.311700064,1976115.3117000642,938000.0,7
2022-02-18,2914115.311700064,1976115.3117000642,938000.0,7
2022-02-21,2914115.311700064,1976115.3117000642,938000.0,7
2022-02-22,2903269.4742600643,2099269.4742600643,804000.0,6
2022-02-23,2903269.4742600643,2099269.4742600643,804000.0,6
2022-02-24,2903269.4742600643,2099269.4742600643,804000.0,6
2022-02-25,2903269.4742600643,2099269.4742600643,804000.0,6
2022-02-28,2903269.4742600643,2099269.4742600643,804000.0,6
2022-03-01,2903269.4742600643,2099269.4742600643,804000.0,6
2022-03-02,2903269.4742600643,2099269.4742600643,804000.0,6
2022-03-03,2903269.4742600643,2099269.4742600643,804000.0,6
2022-03-04,2910244.952577978,2240244.952577978,670000.0,5
2022-03-07,2888478.072977978,2486478.072977978,402000.0,3
2022-03-08,2888478.072977978,2486478.072977978,402000.0,3
2022-03-09,2888478.072977978,2486478.072977978,402000.0,3
2022-03-10,2888478.072977978,2486478.072977978,402000.0,3
2022-03-11,2888478.072977978,2486478.072977978,402000.0,3
2022-03-14,2897949.373137046,2629949.373137046,268000.0,2
2022-03-15,2897949.373137046,2629949.373137046,268000.0,2
2022-03-16,2906376.028150441,2772376.028150441,134000.0,1
2022-03-17,2906376.028150441,2772376.028150441,134000.0,1
2022-03-18,2906242.028150441,2638242.028150441,268000.0,2
2022-03-21,2906242.028150441,2638242.028150441,268000.0,2
2022-03-22,2906108.028150441,2504108.028150441,402000.0,3
2022-03-23,2906108.028150441,2504108.028150441,402000.0,3
2022-03-24,2906108.028150441,2504108.028150441,402000.0,3
2022-03-25,2915257.662038482,2647257.662038482,268000.0,2
2022-03-28,2915257.662038482,2647257.662038482,268000.0,2
2022-03-29,2915257.662038482,2647257.662038482,268000.0,2
2022-03-30,2915257.662038482,2647257.662038482,268000.0,2
2022-03-31,2915257.662038482,2647257.662038482,268000.0,2
2022-04-01,2915123.662038482,2513123.662038482,402000.0,3
2022-04-04,2915123.662038482,2513123.662038482,402000.0,3
2022-04-05,2915123.662038482,2513123.662038482,402000.0,3
2022-04-06,2906843.2038883828,2504843.2038883828,402000.0,3
