symbol,entry_date,entry_price,shares,position_value,conviction_level,stop_price,stop_percent,target_1_price,target_2_price,target_3_price,position_risk_pct,dollar_risk,exit_date,exit_price,exit_reason,pnl_dollars,pnl_percent,r_multiple,holding_days
ITW,2020-01-03,155.6019778060913,1285,200000.0,5,153.0,1.67,159.07,162.53,166.0,0.167,3343.54,2020-01-27,153.0,STOP_LOSS,-3791.6050000000105,-1.893908591408597,-1.1340086616965865,24
ACIW,2020-01-16,37.91895152664184,5274,200000.0,4,35.79,5.61,40.05,42.18,44.3,0.561,11228.09,2020-01-27,35.79,STOP_LOSS,-11632.296460000012,-5.810337892107898,-1.0359995418487715,11
AL,2020-01-22,41.814491157531734,4783,200000.0,4,40.2,3.87,43.43,45.05,46.67,0.386,7722.11,2020-01-27,40.2,STOP_LOSS,-8115.676600000006,-4.0537845154845185,-1.0509660354535906,5
ADBE,2020-01-16,345.5526948852539,578,200000.0,4,336.48,2.63,354.62,363.7,372.77,0.262,5244.02,2020-01-28,354.4526898803711,PROFIT_TARGET_1,4468.781096103659,2.2321583896621675,0.8521674410253226,12
AAPL,2020-01-14,75.41039753723145,2652,200000.0,4,72.73,3.56,78.09,80.78,83.46,0.355,7108.41,2020-01-29,78.14430368804932,PROFIT_TARGET_1,6831.454687326099,3.412315028634415,0.9610377826979313,15
APO,2020-01-28,42.918066198348995,4660,200000.0,4,40.69,5.2,45.15,47.38,49.61,0.519,10382.79,2020-01-30,40.69,STOP_LOSS,-10774.215400000016,-5.381725974025982,-1.0376995945054002,2
BBY,2020-01-15,69.97966686630248,2857,200000.0,5,68.21,2.53,72.34,74.7,77.06,0.253,5055.94,2020-01-31,68.21,STOP_LOSS,-5518.905970000022,-2.7566962887112996,-1.0915691037488078,16
AAPL,2020-01-30,78.10911865997313,2560,200000.0,4,75.17,3.77,81.05,83.99,86.93,0.376,7524.14,2020-01-31,75.17,STOP_LOSS,-7957.2351999999955,-3.974642957042955,-1.0575602279454794,1
ALLE,2020-01-23,119.74922915267943,1670,200000.0,4,115.99,3.14,123.51,127.27,131.02,0.314,6277.91,2020-02-04,124.65247107696534,PROFIT_TARGET_1,7761.457071833574,3.8768516842325544,1.2363117267319719,12
CAG,2020-01-28,25.426840138435363,7865,200000.0,5,24.62,3.18,26.51,27.58,28.66,0.317,6345.8,2020-02-04,24.62,STOP_LOSS,-6757.336299999995,-3.3752928571428553,-1.0648521480495035,7
ADBE,2020-01-29,351.83583366394043,568,200000.0,4,340.76,3.15,362.91,373.98,385.05,0.315,6291.07,2020-02-04,366.5566202392578,PROFIT_TARGET_1,7795.9561356025515,3.8940839838174583,1.2392091921089015,6
AMAT,2020-01-28,56.83097162818908,3519,200000.0,4,53.9,5.16,59.76,62.7,65.63,0.516,10314.09,2020-02-05,60.17931454086304,PROFIT_TARGET_1,11359.236861427722,5.673944486227633,1.101332040634709,8
AMP,2020-02-03,150.6469105682373,1327,200000.0,4,144.19,4.29,157.1,163.56,170.02,0.428,8568.32,2020-02-05,158.22513862609864,PROFIT_TARGET_1,9554.794197876065,4.772624474463568,1.1151303682071938,2
AAPL,2020-02-03,74.44088073348999,2686,200000.0,4,70.96,4.68,77.92,81.4,84.88,0.467,9349.65,2020-02-06,78.35391562652589,PROFIT_TARGET_1,10048.158755475684,5.019060317420421,1.0747101153838956,3
ABBV,2020-02-05,67.94682875061035,2943,200000.0,4,65.24,3.98,70.65,73.36,76.06,0.398,7966.2,2020-02-07,72.31380822372437,PROFIT_TARGET_1,12406.718064818386,6.197161870538654,1.5574204409581944,2
AMD,2020-01-27,49.28462832069397,4058,200000.0,4,46.36,5.94,52.21,55.14,58.07,0.593,11868.14,2020-02-10,52.23386832237244,PROFIT_TARGET_1,11553.072614535165,5.770765541725857,0.9734525321544407,14
AES,2020-01-17,16.300657241821288,12269,200000.0,4,15.85,2.74,16.75,17.2,17.64,0.276,5529.11,2020-02-12,16.767773113250733,PROFIT_TARGET_1,5318.0845181467885,2.656385873200194,0.9618330905797424,26
ALLE,2020-02-05,122.95973405456542,1626,200000.0,4,118.18,3.89,127.74,132.52,137.3,0.389,7771.85,2020-02-12,127.71234936904908,PROFIT_TARGET_1,7252.619793999736,3.6226872097900777,0.9331912040393151,7
AMAT,2020-02-06,59.66356397438049,3352,200000.0,4,55.84,6.41,63.49,67.31,71.13,0.641,12816.59,2020-02-13,63.5466943397522,PROFIT_TARGET_1,12595.510907422518,6.291463989721538,0.9827508256040571,7
ADBE,2020-02-05,365.73276278686524,546,200000.0,4,351.53,3.88,379.94,394.15,408.35,0.388,7754.71,2020-02-19,383.08835877990725,PROFIT_TARGET_1,8757.077649935527,4.374164660307455,1.1292594261514526,14
AMD,2020-02-11,53.826899236679075,3715,200000.0,4,50.06,7.0,58.34,62.86,67.37,0.7,13994.03,2020-02-19,58.87055152511597,PROFIT_TARGET_1,18285.39481689004,9.133563844600419,1.3066567635575037,8
ALLE,2020-02-13,126.23486933898926,1584,200000.0,4,121.43,3.81,131.04,135.85,140.65,0.381,7610.91,2020-02-19,121.43,STOP_LOSS,-8047.225119999988,-4.019592967032961,-1.0573271676015181,6
AMP,2020-02-06,158.24848777770995,1263,200000.0,4,151.26,4.41,165.23,172.22,179.21,0.441,8826.46,2020-02-24,151.26,STOP_LOSS,-9349.661380000034,-4.670160529470547,-1.0592764611184158,18
AAPL,2020-02-07,77.3662013053894,2585,200000.0,4,73.58,4.89,81.15,84.94,88.72,0.489,9787.33,2020-02-24,73.58,STOP_LOSS,-10185.904300000024,-5.087864285714297,-1.0407234567875285,17
AVY,2020-02-11,123.64253225326537,1617,200000.0,4,117.17,5.24,130.12,136.59,143.06,0.523,10466.08,2020-02-24,117.17,STOP_LOSS,-10925.57389,-5.457329615384615,-1.0439026867907966,13
AMAT,2020-02-14,63.11930862236023,3168,200000.0,4,59.25,6.12,66.98,70.85,74.71,0.613,12257.97,2020-02-24,59.25,STOP_LOSS,-12683.703999999998,-6.335516483516482,-1.034731223378672,10
MS,2020-02-20,44.55366447257995,4488,200000.0,5,43.1,3.27,46.5,48.44,50.38,0.326,6524.05,2020-02-24,43.1,STOP_LOSS,-6960.632799999992,-3.476839560439556,-1.0669196135077161,4
ADBE,2020-02-20,379.14947145080566,527,200000.0,4,364.75,3.8,393.55,407.96,422.36,0.379,7588.52,2020-02-24,364.75,STOP_LOSS,-8168.97325000001,-4.080406218781224,-1.0764907629108054,4
APO,2020-01-31,40.01738944244384,4997,200000.0,4,37.22,7.0,43.03,46.05,49.06,0.699,13978.56,2020-02-25,37.22,STOP_LOSS,-14397.648340000014,-7.191632537462544,-1.0299811600549695,25
ABBV,2020-02-10,74.31561213684081,2691,200000.0,4,70.76,4.79,77.87,81.43,84.99,0.478,9568.15,2020-02-25,70.76,STOP_LOSS,-9975.25516,-4.982644935064935,-1.042547702909489,15
AES,2020-02-13,16.680443750381468,11990,200000.0,4,16.18,3.0,17.18,17.68,18.18,0.3,6000.32,2020-02-25,16.18,STOP_LOSS,-6395.798200000019,-3.194704395604405,-1.065909417422857,12
ALLE,2020-02-20,119.7953413696289,1669,200000.0,4,113.43,5.31,126.16,132.52,138.88,0.531,10623.75,2020-02-27,113.43,STOP_LOSS,-11074.64466999998,-5.531790544455535,-1.0424416729182229,7
HWM,2020-02-25,23.987541289329528,8337,200000.0,5,22.98,4.21,25.34,26.68,28.03,0.42,8399.87,2020-02-27,22.98,STOP_LOSS,-8807.324259999994,-4.399262867132864,-1.0485069943920953,2
CVNA,2020-02-26,101.61077755737304,1968,200000.0,4,94.5,7.0,112.7,123.79,134.88,0.7,13994.01,2020-02-27,94.5,STOP_LOSS,-14409.975999999995,-7.197790209790207,-1.0297245578763128,1
DAY,2020-02-26,73.87691633605957,2707,200000.0,4,68.71,7.0,79.72,85.56,91.41,0.699,13986.84,2020-03-05,68.71,STOP_LOSS,-14388.027970000025,-7.18682715784217,-1.0286830603593313,8
AXON,2020-02-26,80.44020152664184,2486,200000.0,4,74.81,7.0,86.98,93.53,100.07,0.7,13996.68,2020-03-06,74.81,STOP_LOSS,-14408.31766,-7.196961868131869,-1.0294095910958192,9
ADBE,2020-02-25,347.9738877868652,574,200000.0,4,329.79,5.22,366.16,384.34,402.52,0.522,10437.55,2020-03-09,329.79,STOP_LOSS,-11089.839459999988,-5.539380349650344,-1.0624943373679259,13
BIIB,2020-02-25,324.2720403442383,616,200000.0,4,301.57,7.0,354.17,384.07,413.97,0.699,13984.46,2020-03-09,301.57,STOP_LOSS,-14618.647120000009,-7.302021538461542,-1.0453496531655582,13
AMD,2020-03-04,50.135055610656735,3989,200000.0,4,46.63,7.0,57.13,64.12,71.11,0.699,13981.67,2020-03-09,46.63,STOP_LOSS,-14378.937069999985,-7.182286248751242,-1.0284136536719657,5
CI,2020-03-04,190.7031530456543,1048,200000.0,4,177.35,7.0,208.45,226.2,243.95,0.7,13994.1,2020-03-09,177.35,STOP_LOSS,-14523.062800000014,-7.25427712287713,-1.037798661017745,5
DVA,2020-03-02,82.27111835861206,2430,200000.0,4,76.89,6.54,87.65,93.03,98.41,0.654,13076.12,2020-03-11,76.89,STOP_LOSS,-13544.142699999997,-6.765306043956041,-1.0357923584415982,9
DXCM,2020-03-02,71.46821899795532,2798,200000.0,4,66.47,7.0,80.47,89.48,98.48,0.699,13985.02,2020-03-11,66.47,STOP_LOSS,-14402.923060000001,-7.194267262737264,-1.029882431390966,9
ABBV,2020-03-02,69.56255014801025,2875,200000.0,4,64.93,6.65,74.19,78.82,83.45,0.666,13318.58,2020-03-12,64.93,STOP_LOSS,-13712.923749999958,-6.849612262737242,-1.0296084135741763,10
REGN,2020-04-17,565.2556921691894,353,200000.0,5,536.99,5.0,608.2,651.15,694.1,0.499,9977.79,2020-04-28,536.99,STOP_LOSS,-10832.087469999999,-5.410633101898101,-1.085619981093154,11
TSLA,2020-04-27,53.276624999999996,3753,200000.0,4,49.55,7.0,60.06,66.85,73.64,0.699,13986.02,2020-05-01,49.55,STOP_LOSS,-14424.811149999994,-7.205200374625371,-1.0313732864154233,4
ACMR,2020-04-29,13.820239223957062,14471,200000.0,4,12.85,7.0,15.73,17.64,19.56,0.702,14040.33,2020-05-01,12.85,STOP_LOSS,-14433.602350000001,-7.209591583416584,-1.028010060263714,2
DXCM,2020-04-17,80.89042347335815,2472,200000.0,5,76.85,5.0,90.12,99.35,108.58,0.499,9987.93,2020-05-05,91.02446469497681,PROFIT_TARGET_1,24587.464249256707,12.2814506739544,2.4617185004703885,18
REGN,2020-04-29,512.9428056335449,389,200000.0,4,477.04,7.0,554.38,595.83,637.27,0.698,13966.19,2020-05-05,570.2304891967774,PROFIT_TARGET_1,21397.840637248883,10.688232086537903,1.5321170988928348,6
MRNA,2020-04-17,46.87342347335815,4266,200000.0,5,44.53,5.0,53.03,59.18,65.34,0.5,9997.04,2020-05-07,53.16340362739563,PROFIT_TARGET_1,26368.284794595296,13.170971425871777,2.6376080146578853,20
DXCM,2020-05-06,91.67581225204468,2181,200000.0,4,85.26,7.0,100.67,109.67,118.67,0.7,13992.89,2020-05-07,101.03945133972168,PROFIT_TARGET_1,19946.676328561065,9.963374789491041,1.4254868927590139,1
ACMR,2020-05-07,14.737364542007445,13570,200000.0,4,13.71,7.0,16.95,19.16,21.37,0.697,13941.34,2020-05-11,17.937693384170533,PROFIT_TARGET_1,42971.08472397094,21.464078283701767,3.0822786388723338,4
ACMR,2020-05-12,18.692674109458924,10699,200000.0,4,17.38,7.0,21.37,24.05,26.72,0.702,14044.3,2020-05-13,17.38,STOP_LOSS,-14437.328620000015,-7.2114528571428655,-1.0279848988261882,1
ENPH,2020-05-06,52.70634030532837,3794,200000.0,4,49.02,7.0,60.76,68.81,76.86,0.699,13985.98,2020-05-18,64.38778816986084,PROFIT_TARGET_1,43842.98104813558,21.899590933134654,3.134781856604765,12
MRNA,2020-05-08,59.279624999999996,3373,200000.0,4,55.13,7.0,68.44,77.61,86.77,0.7,13996.69,2020-05-18,79.96000000000001,PROFIT_TARGET_1,69235.37492000003,34.58310435564437,4.946555152286471,10
VIRT,2020-05-11,19.453256618499754,10281,200000.0,4,18.09,7.0,21.19,22.93,24.67,0.701,14015.64,2020-05-18,18.09,STOP_LOSS,-14402.693289999996,-7.19415249250749,-1.0276157178300314,7
ACMR,2020-05-14,20.020005228996276,9990,200000.0,4,18.62,7.0,23.5,26.98,30.46,0.699,13986.05,2020-05-20,18.62,STOP_LOSS,-14372.213799999969,-7.178927972027957,-1.027610476191918,6
ENPH,2020-05-19,67.0735209159851,2981,200000.0,4,62.38,7.0,76.61,86.15,95.68,0.7,13991.39,2020-05-21,62.38,STOP_LOSS,-14431.174780000001,-7.208379010989012,-1.0314328354707685,2
GEN,2020-04-24,18.460817287445067,10833,200000.0,5,17.54,5.0,19.97,21.47,22.98,0.499,9975.21,2020-05-26,17.54,STOP_LOSS,-10379.190820000018,-5.184410999001008,-1.0404980944041733,32
MRNA,2020-05-19,71.70583316802978,2789,200000.0,4,66.69,7.0,84.59,97.47,110.35,0.699,13989.16,2020-05-26,66.69,STOP_LOSS,-14387.588409999997,-7.186607597402596,-1.0284813199098548,7
DXCM,2020-05-08,101.4256875,1971,200000.0,4,94.33,7.0,111.12,120.82,130.52,0.699,13985.6,2020-05-27,94.33,STOP_LOSS,-14461.49443000002,-7.223523691308702,-1.0340274543368402,19
REGN,2020-05-06,550.0607816162109,363,200000.0,4,511.56,7.0,597.13,644.2,691.27,0.699,13975.78,2020-05-29,608.3934050292969,PROFIT_TARGET_1,20425.959219609154,10.202776832971605,1.4615251365552415,23
GEN,2020-05-27,17.49197983932495,11433,200000.0,4,16.27,7.0,18.89,20.29,21.68,0.699,13970.9,2020-05-29,20.043758431434632,PROFIT_TARGET_1,28731.129856445565,14.351213714508274,2.056498801402644,2
TSLA,2020-05-07,52.028667806625364,3844,200000.0,4,48.39,7.0,59.27,66.5,73.74,0.699,13987.04,2020-06-01,59.84339631080628,PROFIT_TARGET_1,29607.977403320576,14.789199502158128,2.1168152387577974,25
ENPH,2020-05-26,58.459215305328364,3421,200000.0,4,54.37,7.0,69.47,80.48,91.5,0.699,13989.21,2020-06-03,54.37,STOP_LOSS,-14386.229770000005,-7.185928956043959,-1.0283807546312909,8
TSLA,2020-06-02,58.800053363800046,3401,200000.0,4,54.68,7.0,63.21,67.63,72.04,0.701,14012.3,2020-06-08,63.29633511543274,PROFIT_TARGET_1,14855.564891859161,7.420362083845735,1.0601802210835898,6
TSLA,2020-06-09,62.74268989562988,3187,200000.0,4,58.35,7.0,67.16,71.57,75.99,0.7,13999.5,2020-06-10,68.30250158691406,PROFIT_TARGET_1,17262.39248493762,8.62257366880001,1.233071835342952,1
GEN,2020-06-01,19.121391397476195,10459,200000.0,4,17.78,7.0,20.88,22.64,24.39,0.701,14029.61,2020-06-11,17.78,STOP_LOSS,-14424.94101999997,-7.205265244755229,-1.0281781403613448,10
DXCM,2020-05-28,90.50272539138794,2209,200000.0,4,84.17,7.0,100.35,110.2,120.05,0.699,13988.99,2020-06-17,100.74460066986084,PROFIT_TARGET_1,22122.278056842886,11.050088939481961,1.5814063374671796,20
GEN,2020-06-19,18.433581996917724,10849,200000.0,4,17.14,7.0,20.02,21.62,23.21,0.702,14034.07,2020-06-26,17.14,STOP_LOSS,-14434.091859999986,-7.2098360939060875,-1.028503544910763,7
TSLA,2020-06-11,64.88843080902099,3082,200000.0,4,60.35,7.0,70.12,75.34,80.57,0.699,13987.44,2020-06-30,71.95134153747559,PROFIT_TARGET_1,21332.28058388125,10.655484807133492,1.5251021530429254,19
ACMR,2020-05-26,19.743200254440307,10130,200000.0,4,18.36,7.0,24.69,29.64,34.59,0.701,14011.82,2020-07-06,26.933193384170533,PROFIT_TARGET_1,72360.41573266586,36.144063802530404,5.164241553124514,41
ACAD,2020-07-02,51.63580561065674,3873,200000.0,4,48.02,7.0,56.82,62.01,67.19,0.7,14004.02,2020-07-07,56.971500000000006,PROFIT_TARGET_1,20229.968880500033,10.104879560689326,1.4445834778524551,5
VIRT,2020-05-28,18.502172106742858,10809,200000.0,4,17.21,7.0,20.23,21.95,23.68,0.698,13967.09,2020-07-08,20.379649971961975,PROFIT_TARGET_1,19863.352910390066,9.921754700494539,1.4221541728102052,41
AAPL,2020-07-01,88.2606915435791,2266,200000.0,4,83.75,5.11,92.77,97.29,101.8,0.511,10221.23,2020-07-09,92.74927172088624,PROFIT_TARGET_1,9759.679869808693,4.874964969934412,0.9548442504762975,8
EFX,2020-07-07,161.6460444717407,1237,200000.0,5,155.73,3.66,169.53,177.42,185.3,0.366,7318.15,2020-07-09,155.73,STOP_LOSS,-7754.628010000015,-3.873440564435572,-1.0596436499250783,2
ADBE,2020-07-02,443.17148721313475,451,200000.0,4,421.9,4.8,464.44,485.71,506.98,0.48,9593.44,2020-07-10,465.96691220092777,PROFIT_TARGET_1,9740.926325215813,4.865597565042863,1.0153735866197409,8
LIN,2020-07-08,204.61286016082764,977,200000.0,5,197.32,3.57,214.34,224.07,233.8,0.356,7125.12,2020-07-14,215.12145040893557,PROFIT_TARGET_1,9763.483392480499,4.876864831408841,1.370289538217877,6
CHD,2020-07-09,76.42165272903442,2617,200000.0,5,74.58,2.41,78.87,81.32,83.78,0.241,4819.61,2020-07-14,78.9140983467102,PROFIT_TARGET_1,6111.677177967271,3.052785803180455,1.2680866864904672,5
A,2020-07-01,84.90400305175781,2355,200000.0,4,80.91,4.7,88.9,92.89,96.89,0.47,9405.88,2020-07-15,89.41098350906373,PROFIT_TARGET_1,10152.30329768124,5.071080568272348,1.0793574162154687,14
ACMR,2020-07-15,27.977314796447754,7148,200000.0,4,26.02,7.0,33.03,38.09,43.14,0.7,13990.89,2020-07-16,26.02,STOP_LOSS,-14395.030960000004,-7.190325154845157,-1.0288862899908535,1
REGN,2020-06-01,595.7450503234863,335,200000.0,4,554.04,7.0,643.9,692.05,740.2,0.699,13971.19,2020-07-20,653.4662552795411,PROFIT_TARGET_1,18492.28432312762,9.236905256307502,1.3236010578476032,49
ACAD,2020-07-10,55.47772576332092,3605,200000.0,4,51.59,7.0,60.66,65.84,71.02,0.701,14015.25,2020-07-21,51.59,STOP_LOSS,-14404.031949999975,-7.194821153846141,-1.0277398216254914,11
A,2020-07-16,89.48116536712647,2235,200000.0,4,86.06,3.82,92.9,96.32,99.73,0.382,7646.3,2020-07-23,93.04979582214357,PROFIT_TARGET_1,7558.327368828381,3.7753882961180723,0.9884941509195537,7
ABBV,2020-07-01,78.91852890014648,2534,200000.0,4,75.09,4.84,82.74,86.57,90.39,0.485,9701.49,2020-07-31,76.39700882720948,TRAILING_STOP,-6803.569652219332,-3.398386439669996,-0.7012910476902654,30
AAPL,2020-07-10,93.00447154998778,2150,200000.0,4,88.89,4.43,97.12,101.24,105.36,0.442,8846.11,2020-07-31,102.92719412994386,PROFIT_TARGET_1,20872.17391199991,10.42566129470525,2.359473810452109,21
DXCM,2020-06-18,100.5277396659851,1989,200000.0,4,93.49,7.0,110.54,120.55,130.56,0.7,13998.06,2020-08-03,110.86204460525514,PROFIT_TARGET_1,20084.102113132598,10.032019037528771,1.4347771114938852,46
ACN,2020-07-02,199.3764022979736,1003,200000.0,4,188.33,5.54,210.43,221.48,232.53,0.554,11079.54,2020-08-03,210.52674878692628,PROFIT_TARGET_1,10747.170704253775,5.3682171349918955,0.9700013939685386,32
A,2020-07-24,91.36021721649169,2189,200000.0,4,87.9,3.79,94.82,98.29,101.75,0.379,7574.42,2020-08-03,95.38904156875611,PROFIT_TARGET_1,8397.805382013117,4.194707983023535,1.1087067241738777,10
ADBE,2020-07-15,433.2265147705078,461,200000.0,4,406.22,6.23,460.23,487.24,514.24,0.623,12450.0,2020-08-06,463.8779303588868,PROFIT_TARGET_1,13433.878169551375,6.710228855919769,1.0790260721954943,22
CVNA,2020-08-04,166.77334744262694,1199,200000.0,5,158.43,5.0,178.1,189.42,200.75,0.5,10003.67,2020-08-06,222.87851049041748,PROFIT_TARGET_1,66764.10274393257,33.34870266929698,6.6739585398561365,2
BBY,2020-07-22,77.85158944702148,2568,200000.0,5,74.52,4.28,82.29,86.74,91.18,0.428,8555.52,2020-08-10,83.25373194885255,PROFIT_TARGET_1,13381.788061008701,6.684209820683668,1.564111287460713,19
PCRX,2020-08-03,54.91744438934326,3641,200000.0,5,52.25,4.85,58.47,62.02,65.57,0.486,9712.17,2020-08-10,60.959506677627566,PROFIT_TARGET_1,21531.61024942872,10.75505007463972,2.2169732702795657,7
ALB,2020-08-04,79.73377854537964,2508,200000.0,5,76.35,4.24,84.24,88.76,93.27,0.424,8486.52,2020-08-11,86.30045611572267,PROFIT_TARGET_1,16025.102394294197,8.004546650496602,1.8883015452718663,7
TSLA,2020-08-12,103.70249061584472,1928,200000.0,5,98.52,5.0,115.19,126.68,138.17,0.5,9991.84,2020-08-17,122.31481145095826,PROFIT_TARGET_1,35387.13352097009,17.67589086961543,3.5416026243313707,5
AAPL,2020-08-03,105.62629597091674,1893,200000.0,4,99.36,5.93,111.89,118.16,124.42,0.593,11862.1,2020-08-18,112.13975625991822,PROFIT_TARGET_1,11868.278041425161,5.928210809902678,1.0005209675672524,15
ADSK,2020-07-13,231.97593061065672,862,200000.0,5,220.65,4.88,247.08,262.18,277.29,0.488,9762.95,2020-08-20,249.02541889953613,PROFIT_TARGET_1,14245.251180308725,7.115510080074289,1.4591130744420693,38
ADBE,2020-08-07,449.7947923278808,444,200000.0,5,432.84,3.77,472.4,495.01,517.61,0.376,7527.93,2020-08-20,478.240770980835,PROFIT_TARGET_1,11926.56341317523,5.957324382205409,1.5843089546299742,13
SNPS,2020-08-19,198.31911122131348,1008,200000.0,5,192.04,3.16,206.69,215.05,223.42,0.316,6329.34,2020-08-20,215.05242366027832,PROFIT_TARGET_1,16356.070206511009,8.169865238017488,2.5841651077033623,1
IAC,2020-08-11,66.05901397705078,3027,200000.0,5,62.76,5.0,71.24,76.41,81.59,0.499,9986.12,2020-08-24,71.27373251342773,PROFIT_TARGET_1,15329.842729827593,7.657264100812984,1.535115733815819,13
VIR,2020-08-11,52.68632984733581,3796,200000.0,5,50.05,5.0,58.13,63.57,69.01,0.5,10007.51,2020-08-24,50.05,STOP_LOSS,-10400.189800000022,-5.19490000000001,-1.0392387091342115,13
LEN,2020-08-21,70.98491472244262,2817,200000.0,5,68.41,3.63,74.42,77.86,81.3,0.363,7253.53,2020-08-27,68.41,STOP_LOSS,-7681.740969999984,-3.837033451548444,-1.0590341413218127,6
ACMR,2020-08-25,32.652983676910395,6125,200000.0,4,30.37,7.0,36.77,40.88,44.99,0.699,13983.28,2020-08-27,30.37,STOP_LOSS,-14369.766249999986,-7.177705419580413,-1.0276395356839716,2
TSCO,2020-08-21,28.055051399230955,7128,200000.0,5,27.2,3.03,29.19,30.33,31.46,0.305,6094.81,2020-08-28,27.2,STOP_LOSS,-6512.2815999999875,-3.252887912087906,-1.0684968808987854,7
WST,2020-08-21,267.8754174041748,746,200000.0,5,259.54,3.11,278.99,290.11,301.22,0.311,6218.22,2020-08-31,279.9095967712403,PROFIT_TARGET_1,8403.746632153896,4.197675640436511,1.3514711223427516,10
AMZN,2020-08-18,165.7073087081909,1206,200000.0,5,159.0,4.05,174.65,183.6,192.55,0.404,8089.01,2020-09-01,174.8685156555176,PROFIT_TARGET_1,10480.538450673688,5.235034191145698,1.2956508740479074,14
AAPL,2020-08-25,121.2491089668274,1649,200000.0,4,114.74,5.37,127.76,134.27,140.79,0.537,10733.52,2020-09-01,130.20581484222413,PROFIT_TARGET_1,14294.679286152765,7.14019944363275,1.3317791714325662,7
