symbol,entry_date,entry_price,shares,position_value,conviction_level,stop_price,stop_percent,target_1_price,target_2_price,target_3_price,position_risk_pct,dollar_risk,exit_date,exit_price,exit_reason,pnl_dollars,pnl_percent,r_multiple,holding_days
AAPL,2020-01-01,70.82083889007568,4236,300000.0,3,68.24,3.64,72.88,74.95,77.01,0.547,10932.43,2020-01-08,73.04855571746826,PROFIT_TARGET_1,8824.248337176396,2.9384776347573744,0.8071623126006824,7
ADSK,2020-01-01,183.55173671722412,1634,300000.0,3,176.35,3.92,189.31,195.07,200.83,0.588,11767.64,2020-01-08,189.8550219497681,PROFIT_TARGET_1,9612.88276005513,3.2010931601915185,0.8168914549161486,7
ADBE,2020-01-01,329.974902557373,909,300000.0,3,317.72,3.71,339.78,349.58,359.38,0.557,11139.71,2020-01-09,340.27978720092773,PROFIT_TARGET_1,8705.012239077652,2.8987719743848324,0.7814400045420908,8
AES,2020-01-01,15.82356258201599,18959,300000.0,3,15.17,4.12,16.34,16.87,17.39,0.62,12390.89,2020-01-16,16.339970458984375,PROFIT_TARGET_1,9179.710431952844,3.0568466306869277,0.7408433304647828,15
ABBV,2020-01-01,68.51918204498291,4378,300000.0,3,65.61,4.25,70.85,73.18,75.5,0.637,12736.4,2020-01-24,65.61,STOP_LOSS,-13346.660579999967,-4.444442417582406,-1.0479147667565443,23
ACIW,2020-01-01,37.90894438934326,7913,300000.0,3,36.38,4.04,39.13,40.36,41.59,0.605,12098.54,2020-01-24,36.38,STOP_LOSS,-12712.934940000006,-4.2334115684315705,-1.0507828334549896,23
ADSK,2020-03-31,156.17805610656737,1920,300000.0,3,143.68,8.0,189.48,222.78,256.09,1.2,23996.27,2020-04-01,143.68,STOP_LOSS,-24710.265599999984,-8.228526673326668,-1.0297545386467917,1
ACIW,2020-03-31,24.16207461833954,12416,300000.0,3,22.23,8.0,29.9,35.63,41.37,1.199,23988.64,2020-04-02,22.23,STOP_LOSS,-24568.327679999988,-8.181261298701296,-1.024165157169357,2
AES,2020-03-31,10.890736607551574,27546,300000.0,3,10.02,8.0,13.52,16.14,18.77,1.199,23985.31,2020-04-03,10.02,STOP_LOSS,-24565.090919999988,-8.180183456543451,-1.0241723085540109,3
AAPL,2020-03-31,61.47377954292297,4880,300000.0,3,56.56,8.0,70.55,79.62,88.69,1.199,23979.24,2020-04-30,70.95419021606446,PROFIT_TARGET_1,45610.19180614018,15.18820905965374,1.9020696183669386,30
ABBV,2020-03-31,59.75838751602173,5020,300000.0,3,54.98,8.0,70.46,81.16,91.87,1.199,23987.51,2020-05-12,71.9370283241272,PROFIT_TARGET_1,60462.7583049314,20.134118649660806,2.5205938455063945,42
ADBE,2020-03-31,318.3991102294922,942,300000.0,3,292.93,8.0,380.77,443.14,505.51,1.2,23991.9,2020-05-20,383.4381898803711,PROFIT_TARGET_1,60537.57609244232,20.159032997816293,2.5232504078166498,50
