date,equity,cash,positions_value,open_positions
2020-01-01,1999700.0,1699700.0,300000.0,1
2020-01-02,1998800.0,798800.0,1200000.0,4
2020-01-03,1998200.0,198200.0,1800000.0,6
2020-01-06,1998200.0,198200.0,1800000.0,6
2020-01-07,1991203.62308,491203.62308,1500000.0,5
2020-01-08,1978363.9150399999,478363.91504,1500000.0,5
2020-01-09,1970088.7379,470088.7379,1500000.0,5
2020-01-10,1970088.7379,470088.7379,1500000.0,5
2020-01-13,1983936.5350107918,483936.5350107919,1500000.0,5
2020-01-14,1983636.5350107918,183636.5350107919,1800000.0,6
2020-01-15,1997250.2584791258,497250.2584791259,1500000.0,5
2020-01-16,1996950.2584791258,196950.2584791259,1800000.0,6
2020-01-17,1996950.2584791258,196950.2584791259,1800000.0,6
2020-01-20,1996950.2584791258,196950.2584791259,1800000.0,6
2020-01-21,1989365.6303991259,489365.6303991259,1500000.0,5
2020-01-22,1979661.493649126,479661.4936491259,1500000.0,5
2020-01-23,1979361.493649126,179361.4936491259,1800000.0,6
2020-01-24,1972715.316179126,472715.3161791259,1500000.0,5
2020-01-27,1953105.1853391258,1053105.1853391258,900000.0,3
2020-01-28,1953105.1853391258,1053105.1853391258,900000.0,3
2020-01-29,1965796.947586105,465796.94758610503,1500000.0,5
2020-01-30,1965496.947586105,165496.94758610503,1800000.0,6
2020-01-31,1958138.2833161051,458138.283316105,1500000.0,5
2020-02-03,1944914.5297061051,444914.529706105,1500000.0,5
2020-02-04,1988794.6091967982,788794.6091967982,1200000.0,4
2020-02-05,1988194.6091967982,188194.60919679818,1800000.0,6
2020-02-06,1988194.6091967982,188194.60919679818,1800000.0,6
2020-02-07,1977580.9331967982,477580.9331967982,1500000.0,5
2020-02-10,1977280.9331967982,177280.9331967982,1800000.0,6
2020-02-11,2005291.1385966754,505291.13859667536,1500000.0,5
2020-02-12,2017802.1112834155,517802.1112834154,1500000.0,5
2020-02-13,2017502.1112834155,217502.1112834154,1800000.0,6
2020-02-14,2017502.1112834155,217502.1112834154,1800000.0,6
2020-02-17,2017502.1112834155,217502.1112834154,1800000.0,6
2020-02-18,2017502.1112834155,217502.1112834154,1800000.0,6
2020-02-19,2017502.1112834155,217502.1112834154,1800000.0,6
2020-02-20,2017502.1112834155,217502.1112834154,1800000.0,6
2020-02-21,2017502.1112834155,217502.1112834154,1800000.0,6
2020-02-24,1994302.1538634154,794302.1538634154,1200000.0,4
2020-02-25,1947900.6843781935,1647900.6843781935,300000.0,1
2020-02-26,1947300.6843781935,1047300.6843781935,900000.0,3
2020-02-27,1916755.6194181934,1616755.6194181934,300000.0,1
2020-02-28,1916755.6194181934,1616755.6194181934,300000.0,1
2020-03-02,1916455.6194181934,1316455.6194181934,600000.0,2
2020-03-03,1901164.6254181934,1601164.6254181934,300000.0,1
2020-03-04,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-05,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-06,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-09,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-10,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-11,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-12,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-13,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-16,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-17,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-18,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-19,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-20,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-23,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-24,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-25,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-26,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-27,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-30,1934958.3210565236,1934958.3210565236,0.0,0
2020-03-31,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-01,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-02,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-03,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-06,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-07,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-08,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-09,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-10,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-13,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-14,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-15,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-16,1934958.3210565236,1934958.3210565236,0.0,0
2020-04-17,1934058.3210565236,1034058.3210565236,900000.0,3
2020-04-20,1934058.3210565236,1034058.3210565236,900000.0,3
2020-04-21,1934058.3210565236,1034058.3210565236,900000.0,3
2020-04-22,1934058.3210565236,1034058.3210565236,900000.0,3
2020-04-23,1934058.3210565236,1034058.3210565236,900000.0,3
2020-04-24,1933758.3210565236,733758.3210565236,1200000.0,4
