symbol,entry_date,entry_price,shares,position_value,conviction_level,stop_price,stop_percent,target_1_price,target_2_price,target_3_price,position_risk_pct,dollar_risk,exit_date,exit_price,exit_reason,pnl_dollars,pnl_percent,r_multiple,holding_days
BLDR,2020-02-20,28.194090305328366,5887,166000.0,5,26.78,5.0,30.1,32.01,33.92,0.416,8324.75,2020-02-21,26.78,STOP_LOSS,-8669.793859999976,-5.217549835706448,-1.0414480011979452,1
AES,2020-02-05,16.62439118671417,9985,166000.0,5,16.24,2.33,17.14,17.66,18.18,0.192,3838.15,2020-02-24,16.24,STOP_LOSS,-4171.756400000013,-2.5105956693908578,-1.0869196744251741,19
AMP,2020-02-05,158.3834429168701,1048,166000.0,5,153.02,3.39,165.54,172.7,179.85,0.281,5620.89,2020-02-24,153.02,STOP_LOSS,-5961.404959999985,-3.587620187041865,-1.060580600859621,19
BX,2020-02-06,51.685768781661984,3211,166000.0,5,49.43,4.36,54.69,57.7,60.71,0.362,7243.27,2020-02-24,49.43,STOP_LOSS,-7604.989730000001,-4.5767423720857465,-1.0499382177396883,18
CBRE,2020-02-07,64.06201377868652,2591,166000.0,5,62.47,2.48,66.18,68.3,70.42,0.206,4124.91,2020-02-24,62.47,STOP_LOSS,-4468.0897700000205,-2.6889314119615446,-1.0831975147893025,17
AMAT,2020-02-12,61.72190845870971,2689,166000.0,5,58.71,4.87,65.73,69.74,73.75,0.405,8099.02,2020-02-24,58.71,STOP_LOSS,-8452.681190000003,-5.086889730751178,-1.0436669206822031,12
BBY,2020-02-19,71.56942008590698,2319,166000.0,5,69.42,3.01,74.44,77.31,80.18,0.249,4984.51,2020-02-24,69.42,STOP_LOSS,-5342.004979999998,-3.2148604287278975,-1.071722224760086,5
CZR,2020-02-20,69.50473622131348,2388,166000.0,5,66.79,3.9,73.12,76.73,80.35,0.324,6482.79,2020-02-24,66.79,STOP_LOSS,-6830.974519999989,-4.11093395760865,-1.0537090385961412,4
ENR,2020-02-07,42.180850851058956,3935,166000.0,5,40.17,4.77,44.86,47.54,50.22,0.396,7912.7,2020-02-25,40.17,STOP_LOSS,-8255.118949999975,-4.967995227663887,-1.0432748535079148,18
CVNA,2020-02-20,108.86440255737304,1524,166000.0,5,103.42,5.0,120.22,131.57,142.92,0.415,8297.27,2020-02-26,103.42,STOP_LOSS,-8711.532079999975,-5.242668223342907,-1.049927579511724,6
REGN,2020-02-24,422.736836517334,392,166000.0,5,401.6,5.0,451.11,479.48,507.85,0.414,8285.64,2020-02-26,454.619774887085,PROFIT_TARGET_1,11866.740803981578,7.141497541002117,1.432205710845848,2
MRNA,2020-02-25,23.771880228996274,6983,166000.0,4,22.11,7.0,27.43,31.08,34.74,0.58,11604.91,2020-02-26,29.145419847488405,PROFIT_TARGET_1,37152.944328216516,22.3589328311547,3.2014850165743067,1
BIIB,2020-02-05,333.03643011474605,498,166000.0,5,316.38,5.0,359.81,386.58,413.35,0.415,8294.9,2020-02-27,316.38,STOP_LOSS,-8766.317240000004,-5.275638361638364,-1.0568318988762524,22
EYE,2020-02-26,38.61929847335815,4298,166000.0,5,36.69,5.0,41.8,44.99,48.17,0.415,8292.12,2020-02-27,36.69,STOP_LOSS,-8630.07362000001,-5.193645884236251,-1.0407553899740947,1
MRNA,2020-03-02,29.894939160346983,5552,166000.0,5,28.4,5.0,36.63,43.36,50.09,0.415,8299.9,2020-03-03,28.4,STOP_LOSS,-8646.876799999998,-5.2037581695413015,-1.0418046589742653,1
GNRC,2020-03-04,118.1390418319702,1405,166000.0,5,112.23,5.0,128.37,138.59,148.82,0.415,8302.2,2020-03-06,112.23,STOP_LOSS,-8640.533150000003,-5.199940511295935,-1.0407517552321173,2
REGN,2020-03-02,461.86219386291503,359,166000.0,5,438.77,5.0,497.53,533.21,568.88,0.415,8290.1,2020-03-12,438.77,STOP_LOSS,-8805.088430000003,-5.298971167386832,-1.0621212027000897,10
REGN,2020-04-17,565.2556921691894,293,166000.0,5,536.99,5.0,608.2,651.15,694.1,0.414,8281.85,2020-04-28,536.99,STOP_LOSS,-8985.268069999991,-5.407404685675765,-1.0849351836620569,11
VIRT,2020-04-27,20.500248587608336,8097,166000.0,4,19.16,6.55,21.84,23.18,24.53,0.543,10851.99,2020-04-29,19.16,STOP_LOSS,-11182.618520000018,-6.729787393329572,-1.0304668194870998,2
TSLA,2020-04-27,53.276624999999996,3115,166000.0,5,50.61,5.0,60.06,66.85,73.64,0.415,8306.54,2020-05-01,50.61,STOP_LOSS,-8673.500150000007,-5.219780310051399,-1.0441776495454393,4
ACMR,2020-04-29,13.820239223957062,12011,166000.0,5,13.13,5.0,15.73,17.64,19.56,0.415,8290.46,2020-05-01,13.13,STOP_LOSS,-8619.27442999999,-5.187146847128769,-1.0396613673327784,2
ENPH,2020-04-29,49.01449667930603,3386,166000.0,5,46.56,5.0,56.23,63.44,70.66,0.416,8310.93,2020-05-01,46.56,STOP_LOSS,-8671.492159999994,-5.2185718859453765,-1.0433846257865842,2
DXCM,2020-04-17,80.89042347335815,2052,166000.0,5,76.85,5.0,90.12,99.35,108.58,0.415,8290.95,2020-05-05,91.02446469497681,PROFIT_TARGET_1,20429.41935253833,12.294584543491647,2.464062851313756,18
MRNA,2020-04-17,46.87342347335815,3541,166000.0,5,44.53,5.0,53.03,59.18,65.34,0.415,8298.06,2020-05-07,53.16340362739563,PROFIT_TARGET_1,21897.36063236333,13.178003100732596,2.638852211802421,20
DXCM,2020-05-06,91.67581225204468,1810,166000.0,5,87.09,5.0,100.67,109.67,118.67,0.415,8300.32,2020-05-07,101.03945133972168,PROFIT_TARGET_1,16532.525517971342,9.949403318351132,1.9917937100034182,1
VIRT,2020-05-07,20.564190073013304,8072,166000.0,4,19.12,7.0,22.13,23.69,25.25,0.583,11657.5,2020-05-08,19.12,STOP_LOSS,-11983.69663999998,-7.211882478966804,-1.0279814975025876,1
ACMR,2020-05-07,14.737364542007445,11263,166000.0,5,14.0,5.0,16.95,19.16,21.37,0.415,8304.94,2020-05-11,17.937693384170533,PROFIT_TARGET_1,35664.2083453268,21.46299985877183,4.29433830104834,4
ACMR,2020-05-12,18.692674109458924,8880,166000.0,5,17.76,5.0,21.37,24.05,26.72,0.414,8282.15,2020-05-13,17.76,STOP_LOSS,-8614.908799999976,-5.184519576808719,-1.040178319038149,1
ENPH,2020-05-06,52.70634030532837,3149,166000.0,5,50.07,5.0,60.76,68.81,76.86,0.415,8301.84,2020-05-18,64.38778816986084,PROFIT_TARGET_1,36388.38780194489,21.89881672661368,4.3831737294097435,12
MRNA,2020-05-08,59.279624999999996,2800,166000.0,5,56.32,5.0,68.44,77.61,86.77,0.414,8286.95,2020-05-18,79.96000000000001,PROFIT_TARGET_1,57498.11200000002,34.60281405341647,6.938392532837788,10
ACMR,2020-05-14,20.020005228996276,8291,166000.0,5,19.02,5.0,23.5,26.98,30.46,0.415,8291.04,2020-05-20,19.02,STOP_LOSS,-8628.874819999997,-5.192924437008772,-1.0407465564927791,6
ENPH,2020-05-19,67.0735209159851,2474,166000.0,5,63.72,5.0,76.61,86.15,95.68,0.415,8296.61,2020-05-21,63.72,STOP_LOSS,-8680.36327999999,-5.223910595428662,-1.0462541326325407,2
GEN,2020-04-24,18.460817287445067,8992,166000.0,5,17.54,5.0,19.97,21.47,22.98,0.414,8279.99,2020-05-26,17.54,STOP_LOSS,-8604.039680000016,-5.17797845527967,-1.0391366014360375,32
REGN,2020-05-05,570.8010049438476,290,166000.0,5,542.26,5.0,617.51,664.22,710.93,0.414,8276.89,2020-05-26,542.26,STOP_LOSS,-9067.8554,-5.457106387588316,-1.0955629263254816,21
DXCM,2020-05-08,101.4256875,1636,166000.0,5,96.35,5.0,111.12,120.82,130.52,0.415,8303.82,2020-05-26,96.35,STOP_LOSS,-8695.02860000002,-5.2327362998447455,-1.0471112844716548,18
GEN,2020-05-29,20.063812216758727,8273,166000.0,5,19.06,5.0,21.76,23.45,25.14,0.415,8304.54,2020-06-02,19.06,STOP_LOSS,-8640.303380000027,-5.199802233910684,-1.0404314956211642,4
TSLA,2020-05-08,54.655312351226804,3037,166000.0,5,51.92,5.0,61.8,68.95,76.1,0.415,8307.14,2020-06-08,63.29633511543274,PROFIT_TARGET_1,25872.738775823644,15.570416797554037,3.1145168530099427,31
TSLA,2020-06-10,68.37083825683594,2427,166000.0,5,64.95,5.0,73.44,78.51,83.58,0.415,8302.37,2020-06-11,64.95,STOP_LOSS,-8689.98365000001,-5.22970020942913,-1.0466865476887721,1
REGN,2020-05-28,574.6171820983886,288,166000.0,5,545.89,5.0,618.6,662.59,706.57,0.414,8273.43,2020-06-19,639.2792605285645,PROFIT_TARGET_1,17762.314605194348,10.689500021180235,2.1469110085015117,22
DXCM,2020-06-19,102.39116633605957,1621,166000.0,5,97.27,5.0,112.35,122.31,132.27,0.415,8301.41,2020-06-26,97.27,STOP_LOSS,-8649.004670000024,-5.205038738370078,-1.0418716835858948,7
TSLA,2020-06-30,72.02332887268066,2304,166000.0,5,68.42,5.0,78.35,84.67,91.0,0.415,8302.07,2020-07-02,80.53704287719727,PROFIT_TARGET_1,19205.78944227344,11.558194481586751,2.3133736626977575,2
AMZN,2020-07-01,144.00696505737304,1152,166000.0,5,138.76,3.64,151.0,158.0,164.99,0.302,6044.5,2020-07-06,152.77557900238037,PROFIT_TARGET_1,9655.469543731422,5.810737180729766,1.59739656873755,5
ACMR,2020-07-02,21.974314796447754,7554,166000.0,5,20.88,5.0,25.29,28.62,31.94,0.413,8266.45,2020-07-06,26.933193384170533,PROFIT_TARGET_1,37083.889481200196,22.317375083470864,4.4860697954850695,4
ADBE,2020-07-02,443.17148721313475,374,166000.0,5,427.22,3.6,464.44,485.71,506.98,0.298,5965.86,2020-07-10,465.96691220092777,PROFIT_TARGET_1,7931.353537983843,4.773150667395161,1.3294577087587147,8
BL,2020-07-03,88.11403469467163,1883,166000.0,5,83.71,5.0,94.41,100.7,107.0,0.415,8292.8,2020-07-13,83.71,STOP_LOSS,-8697.695930000016,-5.2343415199258665,-1.0488253340601135,10
APD,2020-07-07,232.11974027252197,715,166000.0,5,224.24,3.4,242.63,253.14,263.65,0.282,5634.01,2020-07-14,245.75920004272461,PROFIT_TARGET_1,9376.110202517535,5.642616541601492,1.6641970914207345,7
ALB,2020-07-13,76.21102195358276,2178,166000.0,5,72.4,5.0,81.85,87.49,93.13,0.415,8300.41,2020-07-17,82.57588653182984,PROFIT_TARGET_1,13504.430585459078,8.127072075791125,1.6269602820156222,4
CDNS,2020-07-03,97.86890969467163,1696,166000.0,5,94.18,3.77,102.79,107.71,112.64,0.313,6256.39,2020-07-20,103.64814694976808,PROFIT_TARGET_1,9445.469969579863,5.684357792556758,1.5097314422757844,17
AAPL,2020-07-06,90.62165079116821,1831,166000.0,5,87.45,3.5,94.85,99.08,103.31,0.29,5807.29,2020-07-20,95.272560836792,PROFIT_TARGET_1,8103.614833273983,4.876818863831339,1.3954204469027667,14
A,2020-07-14,87.39011639785767,1899,166000.0,5,84.62,3.17,91.08,94.77,98.46,0.263,5260.45,2020-07-20,91.65394868469238,PROFIT_TARGET_1,7710.797703678603,4.640418439198514,1.4658054310804947,6
ACAD,2020-07-06,53.71684362602234,3090,166000.0,5,51.03,5.0,58.88,64.05,69.21,0.415,8302.35,2020-07-21,51.03,STOP_LOSS,-8640.982699999993,-5.20021105400623,-1.0407879727947686,15
BBY,2020-07-02,69.92729541778564,2373,166000.0,5,66.47,4.94,74.53,79.14,83.74,0.41,8204.16,2020-07-22,77.77377676391602,PROFIT_TARGET_1,18206.615088511928,10.956883531234988,2.2191925305611235,20
ALRM,2020-07-20,72.86641683197021,2278,166000.0,5,69.63,4.44,77.18,81.49,85.8,0.369,7372.56,2020-07-24,69.63,STOP_LOSS,-7707.477140000003,-4.638420097974317,-1.0454278715097285,4
AMAT,2020-07-21,60.67948305702209,2735,166000.0,5,58.25,4.01,63.92,67.16,70.4,0.332,6644.64,2020-07-24,58.25,STOP_LOSS,-7011.563750000001,-4.219613970366983,-1.0552216223968276,3
CLX,2020-07-07,187.23763025665284,886,166000.0,5,182.05,2.77,194.15,201.07,207.99,0.23,4596.24,2020-07-30,194.21732640075686,PROFIT_TARGET_1,5738.4746398795105,3.4534589746876683,1.248514901580755,23
APO,2020-07-21,46.535008958816526,3567,166000.0,5,44.34,4.72,49.47,52.4,55.33,0.391,7829.6,2020-07-30,44.34,STOP_LOSS,-8163.380780000007,-4.912786478581664,-1.0426310352592905,9
APD,2020-07-22,258.7172761688232,641,166000.0,5,249.33,3.63,271.23,283.75,296.26,0.301,6017.24,2020-07-30,249.33,STOP_LOSS,-6505.290529999998,-3.9149347820853837,-1.0811079796365644,8
CHD,2020-07-23,80.62002466964721,2059,166000.0,5,78.1,3.13,83.98,87.35,90.71,0.259,5188.73,2020-07-30,84.12642618179322,PROFIT_TARGET_1,6877.095196803915,4.138689742067521,1.3253906338118677,7
ABBV,2020-07-01,78.91852890014648,2103,166000.0,5,76.05,3.63,82.74,86.57,90.39,0.302,6032.52,2020-07-31,76.39700882720948,TRAILING_STOP,-5663.753345942096,-3.40849111487434,-0.9388707938557174,30
AJG,2020-07-15,95.21800299453734,1743,166000.0,5,92.1,3.27,99.37,103.53,107.69,0.272,5434.68,2020-07-31,100.7464079322815,PROFIT_TARGET_1,9259.388036940683,5.572372228338338,1.7037598104693703,16
CRM,2020-07-03,190.31390517425535,872,166000.0,5,182.78,3.96,200.36,210.4,220.45,0.328,6569.57,2020-08-03,200.65046381378176,PROFIT_TARGET_1,8626.237241172057,5.191337121415968,1.313060580352266,31
CDNS,2020-07-27,105.32263164138793,1576,166000.0,5,100.99,4.11,111.1,116.88,122.66,0.341,6828.23,2020-08-03,111.71411164474488,PROFIT_TARGET_1,9719.3785121658,5.849198098387035,1.4234116481010757,7
AMGN,2020-07-01,213.67263986206052,776,166000.0,5,204.36,4.36,226.09,238.51,250.93,0.361,7226.61,2020-08-04,204.36,STOP_LOSS,-7741.2233599999745,-4.658728837427617,-1.0712111116430312,34
ACN,2020-07-06,201.06775353240965,825,166000.0,5,193.06,3.98,211.75,222.42,233.1,0.33,6606.4,2020-08-05,211.9353306427002,PROFIT_TARGET_1,8505.801132447436,5.118857728083624,1.2875099036198374,30
CVNA,2020-08-03,159.56975049591063,1040,166000.0,5,151.59,5.0,170.74,181.9,193.07,0.415,8298.94,2020-08-05,174.03293511962892,PROFIT_TARGET_1,14647.258271889645,8.81483472665265,1.7649552065226655,2
AAPL,2020-07-31,103.03017281341552,1611,166000.0,5,98.54,4.36,109.02,115.01,120.99,0.362,7233.67,2020-08-06,110.33000790023804,PROFIT_TARGET_1,11397.901084556215,6.859346126497728,1.5756737039197257,6
ACMR,2020-07-31,31.995989542007443,5188,166000.0,5,30.4,5.0,36.48,40.97,45.46,0.414,8279.99,2020-08-06,37.41128530502319,PROFIT_TARGET_1,27729.658414297854,16.687925577012056,3.348995092491558,6
DGX,2020-08-03,116.79794803619384,1421,166000.0,5,112.38,3.78,122.68,128.57,134.46,0.314,6277.9,2020-08-06,112.38,STOP_LOSS,-6633.711980000022,-3.992219816328263,-1.0566762109666843,3
ALB,2020-08-05,82.78930640029907,2005,166000.0,5,79.15,4.4,87.64,92.5,97.35,0.365,7296.81,2020-08-06,79.15,STOP_LOSS,-7628.9457500000135,-4.591159292514722,-1.0455180342888395,1
BL,2020-08-03,90.89542347335815,1826,166000.0,5,86.35,5.0,97.21,103.52,109.83,0.415,8299.94,2020-08-07,86.35,STOP_LOSS,-8648.575100000016,-5.20478021978023,-1.0420041229955626,4
BBY,2020-07-27,78.29939166641235,2120,166000.0,5,74.99,4.23,82.71,87.12,91.53,0.351,7015.91,2020-08-10,83.25373194885255,PROFIT_TARGET_1,10155.413819835841,6.111607561014793,1.4474834110075208,14
EA,2020-08-04,142.20265759277342,1167,166000.0,5,137.36,3.41,148.66,155.12,161.58,0.283,5651.38,2020-08-10,137.36,STOP_LOSS,-6027.179119999986,-3.6272035915891254,-1.066496610637088,6
ARE,2020-07-31,142.70113668823242,1163,166000.0,5,138.39,3.02,148.45,154.21,159.96,0.251,5013.85,2020-08-11,138.39,STOP_LOSS,-5379.3775700000115,-3.237351546044324,-1.0729031498912178,11
AMD,2020-08-04,85.0825209159851,1951,166000.0,5,80.83,5.0,93.65,102.22,110.79,0.415,8296.67,2020-08-11,80.83,STOP_LOSS,-8624.369330000016,-5.190212997845538,-1.0394979057597329,7
EQT,2020-08-07,16.091062674522398,10316,166000.0,5,15.29,5.0,17.97,19.85,21.73,0.413,8263.76,2020-08-11,15.29,STOP_LOSS,-8592.091640000028,-5.17078803124588,-1.0397311863240966,4
ARES,2020-08-10,35.606383008956904,4662,166000.0,5,34.06,4.34,37.67,39.73,41.79,0.36,7209.24,2020-08-12,34.06,STOP_LOSS,-7537.067719999992,-4.535866374589261,-1.0454736202340795,2
BBY,2020-08-12,83.94476054763794,1977,166000.0,5,81.4,3.03,87.34,90.73,94.12,0.252,5030.99,2020-08-14,87.46354767990113,PROFIT_TARGET_1,6576.518329401355,3.957800229530322,1.3072012137523341,2
DECK,2020-08-11,37.23861122131348,4457,166000.0,5,35.38,5.0,39.86,42.49,45.11,0.414,8283.83,2020-08-17,35.38,STOP_LOSS,-8635.02866000001,-5.1966278661098,-1.0423956596838504,6
CMG,2020-08-06,23.747868061065674,6990,166000.0,5,22.84,3.81,24.95,26.16,27.37,0.317,6346.0,2020-08-21,25.052267862319948,PROFIT_TARGET_1,8774.237005258823,5.280404538388614,1.3826410527194783,15
AAPL,2020-08-13,111.71527643966674,1485,166000.0,5,106.5,4.67,118.67,125.63,132.58,0.387,7744.69,2020-08-21,120.68639937973023,PROFIT_TARGET_1,12874.083775820502,7.747724429679057,1.6623120143959609,8
BBY,2020-08-17,88.59057594680786,1873,166000.0,5,85.89,3.05,92.2,95.8,99.41,0.253,5058.18,2020-08-24,93.75831894683839,PROFIT_TARGET_1,9267.72205604089,5.577387706294242,1.8322250986138764,7
HD,2020-08-12,245.12350758361816,677,166000.0,5,239.28,2.38,252.91,260.7,268.49,0.198,3956.05,2020-08-26,253.87940548706055,PROFIT_TARGET_1,5538.481157225266,3.3331013307326804,1.4000011803355623,14
ADBE,2020-08-25,484.6722076721191,342,166000.0,5,465.91,3.87,509.69,534.7,559.72,0.321,6416.68,2020-08-26,528.2257452392579,PROFIT_TARGET_1,14306.551666954358,8.60979482382338,2.2295895637142005,1
A,2020-07-21,92.526174659729,1794,166000.0,5,90.0,2.73,95.89,99.26,102.63,0.227,4531.96,2020-08-28,96.16878760910035,PROFIT_TARGET_1,6188.278165755299,3.7241542588467547,1.3654758202919344,38
AMZN,2020-08-06,161.330625,1028,166000.0,5,153.26,5.0,172.34,183.35,194.36,0.415,8296.6,2020-08-31,172.46173014831544,PROFIT_TARGET_1,10947.367933875794,6.588211748417723,1.3195001127118944,25
AAPL,2020-08-24,122.25202106094359,1357,166000.0,5,117.5,3.88,128.58,134.91,141.24,0.322,6448.49,2020-09-01,130.20581484222413,PROFIT_TARGET_1,10346.601450157235,6.2266657740796765,1.6044992410672603,8
CMG,2020-08-27,25.6053961687088,6483,166000.0,5,24.72,3.47,26.79,27.97,29.16,0.287,5740.02,2020-09-01,27.43067858695984,PROFIT_TARGET_1,11489.256189981359,6.914324344319151,2.001604430142989,5
ALB,2020-08-11,86.38679974365233,1921,166000.0,5,82.07,5.0,92.57,98.75,104.93,0.415,8292.57,2020-09-02,93.02154304885865,PROFIT_TARGET_1,12349.689812660596,7.432140036265299,1.4892471665767244,22
FAST,2020-08-07,21.071577123641966,7877,166000.0,5,20.49,2.75,21.85,22.62,23.39,0.229,4581.08,2020-09-03,20.49,STOP_LOSS,-4927.669730000023,-2.9655102307331362,-1.0756560679757918,27
AMD,2020-08-31,90.86540969467163,1826,166000.0,5,86.32,5.0,97.26,103.66,110.06,0.415,8299.92,2020-09-03,86.32,STOP_LOSS,-8703.30032000001,-5.237714285714292,-1.0486007467241807,3
AMZN,2020-09-01,175.0434716491699,948,166000.0,5,169.27,3.3,182.74,190.43,198.13,0.274,5473.25,2020-09-03,169.27,STOP_LOSS,-5858.507959999988,-3.5256959666839114,-1.0703890298288905,2
