symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl_pct,pnl_dollar
MQG.AX,2015-07-07,2015-07-08,54.7267951965332,52.66364669799805,91,-3.769905566598666,-187.74651336669922
SHL.AX,2015-07-03,2015-07-17,16.167940139770508,15.806406021118164,309,-2.2361173750453744,-111.71404266357422
MQG.AX,2015-07-17,2015-07-27,55.22277069091797,53.76136016845703,89,-2.6463911610673376,-130.06553649902344
QBE.AX,2015-07-16,2015-08-06,10.453484535217285,10.282466888427734,476,-1.6359869880076885,-81.40439987182617
ASX.AX,2015-07-16,2015-08-10,30.882234573364258,31.0252742767334,161,0.46317795763558994,23.02939224243164
JHX.AX,2015-07-07,2015-08-11,16.25482749938965,16.25482749938965,307,0.0,0.0
ALL.AX,2015-07-07,2015-08-13,7.158759593963623,7.288288116455078,698,1.8093710340639952,90.41090869903564
APX.AX,2015-07-31,2015-08-21,0.5777377486228943,0.630629301071167,8630,9.154941420107294,456.45409762859344
NXT.AX,2015-07-22,2015-08-24,2.4154040813446045,2.4250659942626953,2094,0.40001227921715843,20.232045650482178
ZIP.AX,2015-07-08,2015-09-21,0.3100000023841858,0.2849999964237213,16140,-8.064517989739157,-403.50009620189667
JHX.AX,2015-09-11,2015-09-21,16.23695182800293,15.691852569580078,313,-3.357152649075121,-170.61606788635254
PLS.AX,2015-09-02,2015-10-27,0.1276857852935791,0.2905958592891693,39286,127.5866954344388,6400.085166990757
ZIP.AX,2015-09-22,2015-10-27,0.3449999988079071,0.3499999940395355,15195,1.449273985189887,75.97492754459381
EVN.AX,2015-09-02,2015-10-30,0.8853999376296997,1.1207081079483032,5665,26.576483724241722,1333.020784854889
FMG.AX,2015-10-08,2015-10-30,0.9713083505630493,0.9185672998428345,5513,-5.429897796064642,-290.76141262054443
JHX.AX,2015-10-22,2015-11-05,16.06716537475586,15.8169584274292,350,-1.55725631429534,-87.57243156433105
RMD.AX,2015-11-09,2015-11-13,7.791162014007568,7.591387748718262,719,-2.564113862991639,-143.63769674301147
ALL.AX,2015-11-20,2015-12-14,8.350443840026855,8.177162170410156,683,-2.0751192743323923,-118.35138034820557
REA.AX,2015-11-23,2015-12-14,45.183250427246094,44.888160705566406,126,-0.6530953813401271,-37.181304931640625
