symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl_pct,pnl_dollar
BARC.L,2015-07-15,2015-08-12,277.2814636230469,270.4101257324219,18,-2.4781093553250684,-123.68408203125
MNDI.L,2015-07-10,2015-08-20,1595.7225341796875,1633.03662109375,3,2.3383819000365587,111.9422607421875
JD.L,2015-07-03,2015-08-21,28.387222290039062,33.34499740600586,176,17.464812390983585,872.5684204101562
CCH.L,2015-08-11,2015-08-24,1342.5306396484375,1253.6279296875,3,-6.6220246551853785,-266.7081298828125
AUTO.L,2015-10-01,2015-10-09,339.5576477050781,325.1722412109375,14,-4.236513767651916,-201.39569091796875
AUTO.L,2015-10-14,2015-11-11,346.3508605957031,373.32366943359375,14,7.7877123768363035,377.61932373046875
JD.L,2015-08-27,2015-11-13,35.02424240112305,38.16282272338867,143,8.961165487379642,448.8169860839844
JD.L,2015-11-16,2015-11-17,38.022891998291016,38.18281936645508,133,0.42060811200592163,21.270339965820312
JD.L,2015-11-30,2015-12-22,38.80253219604492,40.78213882446289,130,5.10174598507194,257.34886169433594
IAG.L,2015-12-29,2016-01-07,608.7748413085938,589.2980346679688,8,-3.1993448675964618,-155.814453125
AUTO.L,2015-11-19,2016-01-14,387.5093688964844,414.48699951171875,13,6.961800870017397,350.7091979980469
JD.L,2016-01-14,2016-02-08,44.06070327758789,41.221954345703125,115,-6.442813483934416,-326.45612716674805
IMB.L,2016-03-01,2016-03-03,3788.179931640625,3667.50244140625,1,-3.185632478183546,-120.677490234375
FRES.L,2016-02-04,2016-03-08,782.684814453125,915.461669921875,6,16.964281536690272,796.6611328125
CPG.L,2016-02-22,2016-03-08,1293.0687255859375,1263.98779296875,3,-2.248985845977355,-87.2427978515625
JD.L,2016-03-04,2016-03-11,46.05982971191406,45.50008010864258,110,-1.2152663324473751,-61.57245635986328
SBRY.L,2016-03-14,2016-04-01,279.4251403808594,275.4419250488281,18,-1.4255035629943986,-71.6978759765625
GLEN.L,2016-03-04,2016-04-05,159.7720184326172,141.6478729248047,31,-11.343754485680634,-561.8485107421875
ADM.L,2016-03-03,2016-04-06,1915.1385498046875,1918.1326904296875,2,0.15634067964980147,5.98828125
SPX.L,2016-03-22,2016-04-19,3540.74169921875,3553.721923828125,1,0.36659620249167096,12.980224609375
REL.L,2016-02-22,2016-04-21,1228.3118896484375,1259.243896484375,4,2.518253474269531,123.72802734375
CPG.L,2016-04-14,2016-04-21,1326.304443359375,1296.1846923828125,3,-2.2709530324932543,-90.3592529296875
ULVR.L,2016-02-22,2016-04-22,3072.427490234375,3181.088623046875,1,3.5366541003124197,108.6611328125
FRES.L,2016-04-13,2016-05-04,1025.277099609375,1034.283935546875,4,0.8784782124687615,36.02734375
AAL.L,2016-04-19,2016-05-04,732.8362426757812,626.3923950195312,6,-14.524915862184304,-638.6630859375
GLEN.L,2016-04-19,2016-05-04,169.65789794921875,144.84332275390625,30,-14.626242276525133,-744.437255859375
EXPN.L,2016-03-30,2016-05-06,1244.0814208984375,1249.0740966796875,4,0.4013142305143053,19.970703125
JD.L,2016-04-13,2016-05-13,46.41967010498047,50.3779411315918,109,8.527141657102463,431.45154190063477
ENT.L,2016-04-01,2016-05-19,511.1177673339844,532.5806274414062,9,4.1992005520319164,193.16574096679688
FRES.L,2016-05-16,2016-05-25,1147.0968017578125,1024.30078125,4,-10.704939663299534,-491.18408203125
CPG.L,2016-05-24,2016-06-10,1344.9993896484375,1328.3818359375,3,-1.2355064127784532,-49.8526611328125
ADM.L,2016-05-31,2016-06-10,1964.0400390625,1901.1666259765625,2,-3.2012286835022477,-125.746826171875
JD.L,2016-05-18,2016-06-13,51.21757125854492,50.8177490234375,98,-0.7806348979125347,-39.182579040527344
ENT.L,2016-05-23,2016-06-13,569.0178833007812,580.4979248046875,8,2.017518577327021,91.84033203125
AAL.L,2016-06-06,2016-06-24,668.658203125,641.779541015625,7,-4.019790975980932,-188.150634765625
JD.L,2016-06-20,2016-06-24,53.13671875,44.62253189086914,93,-16.023170153183123,-791.8193778991699
ADM.L,2016-06-22,2016-06-24,1989.987548828125,1946.0762939453125,2,-2.2066095292239996,-87.822509765625
SMIN.L,2016-06-22,2016-06-24,1108.2735595703125,1083.3345947265625,4,-2.2502535252595086,-99.755859375
WEIR.L,2016-06-08,2016-07-13,1317.9390869140625,1506.64404296875,3,14.318184954703614,566.1148681640625
RR.L,2016-06-29,2016-07-13,241.71331787109375,256.12353515625,20,5.961697688846939,288.204345703125
AAL.L,2016-06-30,2016-07-13,707.9052734375,790.9761352539062,7,11.734742617896385,581.4960327148438
EXPN.L,2016-07-04,2016-07-13,1428.022216796875,1460.9765625,3,2.307691387116038,98.863037109375
REL.L,2016-07-05,2016-07-13,1416.16015625,1418.1561279296875,3,0.14094251069546004,5.9879150390625
ULVR.L,2016-06-30,2016-07-15,3568.174560546875,3573.159912109375,1,0.13971714325926704,4.9853515625
FRES.L,2016-06-06,2016-07-20,1150.091552734375,1815.9866943359375,4,57.89931592996906,2663.58056640625
TSCO.L,2016-07-04,2016-07-21,225.59811401367188,200.75637817382812,22,-11.011499785117119,-546.5181884765625
SHEL.L,2016-06-20,2016-07-25,1786.5936279296875,2030.085205078125,2,13.62881705956808,486.983154296875
BP.L,2016-06-30,2016-07-25,436.1042175292969,438.2938232421875,11,0.5020831317100323,24.085662841796875
WEIR.L,2016-07-14,2016-07-28,1533.601806640625,1449.73291015625,3,-5.468753109263148,-251.606689453125
PSON.L,2016-06-24,2016-07-29,911.514404296875,879.6014404296875,5,-3.5010926559964304,-159.5648193359375
CPG.L,2016-07-01,2016-07-29,1494.5592041015625,1491.443115234375,3,-0.20849551216411674,-9.3482666015625
STAN.L,2016-07-20,2016-08-02,616.31494140625,588.468505859375,8,-4.5182152299176135,-222.771484375
CNA.L,2016-07-28,2016-08-02,240.65872192382812,233.08522033691406,21,-3.1469882023686564,-159.0435333251953
REL.L,2016-07-28,2016-08-04,1453.0860595703125,1418.2596435546875,3,-2.3967208126629065,-104.479248046875
JD.L,2016-08-08,2016-08-16,52.3795051574707,50.98005294799805,101,-2.67175530823635,-141.34467315673828
ADM.L,2016-06-30,2016-08-17,2025.9150390625,2076.812255859375,2,2.512307565495337,101.79443359375
GLEN.L,2016-06-07,2016-08-19,139.80050659179688,188.28134155273438,35,34.6785831774534,1696.8292236328125
STAN.L,2016-08-03,2016-08-19,613.1211547851562,623.6010131835938,8,1.7092638733220267,83.8388671875
RIO.L,2016-07-04,2016-08-22,2346.07666015625,2376.769287109375,2,1.3082533693115064,61.38525390625
GSK.L,2016-07-07,2016-08-22,1661.8150634765625,1668.060791015625,3,0.375837701578915,18.7371826171875
AAL.L,2016-07-13,2016-08-22,790.9761352539062,813.180419921875,6,2.807200328596651,133.2257080078125
FRES.L,2016-08-16,2016-08-22,1978.7841796875,1822.0391845703125,2,-7.92127796079012,-313.489990234375
MNDI.L,2016-07-20,2016-08-24,1588.3885498046875,1727.7979736328125,3,8.776783479411707,418.228271484375
HSBA.L,2016-08-08,2016-08-24,535.0831298828125,539.2443237304688,9,0.7776724055134357,37.45074462890625
SMIN.L,2016-06-30,2016-08-25,1150.1705322265625,1336.7115478515625,4,16.21855284919218,746.1640625
RR.L,2016-07-13,2016-08-25,256.12353515625,265.5587158203125,20,3.6838397761090174,188.70361328125
AZN.L,2016-08-04,2016-08-25,5139.2138671875,4998.259765625,1,-2.742717178252769,-140.9541015625
FCIT.L,2016-08-05,2016-08-25,489.17401123046875,498.6600341796875,10,1.9391919299550684,94.8602294921875
LSEG.L,2016-08-09,2016-08-25,2815.98583984375,2798.123779296875,1,-0.634309316976754,-17.862060546875
PRU.L,2016-08-10,2016-08-25,1176.6033935546875,1125.0526123046875,4,-4.38132182283256,-206.203125
ANTO.L,2016-07-13,2016-08-30,502.6696472167969,510.1498718261719,10,1.4880995203891527,74.80224609375
ENT.L,2016-07-11,2016-08-31,621.4273681640625,688.3119506835938,8,10.763057107886036,535.07666015625
CCH.L,2016-08-08,2016-08-31,1567.28466796875,1672.169921875,3,6.69216359030581,314.65576171875
SPX.L,2016-07-11,2016-09-09,3878.77392578125,4322.17529296875,1,11.431482619812433,443.4013671875
EXPN.L,2016-08-10,2016-09-12,1500.9212646484375,1506.9130859375,3,0.3992095674962651,17.9754638671875
SMIN.L,2016-09-02,2016-09-12,1368.632568359375,1335.714111328125,3,-2.40520778127547,-98.75537109375
EXPN.L,2016-09-20,2016-09-30,1560.838134765625,1541.864501953125,3,-1.2156054103168792,-56.9208984375
FRES.L,2016-09-23,2016-10-05,1783.102294921875,1672.2825927734375,2,-6.21499408441359,-221.639404296875
CPG.L,2016-09-29,2016-10-07,1553.7598876953125,1550.643798828125,3,-0.20055150682320583,-9.3482666015625
AZN.L,2016-09-16,2016-10-13,5082.044921875,4937.9130859375,1,-2.836099211108963,-144.1318359375
RIO.L,2016-09-22,2016-10-13,2479.84765625,2565.49658203125,2,3.4537978800991116,171.2978515625
MNDI.L,2016-09-22,2016-10-13,1798.0516357421875,1754.1427001953125,2,-2.442028619981793,-87.81787109375
ANTO.L,2016-10-03,2016-10-17,534.111083984375,515.6588745117188,10,-3.4547512729011363,-184.5220947265625
ENT.L,2016-09-08,2016-10-18,720.2567749023438,723.750732421875,7,0.4850988760230654,24.45770263671875
SMIN.L,2016-09-21,2016-10-20,1386.5885009765625,1432.75390625,3,3.329423635124883,138.4962158203125
JD.L,2016-09-13,2016-10-26,55.978092193603516,61.935768127441406,94,10.642870630947762,560.0215377807617
SPX.L,2016-09-20,2016-10-26,4483.95849609375,4447.2275390625,1,-0.8191636265868335,-36.73095703125
SHEL.L,2016-10-04,2016-10-26,1996.0943603515625,2040.4190673828125,2,2.2205717280541437,88.6494140625
EXPN.L,2016-10-04,2016-10-26,1591.79541015625,1557.84228515625,3,-2.1330080978602126,-101.859375
WEIR.L,2016-09-07,2016-10-27,1611.4798583984375,1708.4906005859375,3,6.019978573229809,291.0322265625
CCH.L,2016-09-15,2016-10-28,1725.11181640625,1809.02001953125,3,4.86392837420808,251.724609375
HSBA.L,2016-08-30,2016-11-01,555.5880737304688,610.47802734375,9,9.879613369798484,494.00958251953125
BP.L,2016-09-29,2016-11-01,448.97589111328125,459.97637939453125,11,2.4501289487890263,121.00537109375
STAN.L,2016-10-04,2016-11-01,648.3533325195312,672.0078125,8,3.6483933673243167,189.23583984375
TSCO.L,2016-10-28,2016-11-03,272.753173828125,265.48388671875,20,-2.665152162062734,-145.3857421875
GLEN.L,2016-09-19,2016-11-04,196.219970703125,237.46115112304688,26,21.01783028105664,1072.2706909179688
FRES.L,2016-11-02,2016-11-07,1777.112060546875,1573.4432373046875,3,-11.460662935319453,-611.0064697265625
FRES.L,2016-11-09,2016-11-11,1768.1265869140625,1432.6719970703125,3,-18.972317498444717,-1006.36376953125
JD.L,2016-11-07,2016-11-17,62.57551956176758,62.05571365356445,86,-0.830685724774575,-44.70330810546875
WEIR.L,2016-11-10,2016-11-30,1753.4244384765625,1805.3482666015625,3,2.9612811927107203,155.771484375
