datetime,portfolio_value,cash,positions,return
2015-01-02 08:30:00-05:00,100000.0,100000.0,[],
2015-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-02 09:30:00-05:00,100000.0,100000.0,[],0.0
2015-01-03 09:30:00-05:00,100000.0,49769.84637451172,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}]",0.0
2015-01-04 09:30:00-05:00,100000.0,49769.84637451172,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}]",0.0
2015-01-05 09:30:00-05:00,99226.535364151,49769.84637451172,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}]",-0.007734646358489972
2015-01-06 09:30:00-05:00,97721.5198841095,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",-0.015167469815591694
2015-01-07 09:30:00-05:00,96023.3482837677,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",-0.01737766259014084
2015-01-08 09:30:00-05:00,98603.30043315887,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.026867966963273426
2015-01-09 09:30:00-05:00,100630.4251203537,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.020558385756762387
2015-01-10 09:30:00-05:00,100630.4251203537,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.0
2015-01-11 09:30:00-05:00,100630.4251203537,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.0
2015-01-12 09:30:00-05:00,100136.36522102356,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",-0.004909647343129486
2015-01-13 09:30:00-05:00,99816.79622268677,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",-0.0031913381081032366
2015-01-14 09:30:00-05:00,97049.44655418396,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",-0.027724288629029648
2015-01-15 09:30:00-05:00,98364.98122310638,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.013555303153510945
2015-01-16 09:30:00-05:00,95946.354845047,-9652.837200164795,"[{'asset': AMP, 'quantity': 189.0}, {'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",-0.024588286888131305
2015-01-17 09:30:00-05:00,95946.354845047,13586.602626800537,"[{'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.0
2015-01-18 09:30:00-05:00,95946.354845047,13586.602626800537,"[{'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.0
2015-01-19 09:30:00-05:00,95946.354845047,13586.602626800537,"[{'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.0
2015-01-20 09:30:00-05:00,98111.65452289581,13586.602626800537,"[{'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}]",0.022567815956591186
2015-01-21 09:30:00-05:00,98186.00292873383,-3704.809421539307,"[{'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}, {'asset': CF, 'quantity': 144.0}, {'asset': BX, 'quantity': 254.0}]",0.0007577938237772752
2015-01-22 09:30:00-05:00,100245.48648071289,-3704.809421539307,"[{'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}, {'asset': CF, 'quantity': 144.0}, {'asset': BX, 'quantity': 254.0}]",0.020975327343490058
2015-01-23 09:30:00-05:00,100614.68737411499,-3704.809421539307,"[{'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}, {'asset': CF, 'quantity': 144.0}, {'asset': BX, 'quantity': 254.0}]",0.0036829677461152066
2015-01-24 09:30:00-05:00,100614.68737411499,-3704.809421539307,"[{'asset': APH, 'quantity': 1858.0}, {'asset': AVGO, 'quantity': 3469.0}, {'asset': ADI, 'quantity': 446.0}, {'asset': CF, 'quantity': 144.0}, {'asset': BX, 'quantity': 254.0}]",0.0
